,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
0,do,kielentää,,,,
1,indicate,kieliä,,,,
2,english,kielteistyä,,,,
3,refuse,kieltäytyä,,,,
4,forbid,kieltää,,,,
5,squirm,kiemurrella,,,,
6,do,kiemurtaa,,,,
7,english,kiepahtaa,I am walking,minä,kiepahdan,en kiepahda
8,english,kiepahtaa,you are walking,sinä,kiepahdat,et kiepahda
9,english,kiepahtaa,he/she is walking,hän,kiepahtaa,ei kiepahda
10,english,kiepahtaa,we are walking,me,kiepahdamme,emme kiepahda
11,english,kiepahtaa,you(plural/respectful) are walking,te,kiepahdatte,ette kiepahda
12,english,kiepahtaa,they are walking,he,kiepahtavat,eivät kiepahda
13,english,kiepahtaa,(passive) walking,passiivi,kiepahdetaan,ei kiepahdeta
14,english,kiepahtaa,I walked,minä,olen kiepahtanut,en ole kiepahtanut
15,english,kiepahtaa,You walked,sinä,olet kiepahtanut,et ole kiepahtanut
16,english,kiepahtaa,he/she walked,hän,on kiepahtanut,ei ole kiepahtanut
17,english,kiepahtaa,we walked,me,olemme kiepahtaneet,emme ole kiepahtaneet
18,english,kiepahtaa,you(plural/respectful) walked,te,olette kiepahtaneet,ette ole kiepahtaneet
19,english,kiepahtaa,they walked,he,ovat kiepahtaneet,eivät ole kiepahtaneet
20,english,kiepahtaa,(passive) walked,passiivi,on kiepahdettu,ei ole kiepahdettu
21,english,kiepahtaa,I was walking,minä,kiepahdin,en kiepahtanut
22,english,kiepahtaa,You were walking,sinä,kiepahdit,et kiepahtanut
23,english,kiepahtaa,he/she was walking,hän,kiepahti,ei kiepahtanut
24,english,kiepahtaa,we were walking,me,kiepahdimme,emme kiepahtaneet
25,english,kiepahtaa,you(plural/respectful) were walking,te,kiepahditte,ette kiepahtaneet
26,english,kiepahtaa,they were walking,he,kiepahtivat,eivät kiepahtaneet
27,english,kiepahtaa,(passive) were walking,passiivi,kiepahdettiin,ei kiepahdettu
28,english,kiepahtaa,I had walked,minä,olin kiepahtanut,en ollut kiepahtanut
29,english,kiepahtaa,You had walked,sinä,olit kiepahtanut,et ollut kiepahtanut
30,english,kiepahtaa,He/she had walked,hän,oli kiepahtanut,ei ollut kiepahtanut
31,english,kiepahtaa,We had walked,me,olimme kiepahtaneet,emme olleet kiepahtaneet
32,english,kiepahtaa,You(plural/repectful) had walked,te,olitte kiepahtaneet,ette olleet kiepahtaneet
33,english,kiepahtaa,They had walked,he,olivat kiepahtaneet,eivät olleet kiepahtaneet
34,english,kiepahtaa,(passive) had walked,passiivi,oli kiepahdettu,ei ollut kiepahdettu
35,english,kiepauttaa,,,,
36,spin,kieppua,I am walking,minä,kiepun,en kiepu
37,spin,kieppua,you are walking,sinä,kieput,et kiepu
38,spin,kieppua,he/she is walking,hän,kieppuu,ei kiepu
39,spin,kieppua,we are walking,me,kiepumme,emme kiepu
40,spin,kieppua,you(plural/respectful) are walking,te,kieputte,ette kiepu
41,spin,kieppua,they are walking,he,kieppuvat,eivät kiepu
42,spin,kieppua,(passive) walking,passiivi,kieputaan,ei kieputa
43,spin,kieppua,I walked,minä,olen kieppunut,en ole kieppunut
44,spin,kieppua,You walked,sinä,olet kieppunut,et ole kieppunut
45,spin,kieppua,he/she walked,hän,on kieppunut,ei ole kieppunut
46,spin,kieppua,we walked,me,olemme kieppuneet,emme ole kieppuneet
47,spin,kieppua,you(plural/respectful) walked,te,olette kieppuneet,ette ole kieppuneet
48,spin,kieppua,they walked,he,ovat kieppuneet,eivät ole kieppuneet
49,spin,kieppua,(passive) walked,passiivi,on kieputtu,ei ole kieputtu
50,spin,kieppua,I was walking,minä,kiepuin,en kieppunut
51,spin,kieppua,You were walking,sinä,kiepuit,et kieppunut
52,spin,kieppua,he/she was walking,hän,kieppui,ei kieppunut
53,spin,kieppua,we were walking,me,kiepuimme,emme kieppuneet
54,spin,kieppua,you(plural/respectful) were walking,te,kiepuitte,ette kieppuneet
55,spin,kieppua,they were walking,he,kieppuivat,eivät kieppuneet
56,spin,kieppua,(passive) were walking,passiivi,kieputtiin,ei kieputtu
57,spin,kieppua,I had walked,minä,olin kieppunut,en ollut kieppunut
58,spin,kieppua,You had walked,sinä,olit kieppunut,et ollut kieppunut
59,spin,kieppua,He/she had walked,hän,oli kieppunut,ei ollut kieppunut
60,spin,kieppua,We had walked,me,olimme kieppuneet,emme olleet kieppuneet
61,spin,kieppua,You(plural/repectful) had walked,te,olitte kieppuneet,ette olleet kieppuneet
62,spin,kieppua,They had walked,he,olivat kieppuneet,eivät olleet kieppuneet
63,spin,kieppua,(passive) had walked,passiivi,oli kieputtu,ei ollut kieputtu
64,english,kiepsahtaa,I am walking,minä,kiepsahdan,en kiepsahda
65,english,kiepsahtaa,you are walking,sinä,kiepsahdat,et kiepsahda
66,english,kiepsahtaa,he/she is walking,hän,kiepsahtaa,ei kiepsahda
67,english,kiepsahtaa,we are walking,me,kiepsahdamme,emme kiepsahda
68,english,kiepsahtaa,you(plural/respectful) are walking,te,kiepsahdatte,ette kiepsahda
69,english,kiepsahtaa,they are walking,he,kiepsahtavat,eivät kiepsahda
70,english,kiepsahtaa,(passive) walking,passiivi,kiepsahdetaan,ei kiepsahdeta
71,english,kiepsahtaa,I walked,minä,olen kiepsahtanut,en ole kiepsahtanut
72,english,kiepsahtaa,You walked,sinä,olet kiepsahtanut,et ole kiepsahtanut
73,english,kiepsahtaa,he/she walked,hän,on kiepsahtanut,ei ole kiepsahtanut
74,english,kiepsahtaa,we walked,me,olemme kiepsahtaneet,emme ole kiepsahtaneet
75,english,kiepsahtaa,you(plural/respectful) walked,te,olette kiepsahtaneet,ette ole kiepsahtaneet
76,english,kiepsahtaa,they walked,he,ovat kiepsahtaneet,eivät ole kiepsahtaneet
77,english,kiepsahtaa,(passive) walked,passiivi,on kiepsahdettu,ei ole kiepsahdettu
78,english,kiepsahtaa,I was walking,minä,kiepsahdin,en kiepsahtanut
79,english,kiepsahtaa,You were walking,sinä,kiepsahdit,et kiepsahtanut
80,english,kiepsahtaa,he/she was walking,hän,kiepsahti,ei kiepsahtanut
81,english,kiepsahtaa,we were walking,me,kiepsahdimme,emme kiepsahtaneet
82,english,kiepsahtaa,you(plural/respectful) were walking,te,kiepsahditte,ette kiepsahtaneet
83,english,kiepsahtaa,they were walking,he,kiepsahtivat,eivät kiepsahtaneet
84,english,kiepsahtaa,(passive) were walking,passiivi,kiepsahdettiin,ei kiepsahdettu
85,english,kiepsahtaa,I had walked,minä,olin kiepsahtanut,en ollut kiepsahtanut
86,english,kiepsahtaa,You had walked,sinä,olit kiepsahtanut,et ollut kiepsahtanut
87,english,kiepsahtaa,He/she had walked,hän,oli kiepsahtanut,ei ollut kiepsahtanut
88,english,kiepsahtaa,We had walked,me,olimme kiepsahtaneet,emme olleet kiepsahtaneet
89,english,kiepsahtaa,You(plural/repectful) had walked,te,olitte kiepsahtaneet,ette olleet kiepsahtaneet
90,english,kiepsahtaa,They had walked,he,olivat kiepsahtaneet,eivät olleet kiepsahtaneet
91,english,kiepsahtaa,(passive) had walked,passiivi,oli kiepsahdettu,ei ollut kiepsahdettu
92,english,kiepsauttaa,,,,
93,swirl,kieputtaa,I am walking,minä,kieputan,en kieputa
94,swirl,kieputtaa,you are walking,sinä,kieputat,et kieputa
95,swirl,kieputtaa,he/she is walking,hän,kieputtaa,ei kieputa
96,swirl,kieputtaa,we are walking,me,kieputamme,emme kieputa
97,swirl,kieputtaa,you(plural/respectful) are walking,te,kieputatte,ette kieputa
98,swirl,kieputtaa,they are walking,he,kieputtavat,eivät kieputa
99,swirl,kieputtaa,(passive) walking,passiivi,kieputetaan,ei kieputeta
100,swirl,kieputtaa,I walked,minä,olen kieputtanut,en ole kieputtanut
101,swirl,kieputtaa,You walked,sinä,olet kieputtanut,et ole kieputtanut
102,swirl,kieputtaa,he/she walked,hän,on kieputtanut,ei ole kieputtanut
103,swirl,kieputtaa,we walked,me,olemme kieputtaneet,emme ole kieputtaneet
104,swirl,kieputtaa,you(plural/respectful) walked,te,olette kieputtaneet,ette ole kieputtaneet
105,swirl,kieputtaa,they walked,he,ovat kieputtaneet,eivät ole kieputtaneet
106,swirl,kieputtaa,(passive) walked,passiivi,on kieputettu,ei ole kieputettu
107,swirl,kieputtaa,I was walking,minä,kieputin,en kieputtanut
108,swirl,kieputtaa,You were walking,sinä,kieputit,et kieputtanut
109,swirl,kieputtaa,he/she was walking,hän,kieputti,ei kieputtanut
110,swirl,kieputtaa,we were walking,me,kieputimme,emme kieputtaneet
111,swirl,kieputtaa,you(plural/respectful) were walking,te,kieputitte,ette kieputtaneet
112,swirl,kieputtaa,they were walking,he,kieputtivat,eivät kieputtaneet
113,swirl,kieputtaa,(passive) were walking,passiivi,kieputettiin,ei kieputettu
114,swirl,kieputtaa,I had walked,minä,olin kieputtanut,en ollut kieputtanut
115,swirl,kieputtaa,You had walked,sinä,olit kieputtanut,et ollut kieputtanut
116,swirl,kieputtaa,He/she had walked,hän,oli kieputtanut,ei ollut kieputtanut
117,swirl,kieputtaa,We had walked,me,olimme kieputtaneet,emme olleet kieputtaneet
118,swirl,kieputtaa,You(plural/repectful) had walked,te,olitte kieputtaneet,ette olleet kieputtaneet
119,swirl,kieputtaa,They had walked,he,olivat kieputtaneet,eivät olleet kieputtaneet
120,swirl,kieputtaa,(passive) had walked,passiivi,oli kieputettu,ei ollut kieputettu
121,roll,kierittää,,,,
122,roll,kieriä,,,,
123,become twisted,kieroontua,I am walking,minä,kieroonnun,en kieroonnu
124,become twisted,kieroontua,you are walking,sinä,kieroonnut,et kieroonnu
125,become twisted,kieroontua,he/she is walking,hän,kieroontuu,ei kieroonnu
126,become twisted,kieroontua,we are walking,me,kieroonnumme,emme kieroonnu
127,become twisted,kieroontua,you(plural/respectful) are walking,te,kieroonnutte,ette kieroonnu
128,become twisted,kieroontua,they are walking,he,kieroontuvat,eivät kieroonnu
129,become twisted,kieroontua,(passive) walking,passiivi,kieroonnutaan,ei kieroonnuta
130,become twisted,kieroontua,I walked,minä,olen kieroontunut,en ole kieroontunut
131,become twisted,kieroontua,You walked,sinä,olet kieroontunut,et ole kieroontunut
132,become twisted,kieroontua,he/she walked,hän,on kieroontunut,ei ole kieroontunut
133,become twisted,kieroontua,we walked,me,olemme kieroontuneet,emme ole kieroontuneet
134,become twisted,kieroontua,you(plural/respectful) walked,te,olette kieroontuneet,ette ole kieroontuneet
135,become twisted,kieroontua,they walked,he,ovat kieroontuneet,eivät ole kieroontuneet
136,become twisted,kieroontua,(passive) walked,passiivi,on kieroonnuttu,ei ole kieroonnuttu
137,become twisted,kieroontua,I was walking,minä,kieroonnuin,en kieroontunut
138,become twisted,kieroontua,You were walking,sinä,kieroonnuit,et kieroontunut
139,become twisted,kieroontua,he/she was walking,hän,kieroontui,ei kieroontunut
140,become twisted,kieroontua,we were walking,me,kieroonnuimme,emme kieroontuneet
141,become twisted,kieroontua,you(plural/respectful) were walking,te,kieroonnuitte,ette kieroontuneet
142,become twisted,kieroontua,they were walking,he,kieroontuivat,eivät kieroontuneet
143,become twisted,kieroontua,(passive) were walking,passiivi,kieroonnuttiin,ei kieroonnuttu
144,become twisted,kieroontua,I had walked,minä,olin kieroontunut,en ollut kieroontunut
145,become twisted,kieroontua,You had walked,sinä,olit kieroontunut,et ollut kieroontunut
146,become twisted,kieroontua,He/she had walked,hän,oli kieroontunut,ei ollut kieroontunut
147,become twisted,kieroontua,We had walked,me,olimme kieroontuneet,emme olleet kieroontuneet
148,become twisted,kieroontua,You(plural/repectful) had walked,te,olitte kieroontuneet,ette olleet kieroontuneet
149,become twisted,kieroontua,They had walked,he,olivat kieroontuneet,eivät olleet kieroontuneet
150,become twisted,kieroontua,(passive) had walked,passiivi,oli kieroonnuttu,ei ollut kieroonnuttu
151,english,kierouttaa,,,,
152,become twisted,kieroutua,I am walking,minä,kieroudun,en kieroudu
153,become twisted,kieroutua,you are walking,sinä,kieroudut,et kieroudu
154,become twisted,kieroutua,he/she is walking,hän,kieroutuu,ei kieroudu
155,become twisted,kieroutua,we are walking,me,kieroudumme,emme kieroudu
156,become twisted,kieroutua,you(plural/respectful) are walking,te,kieroudutte,ette kieroudu
157,become twisted,kieroutua,they are walking,he,kieroutuvat,eivät kieroudu
158,become twisted,kieroutua,(passive) walking,passiivi,kieroudutaan,ei kierouduta
159,become twisted,kieroutua,I walked,minä,olen kieroutunut,en ole kieroutunut
160,become twisted,kieroutua,You walked,sinä,olet kieroutunut,et ole kieroutunut
161,become twisted,kieroutua,he/she walked,hän,on kieroutunut,ei ole kieroutunut
162,become twisted,kieroutua,we walked,me,olemme kieroutuneet,emme ole kieroutuneet
163,become twisted,kieroutua,you(plural/respectful) walked,te,olette kieroutuneet,ette ole kieroutuneet
164,become twisted,kieroutua,they walked,he,ovat kieroutuneet,eivät ole kieroutuneet
165,become twisted,kieroutua,(passive) walked,passiivi,on kierouduttu,ei ole kierouduttu
166,become twisted,kieroutua,I was walking,minä,kierouduin,en kieroutunut
167,become twisted,kieroutua,You were walking,sinä,kierouduit,et kieroutunut
168,become twisted,kieroutua,he/she was walking,hän,kieroutui,ei kieroutunut
169,become twisted,kieroutua,we were walking,me,kierouduimme,emme kieroutuneet
170,become twisted,kieroutua,you(plural/respectful) were walking,te,kierouduitte,ette kieroutuneet
171,become twisted,kieroutua,they were walking,he,kieroutuivat,eivät kieroutuneet
172,become twisted,kieroutua,(passive) were walking,passiivi,kierouduttiin,ei kierouduttu
173,become twisted,kieroutua,I had walked,minä,olin kieroutunut,en ollut kieroutunut
174,become twisted,kieroutua,You had walked,sinä,olit kieroutunut,et ollut kieroutunut
175,become twisted,kieroutua,He/she had walked,hän,oli kieroutunut,ei ollut kieroutunut
176,become twisted,kieroutua,We had walked,me,olimme kieroutuneet,emme olleet kieroutuneet
177,become twisted,kieroutua,You(plural/repectful) had walked,te,olitte kieroutuneet,ette olleet kieroutuneet
178,become twisted,kieroutua,They had walked,he,olivat kieroutuneet,eivät olleet kieroutuneet
179,become twisted,kieroutua,(passive) had walked,passiivi,oli kierouduttu,ei ollut kierouduttu
180,walk,kierrellä,,,,
181,take,kierrättää,,,,
182,tap,kierteittää,,,,
183,spin,kiertyä,,,,
184,turn,kiertää,,,,
185,spin,kierähtää,,,,
186,english,kieräyttää,,,,
187,wind,kietaista,I am walking,minä,kietaisen,en kietaise
188,wind,kietaista,you are walking,sinä,kietaiset,et kietaise
189,wind,kietaista,he/she is walking,hän,kietaisee,ei kietaise
190,wind,kietaista,we are walking,me,kietaisemme,emme kietaise
191,wind,kietaista,you(plural/respectful) are walking,te,kietaisette,ette kietaise
192,wind,kietaista,they are walking,he,kietaisevat,eivät kietaise
193,wind,kietaista,(passive) walking,passiivi,kietaistaan,ei kietaista
194,wind,kietaista,I walked,minä,olen kietaissut,en ole kietaissut
195,wind,kietaista,You walked,sinä,olet kietaissut,et ole kietaissut
196,wind,kietaista,he/she walked,hän,on kietaissut,ei ole kietaissut
197,wind,kietaista,we walked,me,olemme kietaisseet,emme ole kietaisseet
198,wind,kietaista,you(plural/respectful) walked,te,olette kietaisseet,ette ole kietaisseet
199,wind,kietaista,they walked,he,ovat kietaisseet,eivät ole kietaisseet
200,wind,kietaista,(passive) walked,passiivi,on kietaistu,ei ole kietaistu
201,wind,kietaista,I was walking,minä,kietaisin,en kietaissut
202,wind,kietaista,You were walking,sinä,kietaisit,et kietaissut
203,wind,kietaista,he/she was walking,hän,kietaisi,ei kietaissut
204,wind,kietaista,we were walking,me,kietaisimme,emme kietaisseet
205,wind,kietaista,you(plural/respectful) were walking,te,kietaisitte,ette kietaisseet
206,wind,kietaista,they were walking,he,kietaisivat,eivät kietaisseet
207,wind,kietaista,(passive) were walking,passiivi,kietaistiin,ei kietaistu
208,wind,kietaista,I had walked,minä,olin kietaissut,en ollut kietaissut
209,wind,kietaista,You had walked,sinä,olit kietaissut,et ollut kietaissut
210,wind,kietaista,He/she had walked,hän,oli kietaissut,ei ollut kietaissut
211,wind,kietaista,We had walked,me,olimme kietaisseet,emme olleet kietaisseet
212,wind,kietaista,You(plural/repectful) had walked,te,olitte kietaisseet,ette olleet kietaisseet
213,wind,kietaista,They had walked,he,olivat kietaisseet,eivät olleet kietaisseet
214,wind,kietaista,(passive) had walked,passiivi,oli kietaistu,ei ollut kietaistu
215,entwine,kietoa,I am walking,minä,kiedon,en kiedo
216,entwine,kietoa,you are walking,sinä,kiedot,et kiedo
217,entwine,kietoa,he/she is walking,hän,kietoo,ei kiedo
218,entwine,kietoa,we are walking,me,kiedomme,emme kiedo
219,entwine,kietoa,you(plural/respectful) are walking,te,kiedotte,ette kiedo
220,entwine,kietoa,they are walking,he,kietovat,eivät kiedo
221,entwine,kietoa,(passive) walking,passiivi,kiedotaan,ei kiedota
222,entwine,kietoa,I walked,minä,olen kietonut,en ole kietonut
223,entwine,kietoa,You walked,sinä,olet kietonut,et ole kietonut
224,entwine,kietoa,he/she walked,hän,on kietonut,ei ole kietonut
225,entwine,kietoa,we walked,me,olemme kietoneet,emme ole kietoneet
226,entwine,kietoa,you(plural/respectful) walked,te,olette kietoneet,ette ole kietoneet
227,entwine,kietoa,they walked,he,ovat kietoneet,eivät ole kietoneet
228,entwine,kietoa,(passive) walked,passiivi,on kiedottu,ei ole kiedottu
229,entwine,kietoa,I was walking,minä,kiedoin,en kietonut
230,entwine,kietoa,You were walking,sinä,kiedoit,et kietonut
231,entwine,kietoa,he/she was walking,hän,kietoi,ei kietonut
232,entwine,kietoa,we were walking,me,kiedoimme,emme kietoneet
233,entwine,kietoa,you(plural/respectful) were walking,te,kiedoitte,ette kietoneet
234,entwine,kietoa,they were walking,he,kietoivat,eivät kietoneet
235,entwine,kietoa,(passive) were walking,passiivi,kiedottiin,ei kiedottu
236,entwine,kietoa,I had walked,minä,olin kietonut,en ollut kietonut
237,entwine,kietoa,You had walked,sinä,olit kietonut,et ollut kietonut
238,entwine,kietoa,He/she had walked,hän,oli kietonut,ei ollut kietonut
239,entwine,kietoa,We had walked,me,olimme kietoneet,emme olleet kietoneet
240,entwine,kietoa,You(plural/repectful) had walked,te,olitte kietoneet,ette olleet kietoneet
241,entwine,kietoa,They had walked,he,olivat kietoneet,eivät olleet kietoneet
242,entwine,kietoa,(passive) had walked,passiivi,oli kiedottu,ei ollut kiedottu
243,english,kietoontua,I am walking,minä,kietoonnun,en kietoonnu
244,english,kietoontua,you are walking,sinä,kietoonnut,et kietoonnu
245,english,kietoontua,he/she is walking,hän,kietoontuu,ei kietoonnu
246,english,kietoontua,we are walking,me,kietoonnumme,emme kietoonnu
247,english,kietoontua,you(plural/respectful) are walking,te,kietoonnutte,ette kietoonnu
248,english,kietoontua,they are walking,he,kietoontuvat,eivät kietoonnu
249,english,kietoontua,(passive) walking,passiivi,kietoonnutaan,ei kietoonnuta
250,english,kietoontua,I walked,minä,olen kietoontunut,en ole kietoontunut
251,english,kietoontua,You walked,sinä,olet kietoontunut,et ole kietoontunut
252,english,kietoontua,he/she walked,hän,on kietoontunut,ei ole kietoontunut
253,english,kietoontua,we walked,me,olemme kietoontuneet,emme ole kietoontuneet
254,english,kietoontua,you(plural/respectful) walked,te,olette kietoontuneet,ette ole kietoontuneet
255,english,kietoontua,they walked,he,ovat kietoontuneet,eivät ole kietoontuneet
256,english,kietoontua,(passive) walked,passiivi,on kietoonnuttu,ei ole kietoonnuttu
257,english,kietoontua,I was walking,minä,kietoonnuin,en kietoontunut
258,english,kietoontua,You were walking,sinä,kietoonnuit,et kietoontunut
259,english,kietoontua,he/she was walking,hän,kietoontui,ei kietoontunut
260,english,kietoontua,we were walking,me,kietoonnuimme,emme kietoontuneet
261,english,kietoontua,you(plural/respectful) were walking,te,kietoonnuitte,ette kietoontuneet
262,english,kietoontua,they were walking,he,kietoontuivat,eivät kietoontuneet
263,english,kietoontua,(passive) were walking,passiivi,kietoonnuttiin,ei kietoonnuttu
264,english,kietoontua,I had walked,minä,olin kietoontunut,en ollut kietoontunut
265,english,kietoontua,You had walked,sinä,olit kietoontunut,et ollut kietoontunut
266,english,kietoontua,He/she had walked,hän,oli kietoontunut,ei ollut kietoontunut
267,english,kietoontua,We had walked,me,olimme kietoontuneet,emme olleet kietoontuneet
268,english,kietoontua,You(plural/repectful) had walked,te,olitte kietoontuneet,ette olleet kietoontuneet
269,english,kietoontua,They had walked,he,olivat kietoontuneet,eivät olleet kietoontuneet
270,english,kietoontua,(passive) had walked,passiivi,oli kietoonnuttu,ei ollut kietoonnuttu
271,intertwine,kietoutua,I am walking,minä,kietoudun,en kietoudu
272,intertwine,kietoutua,you are walking,sinä,kietoudut,et kietoudu
273,intertwine,kietoutua,he/she is walking,hän,kietoutuu,ei kietoudu
274,intertwine,kietoutua,we are walking,me,kietoudumme,emme kietoudu
275,intertwine,kietoutua,you(plural/respectful) are walking,te,kietoudutte,ette kietoudu
276,intertwine,kietoutua,they are walking,he,kietoutuvat,eivät kietoudu
277,intertwine,kietoutua,(passive) walking,passiivi,kietoudutaan,ei kietouduta
278,intertwine,kietoutua,I walked,minä,olen kietoutunut,en ole kietoutunut
279,intertwine,kietoutua,You walked,sinä,olet kietoutunut,et ole kietoutunut
280,intertwine,kietoutua,he/she walked,hän,on kietoutunut,ei ole kietoutunut
281,intertwine,kietoutua,we walked,me,olemme kietoutuneet,emme ole kietoutuneet
282,intertwine,kietoutua,you(plural/respectful) walked,te,olette kietoutuneet,ette ole kietoutuneet
283,intertwine,kietoutua,they walked,he,ovat kietoutuneet,eivät ole kietoutuneet
284,intertwine,kietoutua,(passive) walked,passiivi,on kietouduttu,ei ole kietouduttu
285,intertwine,kietoutua,I was walking,minä,kietouduin,en kietoutunut
286,intertwine,kietoutua,You were walking,sinä,kietouduit,et kietoutunut
287,intertwine,kietoutua,he/she was walking,hän,kietoutui,ei kietoutunut
288,intertwine,kietoutua,we were walking,me,kietouduimme,emme kietoutuneet
289,intertwine,kietoutua,you(plural/respectful) were walking,te,kietouduitte,ette kietoutuneet
290,intertwine,kietoutua,they were walking,he,kietoutuivat,eivät kietoutuneet
291,intertwine,kietoutua,(passive) were walking,passiivi,kietouduttiin,ei kietouduttu
292,intertwine,kietoutua,I had walked,minä,olin kietoutunut,en ollut kietoutunut
293,intertwine,kietoutua,You had walked,sinä,olit kietoutunut,et ollut kietoutunut
294,intertwine,kietoutua,He/she had walked,hän,oli kietoutunut,ei ollut kietoutunut
295,intertwine,kietoutua,We had walked,me,olimme kietoutuneet,emme olleet kietoutuneet
296,intertwine,kietoutua,You(plural/repectful) had walked,te,olitte kietoutuneet,ette olleet kietoutuneet
297,intertwine,kietoutua,They had walked,he,olivat kietoutuneet,eivät olleet kietoutuneet
298,intertwine,kietoutua,(passive) had walked,passiivi,oli kietouduttu,ei ollut kietouduttu
299,give a quick hissing sound,kihahtaa,,,,
300,curl,kihartaa,I am walking,minä,kiharran,en kiharra
301,curl,kihartaa,you are walking,sinä,kiharrat,et kiharra
302,curl,kihartaa,he/she is walking,hän,kihartaa,ei kiharra
303,curl,kihartaa,we are walking,me,kiharramme,emme kiharra
304,curl,kihartaa,you(plural/respectful) are walking,te,kiharratte,ette kiharra
305,curl,kihartaa,they are walking,he,kihartavat,eivät kiharra
306,curl,kihartaa,(passive) walking,passiivi,kiharretaan,ei kiharreta
307,curl,kihartaa,I walked,minä,olen kihartanut,en ole kihartanut
308,curl,kihartaa,You walked,sinä,olet kihartanut,et ole kihartanut
309,curl,kihartaa,he/she walked,hän,on kihartanut,ei ole kihartanut
310,curl,kihartaa,we walked,me,olemme kihartaneet,emme ole kihartaneet
311,curl,kihartaa,you(plural/respectful) walked,te,olette kihartaneet,ette ole kihartaneet
312,curl,kihartaa,they walked,he,ovat kihartaneet,eivät ole kihartaneet
313,curl,kihartaa,(passive) walked,passiivi,on kiharrettu,ei ole kiharrettu
314,curl,kihartaa,I was walking,minä,kiharsin,en kihartanut
315,curl,kihartaa,You were walking,sinä,kiharsit,et kihartanut
316,curl,kihartaa,he/she was walking,hän,kiharsi,ei kihartanut
317,curl,kihartaa,we were walking,me,kiharsimme,emme kihartaneet
318,curl,kihartaa,you(plural/respectful) were walking,te,kiharsitte,ette kihartaneet
319,curl,kihartaa,they were walking,he,kiharsivat,eivät kihartaneet
320,curl,kihartaa,(passive) were walking,passiivi,kiharrettiin,ei kiharrettu
321,curl,kihartaa,I had walked,minä,olin kihartanut,en ollut kihartanut
322,curl,kihartaa,You had walked,sinä,olit kihartanut,et ollut kihartanut
323,curl,kihartaa,He/she had walked,hän,oli kihartanut,ei ollut kihartanut
324,curl,kihartaa,We had walked,me,olimme kihartaneet,emme olleet kihartaneet
325,curl,kihartaa,You(plural/repectful) had walked,te,olitte kihartaneet,ette olleet kihartaneet
326,curl,kihartaa,They had walked,he,olivat kihartaneet,eivät olleet kihartaneet
327,curl,kihartaa,(passive) had walked,passiivi,oli kiharrettu,ei ollut kiharrettu
328,curl,kihartua,I am walking,minä,kiharrun,en kiharru
329,curl,kihartua,you are walking,sinä,kiharrut,et kiharru
330,curl,kihartua,he/she is walking,hän,kihartuu,ei kiharru
331,curl,kihartua,we are walking,me,kiharrumme,emme kiharru
332,curl,kihartua,you(plural/respectful) are walking,te,kiharrutte,ette kiharru
333,curl,kihartua,they are walking,he,kihartuvat,eivät kiharru
334,curl,kihartua,(passive) walking,passiivi,kiharrutaan,ei kiharruta
335,curl,kihartua,I walked,minä,olen kihartunut,en ole kihartunut
336,curl,kihartua,You walked,sinä,olet kihartunut,et ole kihartunut
337,curl,kihartua,he/she walked,hän,on kihartunut,ei ole kihartunut
338,curl,kihartua,we walked,me,olemme kihartuneet,emme ole kihartuneet
339,curl,kihartua,you(plural/respectful) walked,te,olette kihartuneet,ette ole kihartuneet
340,curl,kihartua,they walked,he,ovat kihartuneet,eivät ole kihartuneet
341,curl,kihartua,(passive) walked,passiivi,on kiharruttu,ei ole kiharruttu
342,curl,kihartua,I was walking,minä,kiharruin,en kihartunut
343,curl,kihartua,You were walking,sinä,kiharruit,et kihartunut
344,curl,kihartua,he/she was walking,hän,kihartui,ei kihartunut
345,curl,kihartua,we were walking,me,kiharruimme,emme kihartuneet
346,curl,kihartua,you(plural/respectful) were walking,te,kiharruitte,ette kihartuneet
347,curl,kihartua,they were walking,he,kihartuivat,eivät kihartuneet
348,curl,kihartua,(passive) were walking,passiivi,kiharruttiin,ei kiharruttu
349,curl,kihartua,I had walked,minä,olin kihartunut,en ollut kihartunut
350,curl,kihartua,You had walked,sinä,olit kihartunut,et ollut kihartunut
351,curl,kihartua,He/she had walked,hän,oli kihartunut,ei ollut kihartunut
352,curl,kihartua,We had walked,me,olimme kihartuneet,emme olleet kihartuneet
353,curl,kihartua,You(plural/repectful) had walked,te,olitte kihartuneet,ette olleet kihartuneet
354,curl,kihartua,They had walked,he,olivat kihartuneet,eivät olleet kihartuneet
355,curl,kihartua,(passive) had walked,passiivi,oli kiharruttu,ei ollut kiharruttu
356,english,kihdata,,,,
357,tingle,kihelmöidä,,,,
358,giggle,kihertää,,,,
359,bustle,kihistä,,,,
360,betroth,kihlata,I am walking,minä,kihlaan,en kihlaa
361,betroth,kihlata,you are walking,sinä,kihlaat,et kihlaa
362,betroth,kihlata,he/she is walking,hän,kihlaa,ei kihlaa
363,betroth,kihlata,we are walking,me,kihlaamme,emme kihlaa
364,betroth,kihlata,you(plural/respectful) are walking,te,kihlaatte,ette kihlaa
365,betroth,kihlata,they are walking,he,kihlaavat,eivät kihlaa
366,betroth,kihlata,(passive) walking,passiivi,kihlataan,ei kihlata
367,betroth,kihlata,I walked,minä,olen kihlannut,en ole kihlannut
368,betroth,kihlata,You walked,sinä,olet kihlannut,et ole kihlannut
369,betroth,kihlata,he/she walked,hän,on kihlannut,ei ole kihlannut
