,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
203,sing,lauleskella,I walked,minä,olen lauleskellut,en ole lauleskellut
204,sing,lauleskella,You walked,sinä,olet lauleskellut,et ole lauleskellut
205,sing,lauleskella,he/she walked,hän,on lauleskellut,ei ole lauleskellut
206,sing,lauleskella,we walked,me,olemme lauleskelleet,emme ole lauleskelleet
207,sing,lauleskella,you(plural/respectful) walked,te,olette lauleskelleet,ette ole lauleskelleet
208,sing,lauleskella,they walked,he,ovat lauleskelleet,eivät ole lauleskelleet
209,sing,lauleskella,(passive) walked,passiivi,on lauleskeltu,ei ole lauleskeltu
210,sing,lauleskella,I was walking,minä,lauleskelin,en lauleskellut
211,sing,lauleskella,You were walking,sinä,lauleskelit,et lauleskellut
212,sing,lauleskella,he/she was walking,hän,lauleskeli,ei lauleskellut
213,sing,lauleskella,we were walking,me,lauleskelimme,emme lauleskelleet
214,sing,lauleskella,you(plural/respectful) were walking,te,lauleskelitte,ette lauleskelleet
215,sing,lauleskella,they were walking,he,lauleskelivat,eivät lauleskelleet
216,sing,lauleskella,(passive) were walking,passiivi,lauleskeltiin,ei lauleskeltu
217,sing,lauleskella,I had walked,minä,olin lauleskellut,en ollut lauleskellut
218,sing,lauleskella,You had walked,sinä,olit lauleskellut,et ollut lauleskellut
219,sing,lauleskella,He/she had walked,hän,oli lauleskellut,ei ollut lauleskellut
220,sing,lauleskella,We had walked,me,olimme lauleskelleet,emme olleet lauleskelleet
221,sing,lauleskella,You(plural/repectful) had walked,te,olitte lauleskelleet,ette olleet lauleskelleet
222,sing,lauleskella,They had walked,he,olivat lauleskelleet,eivät olleet lauleskelleet
223,sing,lauleskella,(passive) had walked,passiivi,oli lauleskeltu,ei ollut lauleskeltu
224,say,lausua,I am walking,minä,lausun,en lausu
225,say,lausua,you are walking,sinä,lausut,et lausu
226,say,lausua,he/she is walking,hän,lausuu,ei lausu
227,say,lausua,we are walking,me,lausumme,emme lausu
228,say,lausua,you(plural/respectful) are walking,te,lausutte,ette lausu
229,say,lausua,they are walking,he,lausuvat,eivät lausu
230,say,lausua,(passive) walking,passiivi,lausutaan,ei lausuta
231,say,lausua,I walked,minä,olen lausunut,en ole lausunut
232,say,lausua,You walked,sinä,olet lausunut,et ole lausunut
233,say,lausua,he/she walked,hän,on lausunut,ei ole lausunut
234,say,lausua,we walked,me,olemme lausuneet,emme ole lausuneet
235,say,lausua,you(plural/respectful) walked,te,olette lausuneet,ette ole lausuneet
236,say,lausua,they walked,he,ovat lausuneet,eivät ole lausuneet
237,say,lausua,(passive) walked,passiivi,on lausuttu,ei ole lausuttu
238,say,lausua,I was walking,minä,lausuin,en lausunut
239,say,lausua,You were walking,sinä,lausuit,et lausunut
240,say,lausua,he/she was walking,hän,lausui,ei lausunut
241,say,lausua,we were walking,me,lausuimme,emme lausuneet
242,say,lausua,you(plural/respectful) were walking,te,lausuitte,ette lausuneet
243,say,lausua,they were walking,he,lausuivat,eivät lausuneet
244,say,lausua,(passive) were walking,passiivi,lausuttiin,ei lausuttu
245,say,lausua,I had walked,minä,olin lausunut,en ollut lausunut
246,say,lausua,You had walked,sinä,olit lausunut,et ollut lausunut
247,say,lausua,He/she had walked,hän,oli lausunut,ei ollut lausunut
248,say,lausua,We had walked,me,olimme lausuneet,emme olleet lausuneet
249,say,lausua,You(plural/repectful) had walked,te,olitte lausuneet,ette olleet lausuneet
250,say,lausua,They had walked,he,olivat lausuneet,eivät olleet lausuneet
251,say,lausua,(passive) had walked,passiivi,oli lausuttu,ei ollut lausuttu
252,english,lautata,,,,
253,frame,lavastaa,I am walking,minä,lavastan,en lavasta
254,frame,lavastaa,you are walking,sinä,lavastat,et lavasta
255,frame,lavastaa,he/she is walking,hän,lavastaa,ei lavasta
256,frame,lavastaa,we are walking,me,lavastamme,emme lavasta
257,frame,lavastaa,you(plural/respectful) are walking,te,lavastatte,ette lavasta
258,frame,lavastaa,they are walking,he,lavastavat,eivät lavasta
259,frame,lavastaa,(passive) walking,passiivi,lavastetaan,ei lavasteta
260,frame,lavastaa,I walked,minä,olen lavastanut,en ole lavastanut
261,frame,lavastaa,You walked,sinä,olet lavastanut,et ole lavastanut
262,frame,lavastaa,he/she walked,hän,on lavastanut,ei ole lavastanut
263,frame,lavastaa,we walked,me,olemme lavastaneet,emme ole lavastaneet
264,frame,lavastaa,you(plural/respectful) walked,te,olette lavastaneet,ette ole lavastaneet
265,frame,lavastaa,they walked,he,ovat lavastaneet,eivät ole lavastaneet
266,frame,lavastaa,(passive) walked,passiivi,on lavastettu,ei ole lavastettu
267,frame,lavastaa,I was walking,minä,lavastin,en lavastanut
268,frame,lavastaa,You were walking,sinä,lavastit,et lavastanut
269,frame,lavastaa,he/she was walking,hän,lavasti,ei lavastanut
270,frame,lavastaa,we were walking,me,lavastimme,emme lavastaneet
271,frame,lavastaa,you(plural/respectful) were walking,te,lavastitte,ette lavastaneet
272,frame,lavastaa,they were walking,he,lavastivat,eivät lavastaneet
273,frame,lavastaa,(passive) were walking,passiivi,lavastettiin,ei lavastettu
274,frame,lavastaa,I had walked,minä,olin lavastanut,en ollut lavastanut
275,frame,lavastaa,You had walked,sinä,olit lavastanut,et ollut lavastanut
276,frame,lavastaa,He/she had walked,hän,oli lavastanut,ei ollut lavastanut
277,frame,lavastaa,We had walked,me,olimme lavastaneet,emme olleet lavastaneet
278,frame,lavastaa,You(plural/repectful) had walked,te,olitte lavastaneet,ette olleet lavastaneet
279,frame,lavastaa,They had walked,he,olivat lavastaneet,eivät olleet lavastaneet
280,frame,lavastaa,(passive) had walked,passiivi,oli lavastettu,ei ollut lavastettu
281,paint using the wash technique,laveerata,,,,
282,widen,laventaa,I am walking,minä,lavennan,en lavenna
283,widen,laventaa,you are walking,sinä,lavennat,et lavenna
284,widen,laventaa,he/she is walking,hän,laventaa,ei lavenna
285,widen,laventaa,we are walking,me,lavennamme,emme lavenna
286,widen,laventaa,you(plural/respectful) are walking,te,lavennatte,ette lavenna
287,widen,laventaa,they are walking,he,laventavat,eivät lavenna
288,widen,laventaa,(passive) walking,passiivi,lavennetaan,ei lavenneta
289,widen,laventaa,I walked,minä,olen laventanut,en ole laventanut
290,widen,laventaa,You walked,sinä,olet laventanut,et ole laventanut
291,widen,laventaa,he/she walked,hän,on laventanut,ei ole laventanut
292,widen,laventaa,we walked,me,olemme laventaneet,emme ole laventaneet
293,widen,laventaa,you(plural/respectful) walked,te,olette laventaneet,ette ole laventaneet
294,widen,laventaa,they walked,he,ovat laventaneet,eivät ole laventaneet
295,widen,laventaa,(passive) walked,passiivi,on lavennettu,ei ole lavennettu
296,widen,laventaa,I was walking,minä,lavensin,en laventanut
297,widen,laventaa,You were walking,sinä,lavensit,et laventanut
298,widen,laventaa,he/she was walking,hän,lavensi,ei laventanut
299,widen,laventaa,we were walking,me,lavensimme,emme laventaneet
300,widen,laventaa,you(plural/respectful) were walking,te,lavensitte,ette laventaneet
301,widen,laventaa,they were walking,he,lavensivat,eivät laventaneet
302,widen,laventaa,(passive) were walking,passiivi,lavennettiin,ei lavennettu
303,widen,laventaa,I had walked,minä,olin laventanut,en ollut laventanut
304,widen,laventaa,You had walked,sinä,olit laventanut,et ollut laventanut
305,widen,laventaa,He/she had walked,hän,oli laventanut,ei ollut laventanut
306,widen,laventaa,We had walked,me,olimme laventaneet,emme olleet laventaneet
307,widen,laventaa,You(plural/repectful) had walked,te,olitte laventaneet,ette olleet laventaneet
308,widen,laventaa,They had walked,he,olivat laventaneet,eivät olleet laventaneet
309,widen,laventaa,(passive) had walked,passiivi,oli lavennettu,ei ollut lavennettu
310,be expanded,laventua,I am walking,minä,lavennun,en lavennu
311,be expanded,laventua,you are walking,sinä,lavennut,et lavennu
312,be expanded,laventua,he/she is walking,hän,laventuu,ei lavennu
313,be expanded,laventua,we are walking,me,lavennumme,emme lavennu
314,be expanded,laventua,you(plural/respectful) are walking,te,lavennutte,ette lavennu
315,be expanded,laventua,they are walking,he,laventuvat,eivät lavennu
316,be expanded,laventua,(passive) walking,passiivi,lavennutaan,ei lavennuta
317,be expanded,laventua,I walked,minä,olen laventunut,en ole laventunut
318,be expanded,laventua,You walked,sinä,olet laventunut,et ole laventunut
319,be expanded,laventua,he/she walked,hän,on laventunut,ei ole laventunut
320,be expanded,laventua,we walked,me,olemme laventuneet,emme ole laventuneet
321,be expanded,laventua,you(plural/respectful) walked,te,olette laventuneet,ette ole laventuneet
322,be expanded,laventua,they walked,he,ovat laventuneet,eivät ole laventuneet
323,be expanded,laventua,(passive) walked,passiivi,on lavennuttu,ei ole lavennuttu
324,be expanded,laventua,I was walking,minä,lavennuin,en laventunut
325,be expanded,laventua,You were walking,sinä,lavennuit,et laventunut
326,be expanded,laventua,he/she was walking,hän,laventui,ei laventunut
327,be expanded,laventua,we were walking,me,lavennuimme,emme laventuneet
328,be expanded,laventua,you(plural/respectful) were walking,te,lavennuitte,ette laventuneet
329,be expanded,laventua,they were walking,he,laventuivat,eivät laventuneet
330,be expanded,laventua,(passive) were walking,passiivi,lavennuttiin,ei lavennuttu
331,be expanded,laventua,I had walked,minä,olin laventunut,en ollut laventunut
332,be expanded,laventua,You had walked,sinä,olit laventunut,et ollut laventunut
333,be expanded,laventua,He/she had walked,hän,oli laventunut,ei ollut laventunut
334,be expanded,laventua,We had walked,me,olimme laventuneet,emme olleet laventuneet
335,be expanded,laventua,You(plural/repectful) had walked,te,olitte laventuneet,ette olleet laventuneet
336,be expanded,laventua,They had walked,he,olivat laventuneet,eivät olleet laventuneet
337,be expanded,laventua,(passive) had walked,passiivi,oli lavennuttu,ei ollut lavennuttu
338,chatter,laverrella,,,,
339,legalize,legaalistaa,,,,
340,do,legalisoida,,,,
341,do,legitimoida,I am walking,minä,legitimoin,en legitimoi
342,do,legitimoida,you are walking,sinä,legitimoit,et legitimoi
343,do,legitimoida,he/she is walking,hän,legitimoi,ei legitimoi
344,do,legitimoida,we are walking,me,legitimoimme,emme legitimoi
345,do,legitimoida,you(plural/respectful) are walking,te,legitimoitte,ette legitimoi
346,do,legitimoida,they are walking,he,legitimoivat,eivät legitimoi
347,do,legitimoida,(passive) walking,passiivi,legitimoidaan,ei legitimoida
348,do,legitimoida,I walked,minä,olen legitimoinut,en ole legitimoinut
349,do,legitimoida,You walked,sinä,olet legitimoinut,et ole legitimoinut
350,do,legitimoida,he/she walked,hän,on legitimoinut,ei ole legitimoinut
351,do,legitimoida,we walked,me,olemme legitimoineet,emme ole legitimoineet
352,do,legitimoida,you(plural/respectful) walked,te,olette legitimoineet,ette ole legitimoineet
353,do,legitimoida,they walked,he,ovat legitimoineet,eivät ole legitimoineet
354,do,legitimoida,(passive) walked,passiivi,on legitimoitu,ei ole legitimoitu
355,do,legitimoida,I was walking,minä,legitimoin,en legitimoinut
356,do,legitimoida,You were walking,sinä,legitimoit,et legitimoinut
357,do,legitimoida,he/she was walking,hän,legitimoi,ei legitimoinut
358,do,legitimoida,we were walking,me,legitimoimme,emme legitimoineet
359,do,legitimoida,you(plural/respectful) were walking,te,legitimoitte,ette legitimoineet
360,do,legitimoida,they were walking,he,legitimoivat,eivät legitimoineet
361,do,legitimoida,(passive) were walking,passiivi,legitimoitiin,ei legitimoitu
362,do,legitimoida,I had walked,minä,olin legitimoinut,en ollut legitimoinut
363,do,legitimoida,You had walked,sinä,olit legitimoinut,et ollut legitimoinut
364,do,legitimoida,He/she had walked,hän,oli legitimoinut,ei ollut legitimoinut
365,do,legitimoida,We had walked,me,olimme legitimoineet,emme olleet legitimoineet
366,do,legitimoida,You(plural/repectful) had walked,te,olitte legitimoineet,ette olleet legitimoineet
367,do,legitimoida,They had walked,he,olivat legitimoineet,eivät olleet legitimoineet
368,do,legitimoida,(passive) had walked,passiivi,oli legitimoitu,ei ollut legitimoitu
369,waft,lehahtaa,,,,
370,do,lehdestää,,,,
371,grow leaves,lehtiä,,,,
372,float,leijailla,I am walking,minä,leijailen,en leijaile
373,float,leijailla,you are walking,sinä,leijailet,et leijaile
374,float,leijailla,he/she is walking,hän,leijailee,ei leijaile
375,float,leijailla,we are walking,me,leijailemme,emme leijaile
376,float,leijailla,you(plural/respectful) are walking,te,leijailette,ette leijaile
377,float,leijailla,they are walking,he,leijailevat,eivät leijaile
378,float,leijailla,(passive) walking,passiivi,leijaillaan,ei leijailla
379,float,leijailla,I walked,minä,olen leijaillut,en ole leijaillut
380,float,leijailla,You walked,sinä,olet leijaillut,et ole leijaillut
381,float,leijailla,he/she walked,hän,on leijaillut,ei ole leijaillut
382,float,leijailla,we walked,me,olemme leijailleet,emme ole leijailleet
383,float,leijailla,you(plural/respectful) walked,te,olette leijailleet,ette ole leijailleet
384,float,leijailla,they walked,he,ovat leijailleet,eivät ole leijailleet
385,float,leijailla,(passive) walked,passiivi,on leijailtu,ei ole leijailtu
386,float,leijailla,I was walking,minä,leijailin,en leijaillut
387,float,leijailla,You were walking,sinä,leijailit,et leijaillut
388,float,leijailla,he/she was walking,hän,leijaili,ei leijaillut
389,float,leijailla,we were walking,me,leijailimme,emme leijailleet
390,float,leijailla,you(plural/respectful) were walking,te,leijailitte,ette leijailleet
391,float,leijailla,they were walking,he,leijailivat,eivät leijailleet
