,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
4544,collapse,luhistua,they walked,he,ovat luhistuneet,eivät ole luhistuneet
4545,collapse,luhistua,(passive) walked,passiivi,on luhistuttu,ei ole luhistuttu
4546,collapse,luhistua,I was walking,minä,luhistuin,en luhistunut
4547,collapse,luhistua,You were walking,sinä,luhistuit,et luhistunut
4548,collapse,luhistua,he/she was walking,hän,luhistui,ei luhistunut
4549,collapse,luhistua,we were walking,me,luhistuimme,emme luhistuneet
4550,collapse,luhistua,you(plural/respectful) were walking,te,luhistuitte,ette luhistuneet
4551,collapse,luhistua,they were walking,he,luhistuivat,eivät luhistuneet
4552,collapse,luhistua,(passive) were walking,passiivi,luhistuttiin,ei luhistuttu
4553,collapse,luhistua,I had walked,minä,olin luhistunut,en ollut luhistunut
4554,collapse,luhistua,You had walked,sinä,olit luhistunut,et ollut luhistunut
4555,collapse,luhistua,He/she had walked,hän,oli luhistunut,ei ollut luhistunut
4556,collapse,luhistua,We had walked,me,olimme luhistuneet,emme olleet luhistuneet
4557,collapse,luhistua,You(plural/repectful) had walked,te,olitte luhistuneet,ette olleet luhistuneet
4558,collapse,luhistua,They had walked,he,olivat luhistuneet,eivät olleet luhistuneet
4559,collapse,luhistua,(passive) had walked,passiivi,oli luhistuttu,ei ollut luhistuttu
4560,english,luikata,,,,
4561,slither,luikerrella,I am walking,minä,luikertelen,en luikertele
4562,slither,luikerrella,you are walking,sinä,luikertelet,et luikertele
4563,slither,luikerrella,he/she is walking,hän,luikertelee,ei luikertele
4564,slither,luikerrella,we are walking,me,luikertelemme,emme luikertele
4565,slither,luikerrella,you(plural/respectful) are walking,te,luikertelette,ette luikertele
4566,slither,luikerrella,they are walking,he,luikertelevat,eivät luikertele
4567,slither,luikerrella,(passive) walking,passiivi,luikerrellaan,ei luikerrella
4568,slither,luikerrella,I walked,minä,olen luikerrellut,en ole luikerrellut
4569,slither,luikerrella,You walked,sinä,olet luikerrellut,et ole luikerrellut
4570,slither,luikerrella,he/she walked,hän,on luikerrellut,ei ole luikerrellut
4571,slither,luikerrella,we walked,me,olemme luikerrelleet,emme ole luikerrelleet
4572,slither,luikerrella,you(plural/respectful) walked,te,olette luikerrelleet,ette ole luikerrelleet
4573,slither,luikerrella,they walked,he,ovat luikerrelleet,eivät ole luikerrelleet
4574,slither,luikerrella,(passive) walked,passiivi,on luikerreltu,ei ole luikerreltu
4575,slither,luikerrella,I was walking,minä,luikertelin,en luikerrellut
4576,slither,luikerrella,You were walking,sinä,luikertelit,et luikerrellut
4577,slither,luikerrella,he/she was walking,hän,luikerteli,ei luikerrellut
4578,slither,luikerrella,we were walking,me,luikertelimme,emme luikerrelleet
4579,slither,luikerrella,you(plural/respectful) were walking,te,luikertelitte,ette luikerrelleet
4580,slither,luikerrella,they were walking,he,luikertelivat,eivät luikerrelleet
4581,slither,luikerrella,(passive) were walking,passiivi,luikerreltiin,ei luikerreltu
4582,slither,luikerrella,I had walked,minä,olin luikerrellut,en ollut luikerrellut
4583,slither,luikerrella,You had walked,sinä,olit luikerrellut,et ollut luikerrellut
4584,slither,luikerrella,He/she had walked,hän,oli luikerrellut,ei ollut luikerrellut
4585,slither,luikerrella,We had walked,me,olimme luikerrelleet,emme olleet luikerrelleet
4586,slither,luikerrella,You(plural/repectful) had walked,te,olitte luikerrelleet,ette olleet luikerrelleet
4587,slither,luikerrella,They had walked,he,olivat luikerrelleet,eivät olleet luikerrelleet
4588,slither,luikerrella,(passive) had walked,passiivi,oli luikerreltu,ei ollut luikerreltu
4589,do,luikertaa,I am walking,minä,luikerran,en luikerra
4590,do,luikertaa,you are walking,sinä,luikerrat,et luikerra
4591,do,luikertaa,he/she is walking,hän,luikertaa,ei luikerra
4592,do,luikertaa,we are walking,me,luikerramme,emme luikerra
4593,do,luikertaa,you(plural/respectful) are walking,te,luikerratte,ette luikerra
4594,do,luikertaa,they are walking,he,luikertavat,eivät luikerra
4595,do,luikertaa,(passive) walking,passiivi,luikerretaan,ei luikerreta
4596,do,luikertaa,I walked,minä,olen luikertanut,en ole luikertanut
4597,do,luikertaa,You walked,sinä,olet luikertanut,et ole luikertanut
4598,do,luikertaa,he/she walked,hän,on luikertanut,ei ole luikertanut
4599,do,luikertaa,we walked,me,olemme luikertaneet,emme ole luikertaneet
4600,do,luikertaa,you(plural/respectful) walked,te,olette luikertaneet,ette ole luikertaneet
4601,do,luikertaa,they walked,he,ovat luikertaneet,eivät ole luikertaneet
4602,do,luikertaa,(passive) walked,passiivi,on luikerrettu,ei ole luikerrettu
4603,do,luikertaa,I was walking,minä,luikersin,en luikertanut
4604,do,luikertaa,You were walking,sinä,luikersit,et luikertanut
4605,do,luikertaa,he/she was walking,hän,luikersi,ei luikertanut
4606,do,luikertaa,we were walking,me,luikersimme,emme luikertaneet
4607,do,luikertaa,you(plural/respectful) were walking,te,luikersitte,ette luikertaneet
4608,do,luikertaa,they were walking,he,luikersivat,eivät luikertaneet
4609,do,luikertaa,(passive) were walking,passiivi,luikerrettiin,ei luikerrettu
4610,do,luikertaa,I had walked,minä,olin luikertanut,en ollut luikertanut
4611,do,luikertaa,You had walked,sinä,olit luikertanut,et ollut luikertanut
4612,do,luikertaa,He/she had walked,hän,oli luikertanut,ei ollut luikertanut
4613,do,luikertaa,We had walked,me,olimme luikertaneet,emme olleet luikertaneet
4614,do,luikertaa,You(plural/repectful) had walked,te,olitte luikertaneet,ette olleet luikertaneet
4615,do,luikertaa,They had walked,he,olivat luikertaneet,eivät olleet luikertaneet
4616,do,luikertaa,(passive) had walked,passiivi,oli luikerrettu,ei ollut luikerrettu
4617,put back ears,luimistaa,I am walking,minä,luimistan,en luimista
4618,put back ears,luimistaa,you are walking,sinä,luimistat,et luimista
4619,put back ears,luimistaa,he/she is walking,hän,luimistaa,ei luimista
4620,put back ears,luimistaa,we are walking,me,luimistamme,emme luimista
4621,put back ears,luimistaa,you(plural/respectful) are walking,te,luimistatte,ette luimista
4622,put back ears,luimistaa,they are walking,he,luimistavat,eivät luimista
4623,put back ears,luimistaa,(passive) walking,passiivi,luimistetaan,ei luimisteta
4624,put back ears,luimistaa,I walked,minä,olen luimistanut,en ole luimistanut
4625,put back ears,luimistaa,You walked,sinä,olet luimistanut,et ole luimistanut
4626,put back ears,luimistaa,he/she walked,hän,on luimistanut,ei ole luimistanut
4627,put back ears,luimistaa,we walked,me,olemme luimistaneet,emme ole luimistaneet
4628,put back ears,luimistaa,you(plural/respectful) walked,te,olette luimistaneet,ette ole luimistaneet
4629,put back ears,luimistaa,they walked,he,ovat luimistaneet,eivät ole luimistaneet
4630,put back ears,luimistaa,(passive) walked,passiivi,on luimistettu,ei ole luimistettu
4631,put back ears,luimistaa,I was walking,minä,luimistin,en luimistanut
4632,put back ears,luimistaa,You were walking,sinä,luimistit,et luimistanut
4633,put back ears,luimistaa,he/she was walking,hän,luimisti,ei luimistanut
4634,put back ears,luimistaa,we were walking,me,luimistimme,emme luimistaneet
4635,put back ears,luimistaa,you(plural/respectful) were walking,te,luimistitte,ette luimistaneet
4636,put back ears,luimistaa,they were walking,he,luimistivat,eivät luimistaneet
4637,put back ears,luimistaa,(passive) were walking,passiivi,luimistettiin,ei luimistettu
4638,put back ears,luimistaa,I had walked,minä,olin luimistanut,en ollut luimistanut
4639,put back ears,luimistaa,You had walked,sinä,olit luimistanut,et ollut luimistanut
4640,put back ears,luimistaa,He/she had walked,hän,oli luimistanut,ei ollut luimistanut
4641,put back ears,luimistaa,We had walked,me,olimme luimistaneet,emme olleet luimistaneet
4642,put back ears,luimistaa,You(plural/repectful) had walked,te,olitte luimistaneet,ette olleet luimistaneet
4643,put back ears,luimistaa,They had walked,he,olivat luimistaneet,eivät olleet luimistaneet
4644,put back ears,luimistaa,(passive) had walked,passiivi,oli luimistettu,ei ollut luimistettu
4645,slip,luiskahdella,,,,
4646,slip,luiskahtaa,,,,
4647,english,luiskata,,,,
4648,slide,luistaa,I am walking,minä,luistan,en luista
4649,slide,luistaa,you are walking,sinä,luistat,et luista
4650,slide,luistaa,he/she is walking,hän,luistaa,ei luista
4651,slide,luistaa,we are walking,me,luistamme,emme luista
4652,slide,luistaa,you(plural/respectful) are walking,te,luistatte,ette luista
4653,slide,luistaa,they are walking,he,luistavat,eivät luista
4654,slide,luistaa,(passive) walking,passiivi,luistetaan,ei luisteta
4655,slide,luistaa,I walked,minä,olen luistanut,en ole luistanut
4656,slide,luistaa,You walked,sinä,olet luistanut,et ole luistanut
4657,slide,luistaa,he/she walked,hän,on luistanut,ei ole luistanut
4658,slide,luistaa,we walked,me,olemme luistaneet,emme ole luistaneet
4659,slide,luistaa,you(plural/respectful) walked,te,olette luistaneet,ette ole luistaneet
4660,slide,luistaa,they walked,he,ovat luistaneet,eivät ole luistaneet
4661,slide,luistaa,(passive) walked,passiivi,on luistettu,ei ole luistettu
4662,slide,luistaa,I was walking,minä,luistin,en luistanut
4663,slide,luistaa,You were walking,sinä,luistit,et luistanut
4664,slide,luistaa,he/she was walking,hän,luisti,ei luistanut
4665,slide,luistaa,we were walking,me,luistimme,emme luistaneet
4666,slide,luistaa,you(plural/respectful) were walking,te,luistitte,ette luistaneet
4667,slide,luistaa,they were walking,he,luistivat,eivät luistaneet
4668,slide,luistaa,(passive) were walking,passiivi,luistettiin,ei luistettu
4669,slide,luistaa,I had walked,minä,olin luistanut,en ollut luistanut
4670,slide,luistaa,You had walked,sinä,olit luistanut,et ollut luistanut
4671,slide,luistaa,He/she had walked,hän,oli luistanut,ei ollut luistanut
4672,slide,luistaa,We had walked,me,olimme luistaneet,emme olleet luistaneet
4673,slide,luistaa,You(plural/repectful) had walked,te,olitte luistaneet,ette olleet luistaneet
4674,slide,luistaa,They had walked,he,olivat luistaneet,eivät olleet luistaneet
4675,slide,luistaa,(passive) had walked,passiivi,oli luistettu,ei ollut luistettu
4676,do,luistella,I am walking,minä,luistelen,en luistele
4677,do,luistella,you are walking,sinä,luistelet,et luistele
4678,do,luistella,he/she is walking,hän,luistelee,ei luistele
4679,do,luistella,we are walking,me,luistelemme,emme luistele
4680,do,luistella,you(plural/respectful) are walking,te,luistelette,ette luistele
4681,do,luistella,they are walking,he,luistelevat,eivät luistele
4682,do,luistella,(passive) walking,passiivi,luistellaan,ei luistella
4683,do,luistella,I walked,minä,olen luistellut,en ole luistellut
4684,do,luistella,You walked,sinä,olet luistellut,et ole luistellut
4685,do,luistella,he/she walked,hän,on luistellut,ei ole luistellut
4686,do,luistella,we walked,me,olemme luistelleet,emme ole luistelleet
4687,do,luistella,you(plural/respectful) walked,te,olette luistelleet,ette ole luistelleet
4688,do,luistella,they walked,he,ovat luistelleet,eivät ole luistelleet
4689,do,luistella,(passive) walked,passiivi,on luisteltu,ei ole luisteltu
4690,do,luistella,I was walking,minä,luistelin,en luistellut
4691,do,luistella,You were walking,sinä,luistelit,et luistellut
4692,do,luistella,he/she was walking,hän,luisteli,ei luistellut
4693,do,luistella,we were walking,me,luistelimme,emme luistelleet
4694,do,luistella,you(plural/respectful) were walking,te,luistelitte,ette luistelleet
4695,do,luistella,they were walking,he,luistelivat,eivät luistelleet
4696,do,luistella,(passive) were walking,passiivi,luisteltiin,ei luisteltu
4697,do,luistella,I had walked,minä,olin luistellut,en ollut luistellut
4698,do,luistella,You had walked,sinä,olit luistellut,et ollut luistellut
4699,do,luistella,He/she had walked,hän,oli luistellut,ei ollut luistellut
4700,do,luistella,We had walked,me,olimme luistelleet,emme olleet luistelleet
4701,do,luistella,You(plural/repectful) had walked,te,olitte luistelleet,ette olleet luistelleet
4702,do,luistella,They had walked,he,olivat luistelleet,eivät olleet luistelleet
4703,do,luistella,(passive) had walked,passiivi,oli luisteltu,ei ollut luisteltu
4704,slide,luisua,I am walking,minä,luisun,en luisu
4705,slide,luisua,you are walking,sinä,luisut,et luisu
4706,slide,luisua,he/she is walking,hän,luisuu,ei luisu
4707,slide,luisua,we are walking,me,luisumme,emme luisu
4708,slide,luisua,you(plural/respectful) are walking,te,luisutte,ette luisu
4709,slide,luisua,they are walking,he,luisuvat,eivät luisu
4710,slide,luisua,(passive) walking,passiivi,luisutaan,ei luisuta
4711,slide,luisua,I walked,minä,olen luisunut,en ole luisunut
4712,slide,luisua,You walked,sinä,olet luisunut,et ole luisunut
4713,slide,luisua,he/she walked,hän,on luisunut,ei ole luisunut
4714,slide,luisua,we walked,me,olemme luisuneet,emme ole luisuneet
4715,slide,luisua,you(plural/respectful) walked,te,olette luisuneet,ette ole luisuneet
4716,slide,luisua,they walked,he,ovat luisuneet,eivät ole luisuneet
4717,slide,luisua,(passive) walked,passiivi,on luisuttu,ei ole luisuttu
4718,slide,luisua,I was walking,minä,luisuin,en luisunut
4719,slide,luisua,You were walking,sinä,luisuit,et luisunut
4720,slide,luisua,he/she was walking,hän,luisui,ei luisunut
4721,slide,luisua,we were walking,me,luisuimme,emme luisuneet
4722,slide,luisua,you(plural/respectful) were walking,te,luisuitte,ette luisuneet
4723,slide,luisua,they were walking,he,luisuivat,eivät luisuneet
4724,slide,luisua,(passive) were walking,passiivi,luisuttiin,ei luisuttu
4725,slide,luisua,I had walked,minä,olin luisunut,en ollut luisunut
4726,slide,luisua,You had walked,sinä,olit luisunut,et ollut luisunut
4727,slide,luisua,He/she had walked,hän,oli luisunut,ei ollut luisunut
4728,slide,luisua,We had walked,me,olimme luisuneet,emme olleet luisuneet
4729,slide,luisua,You(plural/repectful) had walked,te,olitte luisuneet,ette olleet luisuneet
4730,slide,luisua,They had walked,he,olivat luisuneet,eivät olleet luisuneet
4731,slide,luisua,(passive) had walked,passiivi,oli luisuttu,ei ollut luisuttu
4732,strengthen,lujentaa,I am walking,minä,lujennan,en lujenna
4733,strengthen,lujentaa,you are walking,sinä,lujennat,et lujenna
4734,strengthen,lujentaa,he/she is walking,hän,lujentaa,ei lujenna
4735,strengthen,lujentaa,we are walking,me,lujennamme,emme lujenna
4736,strengthen,lujentaa,you(plural/respectful) are walking,te,lujennatte,ette lujenna
4737,strengthen,lujentaa,they are walking,he,lujentavat,eivät lujenna
4738,strengthen,lujentaa,(passive) walking,passiivi,lujennetaan,ei lujenneta
4739,strengthen,lujentaa,I walked,minä,olen lujentanut,en ole lujentanut
4740,strengthen,lujentaa,You walked,sinä,olet lujentanut,et ole lujentanut
4741,strengthen,lujentaa,he/she walked,hän,on lujentanut,ei ole lujentanut
4742,strengthen,lujentaa,we walked,me,olemme lujentaneet,emme ole lujentaneet
4743,strengthen,lujentaa,you(plural/respectful) walked,te,olette lujentaneet,ette ole lujentaneet
4744,strengthen,lujentaa,they walked,he,ovat lujentaneet,eivät ole lujentaneet
4745,strengthen,lujentaa,(passive) walked,passiivi,on lujennettu,ei ole lujennettu
4746,strengthen,lujentaa,I was walking,minä,lujensin,en lujentanut
4747,strengthen,lujentaa,You were walking,sinä,lujensit,et lujentanut
4748,strengthen,lujentaa,he/she was walking,hän,lujensi,ei lujentanut
4749,strengthen,lujentaa,we were walking,me,lujensimme,emme lujentaneet
4750,strengthen,lujentaa,you(plural/respectful) were walking,te,lujensitte,ette lujentaneet
4751,strengthen,lujentaa,they were walking,he,lujensivat,eivät lujentaneet
4752,strengthen,lujentaa,(passive) were walking,passiivi,lujennettiin,ei lujennettu
4753,strengthen,lujentaa,I had walked,minä,olin lujentanut,en ollut lujentanut
4754,strengthen,lujentaa,You had walked,sinä,olit lujentanut,et ollut lujentanut
4755,strengthen,lujentaa,He/she had walked,hän,oli lujentanut,ei ollut lujentanut
4756,strengthen,lujentaa,We had walked,me,olimme lujentaneet,emme olleet lujentaneet
4757,strengthen,lujentaa,You(plural/repectful) had walked,te,olitte lujentaneet,ette olleet lujentaneet
4758,strengthen,lujentaa,They had walked,he,olivat lujentaneet,eivät olleet lujentaneet
4759,strengthen,lujentaa,(passive) had walked,passiivi,oli lujennettu,ei ollut lujennettu
4760,english,lujentua,I am walking,minä,lujennun,en lujennu
4761,english,lujentua,you are walking,sinä,lujennut,et lujennu
4762,english,lujentua,he/she is walking,hän,lujentuu,ei lujennu
4763,english,lujentua,we are walking,me,lujennumme,emme lujennu
4764,english,lujentua,you(plural/respectful) are walking,te,lujennutte,ette lujennu
4765,english,lujentua,they are walking,he,lujentuvat,eivät lujennu
4766,english,lujentua,(passive) walking,passiivi,lujennutaan,ei lujennuta
4767,english,lujentua,I walked,minä,olen lujentunut,en ole lujentunut
4768,english,lujentua,You walked,sinä,olet lujentunut,et ole lujentunut
4769,english,lujentua,he/she walked,hän,on lujentunut,ei ole lujentunut
4770,english,lujentua,we walked,me,olemme lujentuneet,emme ole lujentuneet
4771,english,lujentua,you(plural/respectful) walked,te,olette lujentuneet,ette ole lujentuneet
4772,english,lujentua,they walked,he,ovat lujentuneet,eivät ole lujentuneet
4773,english,lujentua,(passive) walked,passiivi,on lujennuttu,ei ole lujennuttu
4774,english,lujentua,I was walking,minä,lujennuin,en lujentunut
4775,english,lujentua,You were walking,sinä,lujennuit,et lujentunut
4776,english,lujentua,he/she was walking,hän,lujentui,ei lujentunut
4777,english,lujentua,we were walking,me,lujennuimme,emme lujentuneet
4778,english,lujentua,you(plural/respectful) were walking,te,lujennuitte,ette lujentuneet
4779,english,lujentua,they were walking,he,lujentuivat,eivät lujentuneet
4780,english,lujentua,(passive) were walking,passiivi,lujennuttiin,ei lujennuttu
4781,english,lujentua,I had walked,minä,olin lujentunut,en ollut lujentunut
4782,english,lujentua,You had walked,sinä,olit lujentunut,et ollut lujentunut
4783,english,lujentua,He/she had walked,hän,oli lujentunut,ei ollut lujentunut
4784,english,lujentua,We had walked,me,olimme lujentuneet,emme olleet lujentuneet
4785,english,lujentua,You(plural/repectful) had walked,te,olitte lujentuneet,ette olleet lujentuneet
4786,english,lujentua,They had walked,he,olivat lujentuneet,eivät olleet lujentuneet
4787,english,lujentua,(passive) had walked,passiivi,oli lujennuttu,ei ollut lujennuttu
4788,become firmer,lujeta,I am walking,minä,lujenen,en lujene
4789,become firmer,lujeta,you are walking,sinä,lujenet,et lujene
4790,become firmer,lujeta,he/she is walking,hän,lujenee,ei lujene
4791,become firmer,lujeta,we are walking,me,lujenemme,emme lujene
4792,become firmer,lujeta,you(plural/respectful) are walking,te,lujenette,ette lujene
4793,become firmer,lujeta,they are walking,he,lujenevat,eivät lujene
4794,become firmer,lujeta,(passive) walking,passiivi,lujetaan,ei lujeta
4795,become firmer,lujeta,I walked,minä,olen lujennut,en ole lujennut
4796,become firmer,lujeta,You walked,sinä,olet lujennut,et ole lujennut
4797,become firmer,lujeta,he/she walked,hän,on lujennut,ei ole lujennut
4798,become firmer,lujeta,we walked,me,olemme lujenneet,emme ole lujenneet
4799,become firmer,lujeta,you(plural/respectful) walked,te,olette lujenneet,ette ole lujenneet
4800,become firmer,lujeta,they walked,he,ovat lujenneet,eivät ole lujenneet
4801,become firmer,lujeta,(passive) walked,passiivi,on lujettu,ei ole lujettu
4802,become firmer,lujeta,I was walking,minä,lujenin,en lujennut
4803,become firmer,lujeta,You were walking,sinä,lujenit,et lujennut
4804,become firmer,lujeta,he/she was walking,hän,lujeni,ei lujennut
4805,become firmer,lujeta,we were walking,me,lujenimme,emme lujenneet
4806,become firmer,lujeta,you(plural/respectful) were walking,te,lujenitte,ette lujenneet
4807,become firmer,lujeta,they were walking,he,lujenivat,eivät lujenneet
4808,become firmer,lujeta,(passive) were walking,passiivi,lujettiin,ei lujettu
4809,become firmer,lujeta,I had walked,minä,olin lujennut,en ollut lujennut
4810,become firmer,lujeta,You had walked,sinä,olit lujennut,et ollut lujennut
4811,become firmer,lujeta,He/she had walked,hän,oli lujennut,ei ollut lujennut
4812,become firmer,lujeta,We had walked,me,olimme lujenneet,emme olleet lujenneet
4813,become firmer,lujeta,You(plural/repectful) had walked,te,olitte lujenneet,ette olleet lujenneet
4814,become firmer,lujeta,They had walked,he,olivat lujenneet,eivät olleet lujenneet
4815,become firmer,lujeta,(passive) had walked,passiivi,oli lujettu,ei ollut lujettu
4816,strengthen,lujittaa,I am walking,minä,lujitan,en lujita
4817,strengthen,lujittaa,you are walking,sinä,lujitat,et lujita
4818,strengthen,lujittaa,he/she is walking,hän,lujittaa,ei lujita
4819,strengthen,lujittaa,we are walking,me,lujitamme,emme lujita
4820,strengthen,lujittaa,you(plural/respectful) are walking,te,lujitatte,ette lujita
4821,strengthen,lujittaa,they are walking,he,lujittavat,eivät lujita
4822,strengthen,lujittaa,(passive) walking,passiivi,lujitetaan,ei lujiteta
4823,strengthen,lujittaa,I walked,minä,olen lujittanut,en ole lujittanut
4824,strengthen,lujittaa,You walked,sinä,olet lujittanut,et ole lujittanut
4825,strengthen,lujittaa,he/she walked,hän,on lujittanut,ei ole lujittanut
4826,strengthen,lujittaa,we walked,me,olemme lujittaneet,emme ole lujittaneet
4827,strengthen,lujittaa,you(plural/respectful) walked,te,olette lujittaneet,ette ole lujittaneet
4828,strengthen,lujittaa,they walked,he,ovat lujittaneet,eivät ole lujittaneet
4829,strengthen,lujittaa,(passive) walked,passiivi,on lujitettu,ei ole lujitettu
4830,strengthen,lujittaa,I was walking,minä,lujitin,en lujittanut
4831,strengthen,lujittaa,You were walking,sinä,lujitit,et lujittanut
4832,strengthen,lujittaa,he/she was walking,hän,lujitti,ei lujittanut
4833,strengthen,lujittaa,we were walking,me,lujitimme,emme lujittaneet
4834,strengthen,lujittaa,you(plural/respectful) were walking,te,lujititte,ette lujittaneet
4835,strengthen,lujittaa,they were walking,he,lujittivat,eivät lujittaneet
4836,strengthen,lujittaa,(passive) were walking,passiivi,lujitettiin,ei lujitettu
4837,strengthen,lujittaa,I had walked,minä,olin lujittanut,en ollut lujittanut
4838,strengthen,lujittaa,You had walked,sinä,olit lujittanut,et ollut lujittanut
4839,strengthen,lujittaa,He/she had walked,hän,oli lujittanut,ei ollut lujittanut
4840,strengthen,lujittaa,We had walked,me,olimme lujittaneet,emme olleet lujittaneet
4841,strengthen,lujittaa,You(plural/repectful) had walked,te,olitte lujittaneet,ette olleet lujittaneet
4842,strengthen,lujittaa,They had walked,he,olivat lujittaneet,eivät olleet lujittaneet
4843,strengthen,lujittaa,(passive) had walked,passiivi,oli lujitettu,ei ollut lujitettu
4844,be cemented,lujittua,I am walking,minä,lujitun,en lujitu
4845,be cemented,lujittua,you are walking,sinä,lujitut,et lujitu
4846,be cemented,lujittua,he/she is walking,hän,lujittuu,ei lujitu
4847,be cemented,lujittua,we are walking,me,lujitumme,emme lujitu
4848,be cemented,lujittua,you(plural/respectful) are walking,te,lujitutte,ette lujitu
4849,be cemented,lujittua,they are walking,he,lujittuvat,eivät lujitu
4850,be cemented,lujittua,(passive) walking,passiivi,lujitutaan,ei lujituta
4851,be cemented,lujittua,I walked,minä,olen lujittunut,en ole lujittunut
4852,be cemented,lujittua,You walked,sinä,olet lujittunut,et ole lujittunut
4853,be cemented,lujittua,he/she walked,hän,on lujittunut,ei ole lujittunut
4854,be cemented,lujittua,we walked,me,olemme lujittuneet,emme ole lujittuneet
4855,be cemented,lujittua,you(plural/respectful) walked,te,olette lujittuneet,ette ole lujittuneet
4856,be cemented,lujittua,they walked,he,ovat lujittuneet,eivät ole lujittuneet
4857,be cemented,lujittua,(passive) walked,passiivi,on lujituttu,ei ole lujituttu
4858,be cemented,lujittua,I was walking,minä,lujituin,en lujittunut
4859,be cemented,lujittua,You were walking,sinä,lujituit,et lujittunut
4860,be cemented,lujittua,he/she was walking,hän,lujittui,ei lujittunut
4861,be cemented,lujittua,we were walking,me,lujituimme,emme lujittuneet
4862,be cemented,lujittua,you(plural/respectful) were walking,te,lujituitte,ette lujittuneet
4863,be cemented,lujittua,they were walking,he,lujittuivat,eivät lujittuneet
4864,be cemented,lujittua,(passive) were walking,passiivi,lujituttiin,ei lujituttu
4865,be cemented,lujittua,I had walked,minä,olin lujittunut,en ollut lujittunut
4866,be cemented,lujittua,You had walked,sinä,olit lujittunut,et ollut lujittunut
4867,be cemented,lujittua,He/she had walked,hän,oli lujittunut,ei ollut lujittunut
4868,be cemented,lujittua,We had walked,me,olimme lujittuneet,emme olleet lujittuneet
4869,be cemented,lujittua,You(plural/repectful) had walked,te,olitte lujittuneet,ette olleet lujittuneet
4870,be cemented,lujittua,They had walked,he,olivat lujittuneet,eivät olleet lujittuneet
4871,be cemented,lujittua,(passive) had walked,passiivi,oli lujituttu,ei ollut lujituttu
4872,read something quickly,lukaista,I am walking,minä,lukaisen,en lukaise
4873,read something quickly,lukaista,you are walking,sinä,lukaiset,et lukaise
4874,read something quickly,lukaista,he/she is walking,hän,lukaisee,ei lukaise
4875,read something quickly,lukaista,we are walking,me,lukaisemme,emme lukaise
4876,read something quickly,lukaista,you(plural/respectful) are walking,te,lukaisette,ette lukaise
4877,read something quickly,lukaista,they are walking,he,lukaisevat,eivät lukaise
4878,read something quickly,lukaista,(passive) walking,passiivi,lukaistaan,ei lukaista
4879,read something quickly,lukaista,I walked,minä,olen lukaissut,en ole lukaissut
4880,read something quickly,lukaista,You walked,sinä,olet lukaissut,et ole lukaissut
4881,read something quickly,lukaista,he/she walked,hän,on lukaissut,ei ole lukaissut
4882,read something quickly,lukaista,we walked,me,olemme lukaisseet,emme ole lukaisseet
4883,read something quickly,lukaista,you(plural/respectful) walked,te,olette lukaisseet,ette ole lukaisseet
4884,read something quickly,lukaista,they walked,he,ovat lukaisseet,eivät ole lukaisseet
4885,read something quickly,lukaista,(passive) walked,passiivi,on lukaistu,ei ole lukaistu
4886,read something quickly,lukaista,I was walking,minä,lukaisin,en lukaissut
4887,read something quickly,lukaista,You were walking,sinä,lukaisit,et lukaissut
4888,read something quickly,lukaista,he/she was walking,hän,lukaisi,ei lukaissut
4889,read something quickly,lukaista,we were walking,me,lukaisimme,emme lukaisseet
4890,read something quickly,lukaista,you(plural/respectful) were walking,te,lukaisitte,ette lukaisseet
4891,read something quickly,lukaista,they were walking,he,lukaisivat,eivät lukaisseet
4892,read something quickly,lukaista,(passive) were walking,passiivi,lukaistiin,ei lukaistu
4893,read something quickly,lukaista,I had walked,minä,olin lukaissut,en ollut lukaissut
4894,read something quickly,lukaista,You had walked,sinä,olit lukaissut,et ollut lukaissut
4895,read something quickly,lukaista,He/she had walked,hän,oli lukaissut,ei ollut lukaissut
4896,read something quickly,lukaista,We had walked,me,olimme lukaisseet,emme olleet lukaisseet
4897,read something quickly,lukaista,You(plural/repectful) had walked,te,olitte lukaisseet,ette olleet lukaisseet
4898,read something quickly,lukaista,They had walked,he,olivat lukaisseet,eivät olleet lukaisseet
4899,read something quickly,lukaista,(passive) had walked,passiivi,oli lukaistu,ei ollut lukaistu
4900,read,lukea,I am walking,minä,luen,en lue
4901,read,lukea,you are walking,sinä,luet,et lue
4902,read,lukea,he/she is walking,hän,lukee,ei lue
4903,read,lukea,we are walking,me,luemme,emme lue
4904,read,lukea,you(plural/respectful) are walking,te,luette,ette lue
4905,read,lukea,they are walking,he,lukevat,eivät lue
4906,read,lukea,(passive) walking,passiivi,luetaan,ei lueta
4907,read,lukea,I walked,minä,olen lukenut,en ole lukenut
4908,read,lukea,You walked,sinä,olet lukenut,et ole lukenut
4909,read,lukea,he/she walked,hän,on lukenut,ei ole lukenut
4910,read,lukea,we walked,me,olemme lukeneet,emme ole lukeneet
4911,read,lukea,you(plural/respectful) walked,te,olette lukeneet,ette ole lukeneet
4912,read,lukea,they walked,he,ovat lukeneet,eivät ole lukeneet
4913,read,lukea,(passive) walked,passiivi,on luettu,ei ole luettu
4914,read,lukea,I was walking,minä,luin,en lukenut
4915,read,lukea,You were walking,sinä,luit,et lukenut
4916,read,lukea,he/she was walking,hän,luki,ei lukenut
4917,read,lukea,we were walking,me,luimme,emme lukeneet
4918,read,lukea,you(plural/respectful) were walking,te,luitte,ette lukeneet
