,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
252,be insubordinate,niskoitella,he/she is walking,hän,niskoittelee,ei niskoittele
253,be insubordinate,niskoitella,we are walking,me,niskoittelemme,emme niskoittele
254,be insubordinate,niskoitella,you(plural/respectful) are walking,te,niskoittelette,ette niskoittele
255,be insubordinate,niskoitella,they are walking,he,niskoittelevat,eivät niskoittele
256,be insubordinate,niskoitella,(passive) walking,passiivi,niskoitellaan,ei niskoitella
257,be insubordinate,niskoitella,I walked,minä,olen niskoitellut,en ole niskoitellut
258,be insubordinate,niskoitella,You walked,sinä,olet niskoitellut,et ole niskoitellut
259,be insubordinate,niskoitella,he/she walked,hän,on niskoitellut,ei ole niskoitellut
260,be insubordinate,niskoitella,we walked,me,olemme niskoitelleet,emme ole niskoitelleet
261,be insubordinate,niskoitella,you(plural/respectful) walked,te,olette niskoitelleet,ette ole niskoitelleet
262,be insubordinate,niskoitella,they walked,he,ovat niskoitelleet,eivät ole niskoitelleet
263,be insubordinate,niskoitella,(passive) walked,passiivi,on niskoiteltu,ei ole niskoiteltu
264,be insubordinate,niskoitella,I was walking,minä,niskoittelin,en niskoitellut
265,be insubordinate,niskoitella,You were walking,sinä,niskoittelit,et niskoitellut
266,be insubordinate,niskoitella,he/she was walking,hän,niskoitteli,ei niskoitellut
267,be insubordinate,niskoitella,we were walking,me,niskoittelimme,emme niskoitelleet
268,be insubordinate,niskoitella,you(plural/respectful) were walking,te,niskoittelitte,ette niskoitelleet
269,be insubordinate,niskoitella,they were walking,he,niskoittelivat,eivät niskoitelleet
270,be insubordinate,niskoitella,(passive) were walking,passiivi,niskoiteltiin,ei niskoiteltu
271,be insubordinate,niskoitella,I had walked,minä,olin niskoitellut,en ollut niskoitellut
272,be insubordinate,niskoitella,You had walked,sinä,olit niskoitellut,et ollut niskoitellut
273,be insubordinate,niskoitella,He/she had walked,hän,oli niskoitellut,ei ollut niskoitellut
274,be insubordinate,niskoitella,We had walked,me,olimme niskoitelleet,emme olleet niskoitelleet
275,be insubordinate,niskoitella,You(plural/repectful) had walked,te,olitte niskoitelleet,ette olleet niskoitelleet
276,be insubordinate,niskoitella,They had walked,he,olivat niskoitelleet,eivät olleet niskoitelleet
277,be insubordinate,niskoitella,(passive) had walked,passiivi,oli niskoiteltu,ei ollut niskoiteltu
278,be insubordinate,niskuroida,I am walking,minä,niskuroin,en niskuroi
279,be insubordinate,niskuroida,you are walking,sinä,niskuroit,et niskuroi
280,be insubordinate,niskuroida,he/she is walking,hän,niskuroi,ei niskuroi
281,be insubordinate,niskuroida,we are walking,me,niskuroimme,emme niskuroi
282,be insubordinate,niskuroida,you(plural/respectful) are walking,te,niskuroitte,ette niskuroi
283,be insubordinate,niskuroida,they are walking,he,niskuroivat,eivät niskuroi
284,be insubordinate,niskuroida,(passive) walking,passiivi,niskuroidaan,ei niskuroida
285,be insubordinate,niskuroida,I walked,minä,olen niskuroinut,en ole niskuroinut
286,be insubordinate,niskuroida,You walked,sinä,olet niskuroinut,et ole niskuroinut
287,be insubordinate,niskuroida,he/she walked,hän,on niskuroinut,ei ole niskuroinut
288,be insubordinate,niskuroida,we walked,me,olemme niskuroineet,emme ole niskuroineet
289,be insubordinate,niskuroida,you(plural/respectful) walked,te,olette niskuroineet,ette ole niskuroineet
290,be insubordinate,niskuroida,they walked,he,ovat niskuroineet,eivät ole niskuroineet
291,be insubordinate,niskuroida,(passive) walked,passiivi,on niskuroitu,ei ole niskuroitu
292,be insubordinate,niskuroida,I was walking,minä,niskuroin,en niskuroinut
293,be insubordinate,niskuroida,You were walking,sinä,niskuroit,et niskuroinut
294,be insubordinate,niskuroida,he/she was walking,hän,niskuroi,ei niskuroinut
295,be insubordinate,niskuroida,we were walking,me,niskuroimme,emme niskuroineet
296,be insubordinate,niskuroida,you(plural/respectful) were walking,te,niskuroitte,ette niskuroineet
297,be insubordinate,niskuroida,they were walking,he,niskuroivat,eivät niskuroineet
298,be insubordinate,niskuroida,(passive) were walking,passiivi,niskuroitiin,ei niskuroitu
299,be insubordinate,niskuroida,I had walked,minä,olin niskuroinut,en ollut niskuroinut
300,be insubordinate,niskuroida,You had walked,sinä,olit niskuroinut,et ollut niskuroinut
301,be insubordinate,niskuroida,He/she had walked,hän,oli niskuroinut,ei ollut niskuroinut
302,be insubordinate,niskuroida,We had walked,me,olimme niskuroineet,emme olleet niskuroineet
303,be insubordinate,niskuroida,You(plural/repectful) had walked,te,olitte niskuroineet,ette olleet niskuroineet
304,be insubordinate,niskuroida,They had walked,he,olivat niskuroineet,eivät olleet niskuroineet
305,be insubordinate,niskuroida,(passive) had walked,passiivi,oli niskuroitu,ei ollut niskuroitu
306,kill,nistiä,,,,
307,squeak,nitistä,,,,
308,smash,nitistää,,,,
309,staple,nitoa,I am walking,minä,nidon,en nido
310,staple,nitoa,you are walking,sinä,nidot,et nido
311,staple,nitoa,he/she is walking,hän,nitoo,ei nido
312,staple,nitoa,we are walking,me,nidomme,emme nido
313,staple,nitoa,you(plural/respectful) are walking,te,nidotte,ette nido
314,staple,nitoa,they are walking,he,nitovat,eivät nido
315,staple,nitoa,(passive) walking,passiivi,nidotaan,ei nidota
316,staple,nitoa,I walked,minä,olen nitonut,en ole nitonut
317,staple,nitoa,You walked,sinä,olet nitonut,et ole nitonut
318,staple,nitoa,he/she walked,hän,on nitonut,ei ole nitonut
319,staple,nitoa,we walked,me,olemme nitoneet,emme ole nitoneet
320,staple,nitoa,you(plural/respectful) walked,te,olette nitoneet,ette ole nitoneet
321,staple,nitoa,they walked,he,ovat nitoneet,eivät ole nitoneet
322,staple,nitoa,(passive) walked,passiivi,on nidottu,ei ole nidottu
323,staple,nitoa,I was walking,minä,nidoin,en nitonut
324,staple,nitoa,You were walking,sinä,nidoit,et nitonut
325,staple,nitoa,he/she was walking,hän,nitoi,ei nitonut
326,staple,nitoa,we were walking,me,nidoimme,emme nitoneet
327,staple,nitoa,you(plural/respectful) were walking,te,nidoitte,ette nitoneet
328,staple,nitoa,they were walking,he,nitoivat,eivät nitoneet
329,staple,nitoa,(passive) were walking,passiivi,nidottiin,ei nidottu
330,staple,nitoa,I had walked,minä,olin nitonut,en ollut nitonut
331,staple,nitoa,You had walked,sinä,olit nitonut,et ollut nitonut
332,staple,nitoa,He/she had walked,hän,oli nitonut,ei ollut nitonut
333,staple,nitoa,We had walked,me,olimme nitoneet,emme olleet nitoneet
334,staple,nitoa,You(plural/repectful) had walked,te,olitte nitoneet,ette olleet nitoneet
335,staple,nitoa,They had walked,he,olivat nitoneet,eivät olleet nitoneet
336,staple,nitoa,(passive) had walked,passiivi,oli nidottu,ei ollut nidottu
337,complain pedantically,niuhottaa,I am walking,minä,niuhotan,en niuhota
338,complain pedantically,niuhottaa,you are walking,sinä,niuhotat,et niuhota
339,complain pedantically,niuhottaa,he/she is walking,hän,niuhottaa,ei niuhota
340,complain pedantically,niuhottaa,we are walking,me,niuhotamme,emme niuhota
341,complain pedantically,niuhottaa,you(plural/respectful) are walking,te,niuhotatte,ette niuhota
342,complain pedantically,niuhottaa,they are walking,he,niuhottavat,eivät niuhota
343,complain pedantically,niuhottaa,(passive) walking,passiivi,niuhotetaan,ei niuhoteta
344,complain pedantically,niuhottaa,I walked,minä,olen niuhottanut,en ole niuhottanut
345,complain pedantically,niuhottaa,You walked,sinä,olet niuhottanut,et ole niuhottanut
346,complain pedantically,niuhottaa,he/she walked,hän,on niuhottanut,ei ole niuhottanut
347,complain pedantically,niuhottaa,we walked,me,olemme niuhottaneet,emme ole niuhottaneet
348,complain pedantically,niuhottaa,you(plural/respectful) walked,te,olette niuhottaneet,ette ole niuhottaneet
349,complain pedantically,niuhottaa,they walked,he,ovat niuhottaneet,eivät ole niuhottaneet
350,complain pedantically,niuhottaa,(passive) walked,passiivi,on niuhotettu,ei ole niuhotettu
351,complain pedantically,niuhottaa,I was walking,minä,niuhotin,en niuhottanut
352,complain pedantically,niuhottaa,You were walking,sinä,niuhotit,et niuhottanut
353,complain pedantically,niuhottaa,he/she was walking,hän,niuhotti,ei niuhottanut
354,complain pedantically,niuhottaa,we were walking,me,niuhotimme,emme niuhottaneet
355,complain pedantically,niuhottaa,you(plural/respectful) were walking,te,niuhotitte,ette niuhottaneet
356,complain pedantically,niuhottaa,they were walking,he,niuhottivat,eivät niuhottaneet
357,complain pedantically,niuhottaa,(passive) were walking,passiivi,niuhotettiin,ei niuhotettu
358,complain pedantically,niuhottaa,I had walked,minä,olin niuhottanut,en ollut niuhottanut
359,complain pedantically,niuhottaa,You had walked,sinä,olit niuhottanut,et ollut niuhottanut
360,complain pedantically,niuhottaa,He/she had walked,hän,oli niuhottanut,ei ollut niuhottanut
361,complain pedantically,niuhottaa,We had walked,me,olimme niuhottaneet,emme olleet niuhottaneet
362,complain pedantically,niuhottaa,You(plural/repectful) had walked,te,olitte niuhottaneet,ette olleet niuhottaneet
363,complain pedantically,niuhottaa,They had walked,he,olivat niuhottaneet,eivät olleet niuhottaneet
364,complain pedantically,niuhottaa,(passive) had walked,passiivi,oli niuhotettu,ei ollut niuhotettu
365,sprain,niukahtaa,,,,
366,do,niukentaa,,,,
367,do,niukentua,I am walking,minä,niukennun,en niukennu
368,do,niukentua,you are walking,sinä,niukennut,et niukennu
369,do,niukentua,he/she is walking,hän,niukentuu,ei niukennu
370,do,niukentua,we are walking,me,niukennumme,emme niukennu
371,do,niukentua,you(plural/respectful) are walking,te,niukennutte,ette niukennu
372,do,niukentua,they are walking,he,niukentuvat,eivät niukennu
373,do,niukentua,(passive) walking,passiivi,niukennutaan,ei niukennuta
374,do,niukentua,I walked,minä,olen niukentunut,en ole niukentunut
