,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
0,be at war,sotia,I am walking,minä,sodin,en sodi
1,be at war,sotia,you are walking,sinä,sodit,et sodi
2,be at war,sotia,he/she is walking,hän,sotii,ei sodi
3,be at war,sotia,we are walking,me,sodimme,emme sodi
4,be at war,sotia,you(plural/respectful) are walking,te,soditte,ette sodi
5,be at war,sotia,they are walking,he,sotivat,eivät sodi
6,be at war,sotia,(passive) walking,passiivi,soditaan,ei sodita
7,be at war,sotia,I walked,minä,olen sotinut,en ole sotinut
8,be at war,sotia,You walked,sinä,olet sotinut,et ole sotinut
9,be at war,sotia,he/she walked,hän,on sotinut,ei ole sotinut
10,be at war,sotia,we walked,me,olemme sotineet,emme ole sotineet
11,be at war,sotia,you(plural/respectful) walked,te,olette sotineet,ette ole sotineet
12,be at war,sotia,they walked,he,ovat sotineet,eivät ole sotineet
13,be at war,sotia,(passive) walked,passiivi,on sodittu,ei ole sodittu
14,be at war,sotia,I was walking,minä,sodin,en sotinut
15,be at war,sotia,You were walking,sinä,sodit,et sotinut
16,be at war,sotia,he/she was walking,hän,soti,ei sotinut
17,be at war,sotia,we were walking,me,sodimme,emme sotineet
18,be at war,sotia,you(plural/respectful) were walking,te,soditte,ette sotineet
19,be at war,sotia,they were walking,he,sotivat,eivät sotineet
20,be at war,sotia,(passive) were walking,passiivi,sodittiin,ei sodittu
21,be at war,sotia,I had walked,minä,olin sotinut,en ollut sotinut
22,be at war,sotia,You had walked,sinä,olit sotinut,et ollut sotinut
23,be at war,sotia,He/she had walked,hän,oli sotinut,ei ollut sotinut
24,be at war,sotia,We had walked,me,olimme sotineet,emme olleet sotineet
25,be at war,sotia,You(plural/repectful) had walked,te,olitte sotineet,ette olleet sotineet
26,be at war,sotia,They had walked,he,olivat sotineet,eivät olleet sotineet
27,be at war,sotia,(passive) had walked,passiivi,oli sodittu,ei ollut sodittu
28,militarize,sotilaallistaa,,,,
29,mess,sotkea,I am walking,minä,sotken,en sotke
30,mess,sotkea,you are walking,sinä,sotket,et sotke
31,mess,sotkea,he/she is walking,hän,sotkee,ei sotke
32,mess,sotkea,we are walking,me,sotkemme,emme sotke
33,mess,sotkea,you(plural/respectful) are walking,te,sotkette,ette sotke
34,mess,sotkea,they are walking,he,sotkevat,eivät sotke
35,mess,sotkea,(passive) walking,passiivi,sotketaan,ei sotketa
36,mess,sotkea,I walked,minä,olen sotkenut,en ole sotkenut
37,mess,sotkea,You walked,sinä,olet sotkenut,et ole sotkenut
38,mess,sotkea,he/she walked,hän,on sotkenut,ei ole sotkenut
39,mess,sotkea,we walked,me,olemme sotkeneet,emme ole sotkeneet
40,mess,sotkea,you(plural/respectful) walked,te,olette sotkeneet,ette ole sotkeneet
41,mess,sotkea,they walked,he,ovat sotkeneet,eivät ole sotkeneet
42,mess,sotkea,(passive) walked,passiivi,on sotkettu,ei ole sotkettu
43,mess,sotkea,I was walking,minä,sotkin,en sotkenut
44,mess,sotkea,You were walking,sinä,sotkit,et sotkenut
45,mess,sotkea,he/she was walking,hän,sotki,ei sotkenut
46,mess,sotkea,we were walking,me,sotkimme,emme sotkeneet
47,mess,sotkea,you(plural/respectful) were walking,te,sotkitte,ette sotkeneet
48,mess,sotkea,they were walking,he,sotkivat,eivät sotkeneet
49,mess,sotkea,(passive) were walking,passiivi,sotkettiin,ei sotkettu
50,mess,sotkea,I had walked,minä,olin sotkenut,en ollut sotkenut
51,mess,sotkea,You had walked,sinä,olit sotkenut,et ollut sotkenut
52,mess,sotkea,He/she had walked,hän,oli sotkenut,ei ollut sotkenut
53,mess,sotkea,We had walked,me,olimme sotkeneet,emme olleet sotkeneet
54,mess,sotkea,You(plural/repectful) had walked,te,olitte sotkeneet,ette olleet sotkeneet
55,mess,sotkea,They had walked,he,olivat sotkeneet,eivät olleet sotkeneet
56,mess,sotkea,(passive) had walked,passiivi,oli sotkettu,ei ollut sotkettu
57,do,sotkeentua,I am walking,minä,sotkeennun,en sotkeennu
58,do,sotkeentua,you are walking,sinä,sotkeennut,et sotkeennu
59,do,sotkeentua,he/she is walking,hän,sotkeentuu,ei sotkeennu
60,do,sotkeentua,we are walking,me,sotkeennumme,emme sotkeennu
61,do,sotkeentua,you(plural/respectful) are walking,te,sotkeennutte,ette sotkeennu
62,do,sotkeentua,they are walking,he,sotkeentuvat,eivät sotkeennu
63,do,sotkeentua,(passive) walking,passiivi,sotkeennutaan,ei sotkeennuta
64,do,sotkeentua,I walked,minä,olen sotkeentunut,en ole sotkeentunut
65,do,sotkeentua,You walked,sinä,olet sotkeentunut,et ole sotkeentunut
66,do,sotkeentua,he/she walked,hän,on sotkeentunut,ei ole sotkeentunut
67,do,sotkeentua,we walked,me,olemme sotkeentuneet,emme ole sotkeentuneet
68,do,sotkeentua,you(plural/respectful) walked,te,olette sotkeentuneet,ette ole sotkeentuneet
69,do,sotkeentua,they walked,he,ovat sotkeentuneet,eivät ole sotkeentuneet
70,do,sotkeentua,(passive) walked,passiivi,on sotkeennuttu,ei ole sotkeennuttu
71,do,sotkeentua,I was walking,minä,sotkeennuin,en sotkeentunut
72,do,sotkeentua,You were walking,sinä,sotkeennuit,et sotkeentunut
73,do,sotkeentua,he/she was walking,hän,sotkeentui,ei sotkeentunut
74,do,sotkeentua,we were walking,me,sotkeennuimme,emme sotkeentuneet
75,do,sotkeentua,you(plural/respectful) were walking,te,sotkeennuitte,ette sotkeentuneet
76,do,sotkeentua,they were walking,he,sotkeentuivat,eivät sotkeentuneet
77,do,sotkeentua,(passive) were walking,passiivi,sotkeennuttiin,ei sotkeennuttu
78,do,sotkeentua,I had walked,minä,olin sotkeentunut,en ollut sotkeentunut
79,do,sotkeentua,You had walked,sinä,olit sotkeentunut,et ollut sotkeentunut
80,do,sotkeentua,He/she had walked,hän,oli sotkeentunut,ei ollut sotkeentunut
81,do,sotkeentua,We had walked,me,olimme sotkeentuneet,emme olleet sotkeentuneet
82,do,sotkeentua,You(plural/repectful) had walked,te,olitte sotkeentuneet,ette olleet sotkeentuneet
83,do,sotkeentua,They had walked,he,olivat sotkeentuneet,eivät olleet sotkeentuneet
84,do,sotkeentua,(passive) had walked,passiivi,oli sotkeennuttu,ei ollut sotkeennuttu
85,tangle,sotkeutua,I am walking,minä,sotkeudun,en sotkeudu
86,tangle,sotkeutua,you are walking,sinä,sotkeudut,et sotkeudu
87,tangle,sotkeutua,he/she is walking,hän,sotkeutuu,ei sotkeudu
88,tangle,sotkeutua,we are walking,me,sotkeudumme,emme sotkeudu
89,tangle,sotkeutua,you(plural/respectful) are walking,te,sotkeudutte,ette sotkeudu
90,tangle,sotkeutua,they are walking,he,sotkeutuvat,eivät sotkeudu
91,tangle,sotkeutua,(passive) walking,passiivi,sotkeudutaan,ei sotkeuduta
92,tangle,sotkeutua,I walked,minä,olen sotkeutunut,en ole sotkeutunut
93,tangle,sotkeutua,You walked,sinä,olet sotkeutunut,et ole sotkeutunut
94,tangle,sotkeutua,he/she walked,hän,on sotkeutunut,ei ole sotkeutunut
95,tangle,sotkeutua,we walked,me,olemme sotkeutuneet,emme ole sotkeutuneet
96,tangle,sotkeutua,you(plural/respectful) walked,te,olette sotkeutuneet,ette ole sotkeutuneet
97,tangle,sotkeutua,they walked,he,ovat sotkeutuneet,eivät ole sotkeutuneet
98,tangle,sotkeutua,(passive) walked,passiivi,on sotkeuduttu,ei ole sotkeuduttu
99,tangle,sotkeutua,I was walking,minä,sotkeuduin,en sotkeutunut
100,tangle,sotkeutua,You were walking,sinä,sotkeuduit,et sotkeutunut
101,tangle,sotkeutua,he/she was walking,hän,sotkeutui,ei sotkeutunut
102,tangle,sotkeutua,we were walking,me,sotkeuduimme,emme sotkeutuneet
103,tangle,sotkeutua,you(plural/respectful) were walking,te,sotkeuduitte,ette sotkeutuneet
104,tangle,sotkeutua,they were walking,he,sotkeutuivat,eivät sotkeutuneet
105,tangle,sotkeutua,(passive) were walking,passiivi,sotkeuduttiin,ei sotkeuduttu
106,tangle,sotkeutua,I had walked,minä,olin sotkeutunut,en ollut sotkeutunut
107,tangle,sotkeutua,You had walked,sinä,olit sotkeutunut,et ollut sotkeutunut
108,tangle,sotkeutua,He/she had walked,hän,oli sotkeutunut,ei ollut sotkeutunut
109,tangle,sotkeutua,We had walked,me,olimme sotkeutuneet,emme olleet sotkeutuneet
110,tangle,sotkeutua,You(plural/repectful) had walked,te,olitte sotkeutuneet,ette olleet sotkeutuneet
111,tangle,sotkeutua,They had walked,he,olivat sotkeutuneet,eivät olleet sotkeutuneet
112,tangle,sotkeutua,(passive) had walked,passiivi,oli sotkeuduttu,ei ollut sotkeuduttu
113,do,sottaantua,,,,
114,row,soudella,I am walking,minä,soutelen,en soutele
115,row,soudella,you are walking,sinä,soutelet,et soutele
116,row,soudella,he/she is walking,hän,soutelee,ei soutele
117,row,soudella,we are walking,me,soutelemme,emme soutele
118,row,soudella,you(plural/respectful) are walking,te,soutelette,ette soutele
119,row,soudella,they are walking,he,soutelevat,eivät soutele
120,row,soudella,(passive) walking,passiivi,soudellaan,ei soudella
121,row,soudella,I walked,minä,olen soudellut,en ole soudellut
122,row,soudella,You walked,sinä,olet soudellut,et ole soudellut
123,row,soudella,he/she walked,hän,on soudellut,ei ole soudellut
124,row,soudella,we walked,me,olemme soudelleet,emme ole soudelleet
125,row,soudella,you(plural/respectful) walked,te,olette soudelleet,ette ole soudelleet
126,row,soudella,they walked,he,ovat soudelleet,eivät ole soudelleet
127,row,soudella,(passive) walked,passiivi,on soudeltu,ei ole soudeltu
128,row,soudella,I was walking,minä,soutelin,en soudellut
129,row,soudella,You were walking,sinä,soutelit,et soudellut
130,row,soudella,he/she was walking,hän,souteli,ei soudellut
131,row,soudella,we were walking,me,soutelimme,emme soudelleet
132,row,soudella,you(plural/respectful) were walking,te,soutelitte,ette soudelleet
133,row,soudella,they were walking,he,soutelivat,eivät soudelleet
134,row,soudella,(passive) were walking,passiivi,soudeltiin,ei soudeltu
135,row,soudella,I had walked,minä,olin soudellut,en ollut soudellut
136,row,soudella,You had walked,sinä,olit soudellut,et ollut soudellut
137,row,soudella,He/she had walked,hän,oli soudellut,ei ollut soudellut
138,row,soudella,We had walked,me,olimme soudelleet,emme olleet soudelleet
139,row,soudella,You(plural/repectful) had walked,te,olitte soudelleet,ette olleet soudelleet
140,row,soudella,They had walked,he,olivat soudelleet,eivät olleet soudelleet
141,row,soudella,(passive) had walked,passiivi,oli soudeltu,ei ollut soudeltu
142,do,soukentaa,,,,
143,english,souketa,,,,
144,row,soutaa,I am walking,minä,soudan,en souda
145,row,soutaa,you are walking,sinä,soudat,et souda
146,row,soutaa,he/she is walking,hän,soutaa,ei souda
147,row,soutaa,we are walking,me,soudamme,emme souda
148,row,soutaa,you(plural/respectful) are walking,te,soudatte,ette souda
149,row,soutaa,they are walking,he,soutavat,eivät souda
150,row,soutaa,(passive) walking,passiivi,soudetaan,ei soudeta
151,row,soutaa,I walked,minä,olen soutanut,en ole soutanut
152,row,soutaa,You walked,sinä,olet soutanut,et ole soutanut
153,row,soutaa,he/she walked,hän,on soutanut,ei ole soutanut
154,row,soutaa,we walked,me,olemme soutaneet,emme ole soutaneet
155,row,soutaa,you(plural/respectful) walked,te,olette soutaneet,ette ole soutaneet
156,row,soutaa,they walked,he,ovat soutaneet,eivät ole soutaneet
157,row,soutaa,(passive) walked,passiivi,on soudettu,ei ole soudettu
158,row,soutaa,I was walking,minä,soudin,en soutanut
159,row,soutaa,You were walking,sinä,soudit,et soutanut
160,row,soutaa,he/she was walking,hän,souti,ei soutanut
161,row,soutaa,we were walking,me,soudimme,emme soutaneet
162,row,soutaa,you(plural/respectful) were walking,te,souditte,ette soutaneet
163,row,soutaa,they were walking,he,soutivat,eivät soutaneet
164,row,soutaa,(passive) were walking,passiivi,soudettiin,ei soudettu
165,row,soutaa,I had walked,minä,olin soutanut,en ollut soutanut
166,row,soutaa,You had walked,sinä,olit soutanut,et ollut soutanut
167,row,soutaa,He/she had walked,hän,oli soutanut,ei ollut soutanut
168,row,soutaa,We had walked,me,olimme soutaneet,emme olleet soutaneet
169,row,soutaa,You(plural/repectful) had walked,te,olitte soutaneet,ette olleet soutaneet
170,row,soutaa,They had walked,he,olivat soutaneet,eivät olleet soutaneet
171,row,soutaa,(passive) had walked,passiivi,oli soudettu,ei ollut soudettu
172,apply,soveltaa,I am walking,minä,sovellan,en sovella
173,apply,soveltaa,you are walking,sinä,sovellat,et sovella
174,apply,soveltaa,he/she is walking,hän,soveltaa,ei sovella
175,apply,soveltaa,we are walking,me,sovellamme,emme sovella
176,apply,soveltaa,you(plural/respectful) are walking,te,sovellatte,ette sovella
177,apply,soveltaa,they are walking,he,soveltavat,eivät sovella
178,apply,soveltaa,(passive) walking,passiivi,sovelletaan,ei sovelleta
179,apply,soveltaa,I walked,minä,olen soveltanut,en ole soveltanut
180,apply,soveltaa,You walked,sinä,olet soveltanut,et ole soveltanut
181,apply,soveltaa,he/she walked,hän,on soveltanut,ei ole soveltanut
182,apply,soveltaa,we walked,me,olemme soveltaneet,emme ole soveltaneet
183,apply,soveltaa,you(plural/respectful) walked,te,olette soveltaneet,ette ole soveltaneet
184,apply,soveltaa,they walked,he,ovat soveltaneet,eivät ole soveltaneet
185,apply,soveltaa,(passive) walked,passiivi,on sovellettu,ei ole sovellettu
186,apply,soveltaa,I was walking,minä,sovelsin,en soveltanut
187,apply,soveltaa,You were walking,sinä,sovelsit,et soveltanut
188,apply,soveltaa,he/she was walking,hän,sovelsi,ei soveltanut
189,apply,soveltaa,we were walking,me,sovelsimme,emme soveltaneet
190,apply,soveltaa,you(plural/respectful) were walking,te,sovelsitte,ette soveltaneet
191,apply,soveltaa,they were walking,he,sovelsivat,eivät soveltaneet
192,apply,soveltaa,(passive) were walking,passiivi,sovellettiin,ei sovellettu
193,apply,soveltaa,I had walked,minä,olin soveltanut,en ollut soveltanut
194,apply,soveltaa,You had walked,sinä,olit soveltanut,et ollut soveltanut
195,apply,soveltaa,He/she had walked,hän,oli soveltanut,ei ollut soveltanut
196,apply,soveltaa,We had walked,me,olimme soveltaneet,emme olleet soveltaneet
197,apply,soveltaa,You(plural/repectful) had walked,te,olitte soveltaneet,ette olleet soveltaneet
198,apply,soveltaa,They had walked,he,olivat soveltaneet,eivät olleet soveltaneet
199,apply,soveltaa,(passive) had walked,passiivi,oli sovellettu,ei ollut sovellettu
200,suit,soveltua,I am walking,minä,sovellun,en sovellu
201,suit,soveltua,you are walking,sinä,sovellut,et sovellu
202,suit,soveltua,he/she is walking,hän,soveltuu,ei sovellu
203,suit,soveltua,we are walking,me,sovellumme,emme sovellu
204,suit,soveltua,you(plural/respectful) are walking,te,sovellutte,ette sovellu
205,suit,soveltua,they are walking,he,soveltuvat,eivät sovellu
206,suit,soveltua,(passive) walking,passiivi,sovellutaan,ei sovelluta
207,suit,soveltua,I walked,minä,olen soveltunut,en ole soveltunut
208,suit,soveltua,You walked,sinä,olet soveltunut,et ole soveltunut
209,suit,soveltua,he/she walked,hän,on soveltunut,ei ole soveltunut
210,suit,soveltua,we walked,me,olemme soveltuneet,emme ole soveltuneet
211,suit,soveltua,you(plural/respectful) walked,te,olette soveltuneet,ette ole soveltuneet
212,suit,soveltua,they walked,he,ovat soveltuneet,eivät ole soveltuneet
213,suit,soveltua,(passive) walked,passiivi,on sovelluttu,ei ole sovelluttu
214,suit,soveltua,I was walking,minä,sovelluin,en soveltunut
215,suit,soveltua,You were walking,sinä,sovelluit,et soveltunut
216,suit,soveltua,he/she was walking,hän,soveltui,ei soveltunut
217,suit,soveltua,we were walking,me,sovelluimme,emme soveltuneet
218,suit,soveltua,you(plural/respectful) were walking,te,sovelluitte,ette soveltuneet
219,suit,soveltua,they were walking,he,soveltuivat,eivät soveltuneet
220,suit,soveltua,(passive) were walking,passiivi,sovelluttiin,ei sovelluttu
221,suit,soveltua,I had walked,minä,olin soveltunut,en ollut soveltunut
222,suit,soveltua,You had walked,sinä,olit soveltunut,et ollut soveltunut
223,suit,soveltua,He/she had walked,hän,oli soveltunut,ei ollut soveltunut
224,suit,soveltua,We had walked,me,olimme soveltuneet,emme olleet soveltuneet
225,suit,soveltua,You(plural/repectful) had walked,te,olitte soveltuneet,ette olleet soveltuneet
226,suit,soveltua,They had walked,he,olivat soveltuneet,eivät olleet soveltuneet
227,suit,soveltua,(passive) had walked,passiivi,oli sovelluttu,ei ollut sovelluttu
228,mediate,sovitella,I am walking,minä,sovittelen,en sovittele
229,mediate,sovitella,you are walking,sinä,sovittelet,et sovittele
230,mediate,sovitella,he/she is walking,hän,sovittelee,ei sovittele
231,mediate,sovitella,we are walking,me,sovittelemme,emme sovittele
232,mediate,sovitella,you(plural/respectful) are walking,te,sovittelette,ette sovittele
233,mediate,sovitella,they are walking,he,sovittelevat,eivät sovittele
234,mediate,sovitella,(passive) walking,passiivi,sovitellaan,ei sovitella
235,mediate,sovitella,I walked,minä,olen sovitellut,en ole sovitellut
236,mediate,sovitella,You walked,sinä,olet sovitellut,et ole sovitellut
237,mediate,sovitella,he/she walked,hän,on sovitellut,ei ole sovitellut
238,mediate,sovitella,we walked,me,olemme sovitelleet,emme ole sovitelleet
239,mediate,sovitella,you(plural/respectful) walked,te,olette sovitelleet,ette ole sovitelleet
240,mediate,sovitella,they walked,he,ovat sovitelleet,eivät ole sovitelleet
241,mediate,sovitella,(passive) walked,passiivi,on soviteltu,ei ole soviteltu
242,mediate,sovitella,I was walking,minä,sovittelin,en sovitellut
243,mediate,sovitella,You were walking,sinä,sovittelit,et sovitellut
244,mediate,sovitella,he/she was walking,hän,sovitteli,ei sovitellut
245,mediate,sovitella,we were walking,me,sovittelimme,emme sovitelleet
246,mediate,sovitella,you(plural/respectful) were walking,te,sovittelitte,ette sovitelleet
247,mediate,sovitella,they were walking,he,sovittelivat,eivät sovitelleet
248,mediate,sovitella,(passive) were walking,passiivi,soviteltiin,ei soviteltu
249,mediate,sovitella,I had walked,minä,olin sovitellut,en ollut sovitellut
250,mediate,sovitella,You had walked,sinä,olit sovitellut,et ollut sovitellut
251,mediate,sovitella,He/she had walked,hän,oli sovitellut,ei ollut sovitellut
252,mediate,sovitella,We had walked,me,olimme sovitelleet,emme olleet sovitelleet
253,mediate,sovitella,You(plural/repectful) had walked,te,olitte sovitelleet,ette olleet sovitelleet
254,mediate,sovitella,They had walked,he,olivat sovitelleet,eivät olleet sovitelleet
255,mediate,sovitella,(passive) had walked,passiivi,oli soviteltu,ei ollut soviteltu
256,fit,sovittaa,I am walking,minä,sovitan,en sovita
257,fit,sovittaa,you are walking,sinä,sovitat,et sovita
258,fit,sovittaa,he/she is walking,hän,sovittaa,ei sovita
259,fit,sovittaa,we are walking,me,sovitamme,emme sovita
260,fit,sovittaa,you(plural/respectful) are walking,te,sovitatte,ette sovita
261,fit,sovittaa,they are walking,he,sovittavat,eivät sovita
262,fit,sovittaa,(passive) walking,passiivi,sovitetaan,ei soviteta
263,fit,sovittaa,I walked,minä,olen sovittanut,en ole sovittanut
264,fit,sovittaa,You walked,sinä,olet sovittanut,et ole sovittanut
265,fit,sovittaa,he/she walked,hän,on sovittanut,ei ole sovittanut
266,fit,sovittaa,we walked,me,olemme sovittaneet,emme ole sovittaneet
267,fit,sovittaa,you(plural/respectful) walked,te,olette sovittaneet,ette ole sovittaneet
268,fit,sovittaa,they walked,he,ovat sovittaneet,eivät ole sovittaneet
269,fit,sovittaa,(passive) walked,passiivi,on sovitettu,ei ole sovitettu
270,fit,sovittaa,I was walking,minä,sovitin,en sovittanut
271,fit,sovittaa,You were walking,sinä,sovitit,et sovittanut
272,fit,sovittaa,he/she was walking,hän,sovitti,ei sovittanut
273,fit,sovittaa,we were walking,me,sovitimme,emme sovittaneet
274,fit,sovittaa,you(plural/respectful) were walking,te,sovititte,ette sovittaneet
275,fit,sovittaa,they were walking,he,sovittivat,eivät sovittaneet
276,fit,sovittaa,(passive) were walking,passiivi,sovitettiin,ei sovitettu
277,fit,sovittaa,I had walked,minä,olin sovittanut,en ollut sovittanut
278,fit,sovittaa,You had walked,sinä,olit sovittanut,et ollut sovittanut
279,fit,sovittaa,He/she had walked,hän,oli sovittanut,ei ollut sovittanut
280,fit,sovittaa,We had walked,me,olimme sovittaneet,emme olleet sovittaneet
281,fit,sovittaa,You(plural/repectful) had walked,te,olitte sovittaneet,ette olleet sovittaneet
282,fit,sovittaa,They had walked,he,olivat sovittaneet,eivät olleet sovittaneet
283,fit,sovittaa,(passive) had walked,passiivi,oli sovitettu,ei ollut sovitettu
284,fit into,sovittautua,,,,
285,do,spaklata,,,,
286,spar,sparrata,I am walking,minä,sparraan,en sparraa
287,spar,sparrata,you are walking,sinä,sparraat,et sparraa
288,spar,sparrata,he/she is walking,hän,sparraa,ei sparraa
289,spar,sparrata,we are walking,me,sparraamme,emme sparraa
290,spar,sparrata,you(plural/respectful) are walking,te,sparraatte,ette sparraa
291,spar,sparrata,they are walking,he,sparraavat,eivät sparraa
292,spar,sparrata,(passive) walking,passiivi,sparrataan,ei sparrata
293,spar,sparrata,I walked,minä,olen sparrannut,en ole sparrannut
294,spar,sparrata,You walked,sinä,olet sparrannut,et ole sparrannut
295,spar,sparrata,he/she walked,hän,on sparrannut,ei ole sparrannut
296,spar,sparrata,we walked,me,olemme sparranneet,emme ole sparranneet
297,spar,sparrata,you(plural/respectful) walked,te,olette sparranneet,ette ole sparranneet
298,spar,sparrata,they walked,he,ovat sparranneet,eivät ole sparranneet
299,spar,sparrata,(passive) walked,passiivi,on sparrattu,ei ole sparrattu
300,spar,sparrata,I was walking,minä,sparrasin,en sparrannut
301,spar,sparrata,You were walking,sinä,sparrasit,et sparrannut
302,spar,sparrata,he/she was walking,hän,sparrasi,ei sparrannut
303,spar,sparrata,we were walking,me,sparrasimme,emme sparranneet
304,spar,sparrata,you(plural/respectful) were walking,te,sparrasitte,ette sparranneet
305,spar,sparrata,they were walking,he,sparrasivat,eivät sparranneet
306,spar,sparrata,(passive) were walking,passiivi,sparrattiin,ei sparrattu
307,spar,sparrata,I had walked,minä,olin sparrannut,en ollut sparrannut
308,spar,sparrata,You had walked,sinä,olit sparrannut,et ollut sparrannut
309,spar,sparrata,He/she had walked,hän,oli sparrannut,ei ollut sparrannut
310,spar,sparrata,We had walked,me,olimme sparranneet,emme olleet sparranneet
311,spar,sparrata,You(plural/repectful) had walked,te,olitte sparranneet,ette olleet sparranneet
312,spar,sparrata,They had walked,he,olivat sparranneet,eivät olleet sparranneet
313,spar,sparrata,(passive) had walked,passiivi,oli sparrattu,ei ollut sparrattu
314,speculate,spekuloida,I am walking,minä,spekuloin,en spekuloi
315,speculate,spekuloida,you are walking,sinä,spekuloit,et spekuloi
316,speculate,spekuloida,he/she is walking,hän,spekuloi,ei spekuloi
317,speculate,spekuloida,we are walking,me,spekuloimme,emme spekuloi
318,speculate,spekuloida,you(plural/respectful) are walking,te,spekuloitte,ette spekuloi
319,speculate,spekuloida,they are walking,he,spekuloivat,eivät spekuloi
320,speculate,spekuloida,(passive) walking,passiivi,spekuloidaan,ei spekuloida
321,speculate,spekuloida,I walked,minä,olen spekuloinut,en ole spekuloinut
322,speculate,spekuloida,You walked,sinä,olet spekuloinut,et ole spekuloinut
323,speculate,spekuloida,he/she walked,hän,on spekuloinut,ei ole spekuloinut
324,speculate,spekuloida,we walked,me,olemme spekuloineet,emme ole spekuloineet
325,speculate,spekuloida,you(plural/respectful) walked,te,olette spekuloineet,ette ole spekuloineet
326,speculate,spekuloida,they walked,he,ovat spekuloineet,eivät ole spekuloineet
327,speculate,spekuloida,(passive) walked,passiivi,on spekuloitu,ei ole spekuloitu
328,speculate,spekuloida,I was walking,minä,spekuloin,en spekuloinut
329,speculate,spekuloida,You were walking,sinä,spekuloit,et spekuloinut
330,speculate,spekuloida,he/she was walking,hän,spekuloi,ei spekuloinut
331,speculate,spekuloida,we were walking,me,spekuloimme,emme spekuloineet
332,speculate,spekuloida,you(plural/respectful) were walking,te,spekuloitte,ette spekuloineet
333,speculate,spekuloida,they were walking,he,spekuloivat,eivät spekuloineet
334,speculate,spekuloida,(passive) were walking,passiivi,spekuloitiin,ei spekuloitu
335,speculate,spekuloida,I had walked,minä,olin spekuloinut,en ollut spekuloinut
336,speculate,spekuloida,You had walked,sinä,olit spekuloinut,et ollut spekuloinut
337,speculate,spekuloida,He/she had walked,hän,oli spekuloinut,ei ollut spekuloinut
338,speculate,spekuloida,We had walked,me,olimme spekuloineet,emme olleet spekuloineet
339,speculate,spekuloida,You(plural/repectful) had walked,te,olitte spekuloineet,ette olleet spekuloineet
340,speculate,spekuloida,They had walked,he,olivat spekuloineet,eivät olleet spekuloineet
341,speculate,spekuloida,(passive) had walked,passiivi,oli spekuloitu,ei ollut spekuloitu
342,specialize,spesiaalistaa,,,,
343,specialize,spesiaalistua,,,,
344,do,spesialisoida,,,,
345,specialize,spesialisoitua,,,,
346,specify,spesifioida,,,,
347,do,spiikata,I am walking,minä,spiikkaan,en spiikkaa
348,do,spiikata,you are walking,sinä,spiikkaat,et spiikkaa
349,do,spiikata,he/she is walking,hän,spiikkaa,ei spiikkaa
350,do,spiikata,we are walking,me,spiikkaamme,emme spiikkaa
351,do,spiikata,you(plural/respectful) are walking,te,spiikkaatte,ette spiikkaa
352,do,spiikata,they are walking,he,spiikkaavat,eivät spiikkaa
353,do,spiikata,(passive) walking,passiivi,spiikataan,ei spiikata
354,do,spiikata,I walked,minä,olen spiikannut,en ole spiikannut
355,do,spiikata,You walked,sinä,olet spiikannut,et ole spiikannut
356,do,spiikata,he/she walked,hän,on spiikannut,ei ole spiikannut
357,do,spiikata,we walked,me,olemme spiikanneet,emme ole spiikanneet
358,do,spiikata,you(plural/respectful) walked,te,olette spiikanneet,ette ole spiikanneet
359,do,spiikata,they walked,he,ovat spiikanneet,eivät ole spiikanneet
360,do,spiikata,(passive) walked,passiivi,on spiikattu,ei ole spiikattu
361,do,spiikata,I was walking,minä,spiikkasin,en spiikannut
362,do,spiikata,You were walking,sinä,spiikkasit,et spiikannut
363,do,spiikata,he/she was walking,hän,spiikkasi,ei spiikannut
364,do,spiikata,we were walking,me,spiikkasimme,emme spiikanneet
365,do,spiikata,you(plural/respectful) were walking,te,spiikkasitte,ette spiikanneet
366,do,spiikata,they were walking,he,spiikkasivat,eivät spiikanneet
367,do,spiikata,(passive) were walking,passiivi,spiikattiin,ei spiikattu
368,do,spiikata,I had walked,minä,olin spiikannut,en ollut spiikannut
369,do,spiikata,You had walked,sinä,olit spiikannut,et ollut spiikannut
370,do,spiikata,He/she had walked,hän,oli spiikannut,ei ollut spiikannut
371,do,spiikata,We had walked,me,olimme spiikanneet,emme olleet spiikanneet
372,do,spiikata,You(plural/repectful) had walked,te,olitte spiikanneet,ette olleet spiikanneet
373,do,spiikata,They had walked,he,olivat spiikanneet,eivät olleet spiikanneet
374,do,spiikata,(passive) had walked,passiivi,oli spiikattu,ei ollut spiikattu
375,spin,spinnata,,,,
376,split,splitata,I am walking,minä,splittaan,en splittaa
377,split,splitata,you are walking,sinä,splittaat,et splittaa
378,split,splitata,he/she is walking,hän,splittaa,ei splittaa
379,split,splitata,we are walking,me,splittaamme,emme splittaa
380,split,splitata,you(plural/respectful) are walking,te,splittaatte,ette splittaa
381,split,splitata,they are walking,he,splittaavat,eivät splittaa
382,split,splitata,(passive) walking,passiivi,splitataan,ei splitata
383,split,splitata,I walked,minä,olen splitannut,en ole splitannut
384,split,splitata,You walked,sinä,olet splitannut,et ole splitannut
385,split,splitata,he/she walked,hän,on splitannut,ei ole splitannut
386,split,splitata,we walked,me,olemme splitanneet,emme ole splitanneet
387,split,splitata,you(plural/respectful) walked,te,olette splitanneet,ette ole splitanneet
388,split,splitata,they walked,he,ovat splitanneet,eivät ole splitanneet
