,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
40,wave,aallota,they walked,he,ovat aallonneet,eivät ole aallonneet
41,wave,aallota,(passive) walked,passiivi,on aallottu,ei ole aallottu
42,wave,aallota,I was walking,minä,aaltosin,en aallonnut
43,wave,aallota,You were walking,sinä,aaltosit,et aallonnut
44,wave,aallota,he/she was walking,hän,aaltosi,ei aallonnut
45,wave,aallota,we were walking,me,aaltosimme,emme aallonneet
46,wave,aallota,you(plural/respectful) were walking,te,aaltositte,ette aallonneet
47,wave,aallota,they were walking,he,aaltosivat,eivät aallonneet
48,wave,aallota,(passive) were walking,passiivi,aallottiin,ei aallottu
49,wave,aallota,I had walked,minä,olin aallonnut,en ollut aallonnut
50,wave,aallota,You had walked,sinä,olit aallonnut,et ollut aallonnut
51,wave,aallota,He/she had walked,hän,oli aallonnut,ei ollut aallonnut
52,wave,aallota,We had walked,me,olimme aallonneet,emme olleet aallonneet
53,wave,aallota,You(plural/repectful) had walked,te,olitte aallonneet,ette olleet aallonneet
54,wave,aallota,They had walked,he,olivat aallonneet,eivät olleet aallonneet
55,wave,aallota,(passive) had walked,passiivi,oli aallottu,ei ollut aallottu
56,corrugate,aallottaa,I am walking,minä,aallotan,en aallota
57,corrugate,aallottaa,you are walking,sinä,aallotat,et aallota
58,corrugate,aallottaa,he/she is walking,hän,aallottaa,ei aallota
59,corrugate,aallottaa,we are walking,me,aallotamme,emme aallota
60,corrugate,aallottaa,you(plural/respectful) are walking,te,aallotatte,ette aallota
61,corrugate,aallottaa,they are walking,he,aallottavat,eivät aallota
62,corrugate,aallottaa,(passive) walking,passiivi,aallotetaan,ei aalloteta
63,corrugate,aallottaa,I walked,minä,olen aallottanut,en ole aallottanut
64,corrugate,aallottaa,You walked,sinä,olet aallottanut,et ole aallottanut
65,corrugate,aallottaa,he/she walked,hän,on aallottanut,ei ole aallottanut
66,corrugate,aallottaa,we walked,me,olemme aallottaneet,emme ole aallottaneet
67,corrugate,aallottaa,you(plural/respectful) walked,te,olette aallottaneet,ette ole aallottaneet
68,corrugate,aallottaa,they walked,he,ovat aallottaneet,eivät ole aallottaneet
69,corrugate,aallottaa,(passive) walked,passiivi,on aallotettu,ei ole aallotettu
70,corrugate,aallottaa,I was walking,minä,aallotin,en aallottanut
71,corrugate,aallottaa,You were walking,sinä,aallotit,et aallottanut
72,corrugate,aallottaa,he/she was walking,hän,aallotti,ei aallottanut
73,corrugate,aallottaa,we were walking,me,aallotimme,emme aallottaneet
74,corrugate,aallottaa,you(plural/respectful) were walking,te,aallotitte,ette aallottaneet
75,corrugate,aallottaa,they were walking,he,aallottivat,eivät aallottaneet
76,corrugate,aallottaa,(passive) were walking,passiivi,aallotettiin,ei aallotettu
77,corrugate,aallottaa,I had walked,minä,olin aallottanut,en ollut aallottanut
78,corrugate,aallottaa,You had walked,sinä,olit aallottanut,et ollut aallottanut
79,corrugate,aallottaa,He/she had walked,hän,oli aallottanut,ei ollut aallottanut
80,corrugate,aallottaa,We had walked,me,olimme aallottaneet,emme olleet aallottaneet
81,corrugate,aallottaa,You(plural/repectful) had walked,te,olitte aallottaneet,ette olleet aallottaneet
82,corrugate,aallottaa,They had walked,he,olivat aallottaneet,eivät olleet aallottaneet
83,corrugate,aallottaa,(passive) had walked,passiivi,oli aallotettu,ei ollut aallotettu
84,wave,aaltoilla,I am walking,minä,aaltoilen,en aaltoile
85,wave,aaltoilla,you are walking,sinä,aaltoilet,et aaltoile
86,wave,aaltoilla,he/she is walking,hän,aaltoilee,ei aaltoile
87,wave,aaltoilla,we are walking,me,aaltoilemme,emme aaltoile
88,wave,aaltoilla,you(plural/respectful) are walking,te,aaltoilette,ette aaltoile
89,wave,aaltoilla,they are walking,he,aaltoilevat,eivät aaltoile
90,wave,aaltoilla,(passive) walking,passiivi,aaltoillaan,ei aaltoilla
91,wave,aaltoilla,I walked,minä,olen aaltoillut,en ole aaltoillut
92,wave,aaltoilla,You walked,sinä,olet aaltoillut,et ole aaltoillut
93,wave,aaltoilla,he/she walked,hän,on aaltoillut,ei ole aaltoillut
94,wave,aaltoilla,we walked,me,olemme aaltoilleet,emme ole aaltoilleet
95,wave,aaltoilla,you(plural/respectful) walked,te,olette aaltoilleet,ette ole aaltoilleet
96,wave,aaltoilla,they walked,he,ovat aaltoilleet,eivät ole aaltoilleet
97,wave,aaltoilla,(passive) walked,passiivi,on aaltoiltu,ei ole aaltoiltu
98,wave,aaltoilla,I was walking,minä,aaltoilin,en aaltoillut
99,wave,aaltoilla,You were walking,sinä,aaltoilit,et aaltoillut
100,wave,aaltoilla,he/she was walking,hän,aaltoili,ei aaltoillut
101,wave,aaltoilla,we were walking,me,aaltoilimme,emme aaltoilleet
102,wave,aaltoilla,you(plural/respectful) were walking,te,aaltoilitte,ette aaltoilleet
103,wave,aaltoilla,they were walking,he,aaltoilivat,eivät aaltoilleet
104,wave,aaltoilla,(passive) were walking,passiivi,aaltoiltiin,ei aaltoiltu
105,wave,aaltoilla,I had walked,minä,olin aaltoillut,en ollut aaltoillut
106,wave,aaltoilla,You had walked,sinä,olit aaltoillut,et ollut aaltoillut
107,wave,aaltoilla,He/she had walked,hän,oli aaltoillut,ei ollut aaltoillut
108,wave,aaltoilla,We had walked,me,olimme aaltoilleet,emme olleet aaltoilleet
109,wave,aaltoilla,You(plural/repectful) had walked,te,olitte aaltoilleet,ette olleet aaltoilleet
110,wave,aaltoilla,They had walked,he,olivat aaltoilleet,eivät olleet aaltoilleet
111,wave,aaltoilla,(passive) had walked,passiivi,oli aaltoiltu,ei ollut aaltoiltu
112,have breakfast,aamiaistaa,I am walking,minä,aamiaistan,en aamiaista
113,have breakfast,aamiaistaa,you are walking,sinä,aamiaistat,et aamiaista
114,have breakfast,aamiaistaa,he/she is walking,hän,aamiaistaa,ei aamiaista
115,have breakfast,aamiaistaa,we are walking,me,aamiaistamme,emme aamiaista
116,have breakfast,aamiaistaa,you(plural/respectful) are walking,te,aamiaistatte,ette aamiaista
117,have breakfast,aamiaistaa,they are walking,he,aamiaistavat,eivät aamiaista
118,have breakfast,aamiaistaa,(passive) walking,passiivi,aamiaistetaan,ei aamiaisteta
119,have breakfast,aamiaistaa,I walked,minä,olen aamiaistanut,en ole aamiaistanut
120,have breakfast,aamiaistaa,You walked,sinä,olet aamiaistanut,et ole aamiaistanut
121,have breakfast,aamiaistaa,he/she walked,hän,on aamiaistanut,ei ole aamiaistanut
122,have breakfast,aamiaistaa,we walked,me,olemme aamiaistaneet,emme ole aamiaistaneet
123,have breakfast,aamiaistaa,you(plural/respectful) walked,te,olette aamiaistaneet,ette ole aamiaistaneet
124,have breakfast,aamiaistaa,they walked,he,ovat aamiaistaneet,eivät ole aamiaistaneet
125,have breakfast,aamiaistaa,(passive) walked,passiivi,on aamiaistettu,ei ole aamiaistettu
126,have breakfast,aamiaistaa,I was walking,minä,aamiaistin,en aamiaistanut
127,have breakfast,aamiaistaa,You were walking,sinä,aamiaistit,et aamiaistanut
128,have breakfast,aamiaistaa,he/she was walking,hän,aamiaisti,ei aamiaistanut
129,have breakfast,aamiaistaa,we were walking,me,aamiaistimme,emme aamiaistaneet
130,have breakfast,aamiaistaa,you(plural/respectful) were walking,te,aamiaistitte,ette aamiaistaneet
131,have breakfast,aamiaistaa,they were walking,he,aamiaistivat,eivät aamiaistaneet
132,have breakfast,aamiaistaa,(passive) were walking,passiivi,aamiaistettiin,ei aamiaistettu
133,have breakfast,aamiaistaa,I had walked,minä,olin aamiaistanut,en ollut aamiaistanut
134,have breakfast,aamiaistaa,You had walked,sinä,olit aamiaistanut,et ollut aamiaistanut
135,have breakfast,aamiaistaa,He/she had walked,hän,oli aamiaistanut,ei ollut aamiaistanut
136,have breakfast,aamiaistaa,We had walked,me,olimme aamiaistaneet,emme olleet aamiaistaneet
137,have breakfast,aamiaistaa,You(plural/repectful) had walked,te,olitte aamiaistaneet,ette olleet aamiaistaneet
138,have breakfast,aamiaistaa,They had walked,he,olivat aamiaistaneet,eivät olleet aamiaistaneet
139,have breakfast,aamiaistaa,(passive) had walked,passiivi,oli aamiaistettu,ei ollut aamiaistettu
140,ream,aarporata,,,,
141,do,aatella,,,,
142,ennoble,aateloida,I am walking,minä,aateloin,en aateloi
143,ennoble,aateloida,you are walking,sinä,aateloit,et aateloi
144,ennoble,aateloida,he/she is walking,hän,aateloi,ei aateloi
145,ennoble,aateloida,we are walking,me,aateloimme,emme aateloi
146,ennoble,aateloida,you(plural/respectful) are walking,te,aateloitte,ette aateloi
147,ennoble,aateloida,they are walking,he,aateloivat,eivät aateloi
148,ennoble,aateloida,(passive) walking,passiivi,aateloidaan,ei aateloida
149,ennoble,aateloida,I walked,minä,olen aateloinut,en ole aateloinut
150,ennoble,aateloida,You walked,sinä,olet aateloinut,et ole aateloinut
151,ennoble,aateloida,he/she walked,hän,on aateloinut,ei ole aateloinut
152,ennoble,aateloida,we walked,me,olemme aateloineet,emme ole aateloineet
153,ennoble,aateloida,you(plural/respectful) walked,te,olette aateloineet,ette ole aateloineet
154,ennoble,aateloida,they walked,he,ovat aateloineet,eivät ole aateloineet
155,ennoble,aateloida,(passive) walked,passiivi,on aateloitu,ei ole aateloitu
156,ennoble,aateloida,I was walking,minä,aateloin,en aateloinut
157,ennoble,aateloida,You were walking,sinä,aateloit,et aateloinut
158,ennoble,aateloida,he/she was walking,hän,aateloi,ei aateloinut
159,ennoble,aateloida,we were walking,me,aateloimme,emme aateloineet
160,ennoble,aateloida,you(plural/respectful) were walking,te,aateloitte,ette aateloineet
161,ennoble,aateloida,they were walking,he,aateloivat,eivät aateloineet
162,ennoble,aateloida,(passive) were walking,passiivi,aateloitiin,ei aateloitu
163,ennoble,aateloida,I had walked,minä,olin aateloinut,en ollut aateloinut
164,ennoble,aateloida,You had walked,sinä,olit aateloinut,et ollut aateloinut
165,ennoble,aateloida,He/she had walked,hän,oli aateloinut,ei ollut aateloinut
166,ennoble,aateloida,We had walked,me,olimme aateloineet,emme olleet aateloineet
167,ennoble,aateloida,You(plural/repectful) had walked,te,olitte aateloineet,ette olleet aateloineet
168,ennoble,aateloida,They had walked,he,olivat aateloineet,eivät olleet aateloineet
169,ennoble,aateloida,(passive) had walked,passiivi,oli aateloitu,ei ollut aateloitu
170,desertify,aavikoittaa,,,,
171,desertify,aavikoitua,I am walking,minä,–,–
172,desertify,aavikoitua,you are walking,sinä,–,–
173,desertify,aavikoitua,he/she is walking,hän,aavikoituu,ei aavikoidu
174,desertify,aavikoitua,we are walking,me,–,–
175,desertify,aavikoitua,you(plural/respectful) are walking,te,–,–
176,desertify,aavikoitua,they are walking,he,aavikoituvat,eivät aavikoidu
177,desertify,aavikoitua,(passive) walking,passiivi,–,–
178,desertify,aavikoitua,I walked,minä,–,–
179,desertify,aavikoitua,You walked,sinä,–,–
180,desertify,aavikoitua,he/she walked,hän,on aavikoitunut,ei ole aavikoitunut
181,desertify,aavikoitua,we walked,me,–,–
182,desertify,aavikoitua,you(plural/respectful) walked,te,–,–
183,desertify,aavikoitua,they walked,he,ovat aavikoituneet,eivät ole aavikoituneet
184,desertify,aavikoitua,(passive) walked,passiivi,–,–
185,desertify,aavikoitua,I was walking,minä,–,–
186,desertify,aavikoitua,You were walking,sinä,–,–
187,desertify,aavikoitua,he/she was walking,hän,aavikoitui,ei aavikoitunut
188,desertify,aavikoitua,we were walking,me,–,–
189,desertify,aavikoitua,you(plural/respectful) were walking,te,–,–
190,desertify,aavikoitua,they were walking,he,aavikoituivat,eivät aavikoituneet
191,desertify,aavikoitua,(passive) were walking,passiivi,–,–
192,desertify,aavikoitua,I had walked,minä,–,–
193,desertify,aavikoitua,You had walked,sinä,–,–
194,desertify,aavikoitua,He/she had walked,hän,oli aavikoitunut,ei ollut aavikoitunut
195,desertify,aavikoitua,We had walked,me,–,–
196,desertify,aavikoitua,You(plural/repectful) had walked,te,–,–
197,desertify,aavikoitua,They had walked,he,olivat aavikoituneet,eivät olleet aavikoituneet
198,desertify,aavikoitua,(passive) had walked,passiivi,–,–
199,anticipate,aavistaa,I am walking,minä,aavistan,en aavista
200,anticipate,aavistaa,you are walking,sinä,aavistat,et aavista
201,anticipate,aavistaa,he/she is walking,hän,aavistaa,ei aavista
202,anticipate,aavistaa,we are walking,me,aavistamme,emme aavista
203,anticipate,aavistaa,you(plural/respectful) are walking,te,aavistatte,ette aavista
204,anticipate,aavistaa,they are walking,he,aavistavat,eivät aavista
205,anticipate,aavistaa,(passive) walking,passiivi,aavistetaan,ei aavisteta
206,anticipate,aavistaa,I walked,minä,olen aavistanut,en ole aavistanut
207,anticipate,aavistaa,You walked,sinä,olet aavistanut,et ole aavistanut
208,anticipate,aavistaa,he/she walked,hän,on aavistanut,ei ole aavistanut
209,anticipate,aavistaa,we walked,me,olemme aavistaneet,emme ole aavistaneet
210,anticipate,aavistaa,you(plural/respectful) walked,te,olette aavistaneet,ette ole aavistaneet
211,anticipate,aavistaa,they walked,he,ovat aavistaneet,eivät ole aavistaneet
212,anticipate,aavistaa,(passive) walked,passiivi,on aavistettu,ei ole aavistettu
213,anticipate,aavistaa,I was walking,minä,aavistin,en aavistanut
214,anticipate,aavistaa,You were walking,sinä,aavistit,et aavistanut
215,anticipate,aavistaa,he/she was walking,hän,aavisti,ei aavistanut
216,anticipate,aavistaa,we were walking,me,aavistimme,emme aavistaneet
217,anticipate,aavistaa,you(plural/respectful) were walking,te,aavistitte,ette aavistaneet
218,anticipate,aavistaa,they were walking,he,aavistivat,eivät aavistaneet
219,anticipate,aavistaa,(passive) were walking,passiivi,aavistettiin,ei aavistettu
220,anticipate,aavistaa,I had walked,minä,olin aavistanut,en ollut aavistanut
221,anticipate,aavistaa,You had walked,sinä,olit aavistanut,et ollut aavistanut
222,anticipate,aavistaa,He/she had walked,hän,oli aavistanut,ei ollut aavistanut
223,anticipate,aavistaa,We had walked,me,olimme aavistaneet,emme olleet aavistaneet
224,anticipate,aavistaa,You(plural/repectful) had walked,te,olitte aavistaneet,ette olleet aavistaneet
225,anticipate,aavistaa,They had walked,he,olivat aavistaneet,eivät olleet aavistaneet
226,anticipate,aavistaa,(passive) had walked,passiivi,oli aavistettu,ei ollut aavistettu
227,have a hunch,aavistella,I am walking,minä,aavistelen,en aavistele
228,have a hunch,aavistella,you are walking,sinä,aavistelet,et aavistele
229,have a hunch,aavistella,he/she is walking,hän,aavistelee,ei aavistele
230,have a hunch,aavistella,we are walking,me,aavistelemme,emme aavistele
231,have a hunch,aavistella,you(plural/respectful) are walking,te,aavistelette,ette aavistele
232,have a hunch,aavistella,they are walking,he,aavistelevat,eivät aavistele
233,have a hunch,aavistella,(passive) walking,passiivi,aavistellaan,ei aavistella
234,have a hunch,aavistella,I walked,minä,olen aavistellut,en ole aavistellut
235,have a hunch,aavistella,You walked,sinä,olet aavistellut,et ole aavistellut
236,have a hunch,aavistella,he/she walked,hän,on aavistellut,ei ole aavistellut
237,have a hunch,aavistella,we walked,me,olemme aavistelleet,emme ole aavistelleet
238,have a hunch,aavistella,you(plural/respectful) walked,te,olette aavistelleet,ette ole aavistelleet
239,have a hunch,aavistella,they walked,he,ovat aavistelleet,eivät ole aavistelleet
240,have a hunch,aavistella,(passive) walked,passiivi,on aavisteltu,ei ole aavisteltu
241,have a hunch,aavistella,I was walking,minä,aavistelin,en aavistellut
242,have a hunch,aavistella,You were walking,sinä,aavistelit,et aavistellut
243,have a hunch,aavistella,he/she was walking,hän,aavisteli,ei aavistellut
244,have a hunch,aavistella,we were walking,me,aavistelimme,emme aavistelleet
245,have a hunch,aavistella,you(plural/respectful) were walking,te,aavistelitte,ette aavistelleet
246,have a hunch,aavistella,they were walking,he,aavistelivat,eivät aavistelleet
247,have a hunch,aavistella,(passive) were walking,passiivi,aavisteltiin,ei aavisteltu
248,have a hunch,aavistella,I had walked,minä,olin aavistellut,en ollut aavistellut
249,have a hunch,aavistella,You had walked,sinä,olit aavistellut,et ollut aavistellut
250,have a hunch,aavistella,He/she had walked,hän,oli aavistellut,ei ollut aavistellut
251,have a hunch,aavistella,We had walked,me,olimme aavistelleet,emme olleet aavistelleet
252,have a hunch,aavistella,You(plural/repectful) had walked,te,olitte aavistelleet,ette olleet aavistelleet
253,have a hunch,aavistella,They had walked,he,olivat aavistelleet,eivät olleet aavistelleet
254,have a hunch,aavistella,(passive) had walked,passiivi,oli aavisteltu,ei ollut aavisteltu
255,abdicate,abdikoida,,,,
256,abduct,abduktoida,I am walking,minä,abduktoin,en abduktoi
257,abduct,abduktoida,you are walking,sinä,abduktoit,et abduktoi
258,abduct,abduktoida,he/she is walking,hän,abduktoi,ei abduktoi
259,abduct,abduktoida,we are walking,me,abduktoimme,emme abduktoi
260,abduct,abduktoida,you(plural/respectful) are walking,te,abduktoitte,ette abduktoi
261,abduct,abduktoida,they are walking,he,abduktoivat,eivät abduktoi
262,abduct,abduktoida,(passive) walking,passiivi,abduktoidaan,ei abduktoida
263,abduct,abduktoida,I walked,minä,olen abduktoinut,en ole abduktoinut
264,abduct,abduktoida,You walked,sinä,olet abduktoinut,et ole abduktoinut
265,abduct,abduktoida,he/she walked,hän,on abduktoinut,ei ole abduktoinut
266,abduct,abduktoida,we walked,me,olemme abduktoineet,emme ole abduktoineet
267,abduct,abduktoida,you(plural/respectful) walked,te,olette abduktoineet,ette ole abduktoineet
268,abduct,abduktoida,they walked,he,ovat abduktoineet,eivät ole abduktoineet
269,abduct,abduktoida,(passive) walked,passiivi,on abduktoitu,ei ole abduktoitu
270,abduct,abduktoida,I was walking,minä,abduktoin,en abduktoinut
271,abduct,abduktoida,You were walking,sinä,abduktoit,et abduktoinut
272,abduct,abduktoida,he/she was walking,hän,abduktoi,ei abduktoinut
273,abduct,abduktoida,we were walking,me,abduktoimme,emme abduktoineet
274,abduct,abduktoida,you(plural/respectful) were walking,te,abduktoitte,ette abduktoineet
275,abduct,abduktoida,they were walking,he,abduktoivat,eivät abduktoineet
276,abduct,abduktoida,(passive) were walking,passiivi,abduktoitiin,ei abduktoitu
277,abduct,abduktoida,I had walked,minä,olin abduktoinut,en ollut abduktoinut
278,abduct,abduktoida,You had walked,sinä,olit abduktoinut,et ollut abduktoinut
279,abduct,abduktoida,He/she had walked,hän,oli abduktoinut,ei ollut abduktoinut
280,abduct,abduktoida,We had walked,me,olimme abduktoineet,emme olleet abduktoineet
281,abduct,abduktoida,You(plural/repectful) had walked,te,olitte abduktoineet,ette olleet abduktoineet
282,abduct,abduktoida,They had walked,he,olivat abduktoineet,eivät olleet abduktoineet
283,abduct,abduktoida,(passive) had walked,passiivi,oli abduktoitu,ei ollut abduktoitu
284,translate into abkhaz,abhaasintaa,,,,
285,abort,abortoida,I am walking,minä,abortoin,en abortoi
286,abort,abortoida,you are walking,sinä,abortoit,et abortoi
287,abort,abortoida,he/she is walking,hän,abortoi,ei abortoi
288,abort,abortoida,we are walking,me,abortoimme,emme abortoi
289,abort,abortoida,you(plural/respectful) are walking,te,abortoitte,ette abortoi
290,abort,abortoida,they are walking,he,abortoivat,eivät abortoi
291,abort,abortoida,(passive) walking,passiivi,abortoidaan,ei abortoida
292,abort,abortoida,I walked,minä,olen abortoinut,en ole abortoinut
293,abort,abortoida,You walked,sinä,olet abortoinut,et ole abortoinut
294,abort,abortoida,he/she walked,hän,on abortoinut,ei ole abortoinut
295,abort,abortoida,we walked,me,olemme abortoineet,emme ole abortoineet
296,abort,abortoida,you(plural/respectful) walked,te,olette abortoineet,ette ole abortoineet
297,abort,abortoida,they walked,he,ovat abortoineet,eivät ole abortoineet
298,abort,abortoida,(passive) walked,passiivi,on abortoitu,ei ole abortoitu
299,abort,abortoida,I was walking,minä,abortoin,en abortoinut
300,abort,abortoida,You were walking,sinä,abortoit,et abortoinut
301,abort,abortoida,he/she was walking,hän,abortoi,ei abortoinut
302,abort,abortoida,we were walking,me,abortoimme,emme abortoineet
303,abort,abortoida,you(plural/respectful) were walking,te,abortoitte,ette abortoineet
304,abort,abortoida,they were walking,he,abortoivat,eivät abortoineet
305,abort,abortoida,(passive) were walking,passiivi,abortoitiin,ei abortoitu
306,abort,abortoida,I had walked,minä,olin abortoinut,en ollut abortoinut
307,abort,abortoida,You had walked,sinä,olit abortoinut,et ollut abortoinut
308,abort,abortoida,He/she had walked,hän,oli abortoinut,ei ollut abortoinut
309,abort,abortoida,We had walked,me,olimme abortoineet,emme olleet abortoineet
310,abort,abortoida,You(plural/repectful) had walked,te,olitte abortoineet,ette olleet abortoineet
311,abort,abortoida,They had walked,he,olivat abortoineet,eivät olleet abortoineet
312,abort,abortoida,(passive) had walked,passiivi,oli abortoitu,ei ollut abortoitu
313,absorb,absorboida,I am walking,minä,absorboin,en absorboi
314,absorb,absorboida,you are walking,sinä,absorboit,et absorboi
315,absorb,absorboida,he/she is walking,hän,absorboi,ei absorboi
316,absorb,absorboida,we are walking,me,absorboimme,emme absorboi
317,absorb,absorboida,you(plural/respectful) are walking,te,absorboitte,ette absorboi
318,absorb,absorboida,they are walking,he,absorboivat,eivät absorboi
319,absorb,absorboida,(passive) walking,passiivi,absorboidaan,ei absorboida
320,absorb,absorboida,I walked,minä,olen absorboinut,en ole absorboinut
321,absorb,absorboida,You walked,sinä,olet absorboinut,et ole absorboinut
322,absorb,absorboida,he/she walked,hän,on absorboinut,ei ole absorboinut
323,absorb,absorboida,we walked,me,olemme absorboineet,emme ole absorboineet
324,absorb,absorboida,you(plural/respectful) walked,te,olette absorboineet,ette ole absorboineet
325,absorb,absorboida,they walked,he,ovat absorboineet,eivät ole absorboineet
326,absorb,absorboida,(passive) walked,passiivi,on absorboitu,ei ole absorboitu
327,absorb,absorboida,I was walking,minä,absorboin,en absorboinut
328,absorb,absorboida,You were walking,sinä,absorboit,et absorboinut
329,absorb,absorboida,he/she was walking,hän,absorboi,ei absorboinut
330,absorb,absorboida,we were walking,me,absorboimme,emme absorboineet
331,absorb,absorboida,you(plural/respectful) were walking,te,absorboitte,ette absorboineet
332,absorb,absorboida,they were walking,he,absorboivat,eivät absorboineet
333,absorb,absorboida,(passive) were walking,passiivi,absorboitiin,ei absorboitu
334,absorb,absorboida,I had walked,minä,olin absorboinut,en ollut absorboinut
335,absorb,absorboida,You had walked,sinä,olit absorboinut,et ollut absorboinut
336,absorb,absorboida,He/she had walked,hän,oli absorboinut,ei ollut absorboinut
337,absorb,absorboida,We had walked,me,olimme absorboineet,emme olleet absorboineet
338,absorb,absorboida,You(plural/repectful) had walked,te,olitte absorboineet,ette olleet absorboineet
339,absorb,absorboida,They had walked,he,olivat absorboineet,eivät olleet absorboineet
340,absorb,absorboida,(passive) had walked,passiivi,oli absorboitu,ei ollut absorboitu
341,be absorbed into,absorboitua,I am walking,minä,absorboidun,en absorboidu
342,be absorbed into,absorboitua,you are walking,sinä,absorboidut,et absorboidu
343,be absorbed into,absorboitua,he/she is walking,hän,absorboituu,ei absorboidu
344,be absorbed into,absorboitua,we are walking,me,absorboidumme,emme absorboidu
345,be absorbed into,absorboitua,you(plural/respectful) are walking,te,absorboidutte,ette absorboidu
346,be absorbed into,absorboitua,they are walking,he,absorboituvat,eivät absorboidu
347,be absorbed into,absorboitua,(passive) walking,passiivi,absorboidutaan,ei absorboiduta
348,be absorbed into,absorboitua,I walked,minä,olen absorboitunut,en ole absorboitunut
349,be absorbed into,absorboitua,You walked,sinä,olet absorboitunut,et ole absorboitunut
350,be absorbed into,absorboitua,he/she walked,hän,on absorboitunut,ei ole absorboitunut
351,be absorbed into,absorboitua,we walked,me,olemme absorboituneet,emme ole absorboituneet
352,be absorbed into,absorboitua,you(plural/respectful) walked,te,olette absorboituneet,ette ole absorboituneet
353,be absorbed into,absorboitua,they walked,he,ovat absorboituneet,eivät ole absorboituneet
354,be absorbed into,absorboitua,(passive) walked,passiivi,on absorboiduttu,ei ole absorboiduttu
355,be absorbed into,absorboitua,I was walking,minä,absorboiduin,en absorboitunut
356,be absorbed into,absorboitua,You were walking,sinä,absorboiduit,et absorboitunut
357,be absorbed into,absorboitua,he/she was walking,hän,absorboitui,ei absorboitunut
358,be absorbed into,absorboitua,we were walking,me,absorboiduimme,emme absorboituneet
359,be absorbed into,absorboitua,you(plural/respectful) were walking,te,absorboiduitte,ette absorboituneet
