,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
790,worry,ahdistaa,You had walked,sinä,olit ahdistanut,et ollut ahdistanut
791,worry,ahdistaa,He/she had walked,hän,oli ahdistanut,ei ollut ahdistanut
792,worry,ahdistaa,We had walked,me,olimme ahdistaneet,emme olleet ahdistaneet
793,worry,ahdistaa,You(plural/repectful) had walked,te,olitte ahdistaneet,ette olleet ahdistaneet
794,worry,ahdistaa,They had walked,he,olivat ahdistaneet,eivät olleet ahdistaneet
795,worry,ahdistaa,(passive) had walked,passiivi,oli ahdistettu,ei ollut ahdistettu
796,harass,ahdistella,I am walking,minä,ahdistelen,en ahdistele
797,harass,ahdistella,you are walking,sinä,ahdistelet,et ahdistele
798,harass,ahdistella,he/she is walking,hän,ahdistelee,ei ahdistele
799,harass,ahdistella,we are walking,me,ahdistelemme,emme ahdistele
800,harass,ahdistella,you(plural/respectful) are walking,te,ahdistelette,ette ahdistele
801,harass,ahdistella,they are walking,he,ahdistelevat,eivät ahdistele
802,harass,ahdistella,(passive) walking,passiivi,ahdistellaan,ei ahdistella
803,harass,ahdistella,I walked,minä,olen ahdistellut,en ole ahdistellut
804,harass,ahdistella,You walked,sinä,olet ahdistellut,et ole ahdistellut
805,harass,ahdistella,he/she walked,hän,on ahdistellut,ei ole ahdistellut
806,harass,ahdistella,we walked,me,olemme ahdistelleet,emme ole ahdistelleet
807,harass,ahdistella,you(plural/respectful) walked,te,olette ahdistelleet,ette ole ahdistelleet
808,harass,ahdistella,they walked,he,ovat ahdistelleet,eivät ole ahdistelleet
809,harass,ahdistella,(passive) walked,passiivi,on ahdisteltu,ei ole ahdisteltu
810,harass,ahdistella,I was walking,minä,ahdistelin,en ahdistellut
811,harass,ahdistella,You were walking,sinä,ahdistelit,et ahdistellut
812,harass,ahdistella,he/she was walking,hän,ahdisteli,ei ahdistellut
813,harass,ahdistella,we were walking,me,ahdistelimme,emme ahdistelleet
814,harass,ahdistella,you(plural/respectful) were walking,te,ahdistelitte,ette ahdistelleet
815,harass,ahdistella,they were walking,he,ahdistelivat,eivät ahdistelleet
816,harass,ahdistella,(passive) were walking,passiivi,ahdisteltiin,ei ahdisteltu
817,harass,ahdistella,I had walked,minä,olin ahdistellut,en ollut ahdistellut
818,harass,ahdistella,You had walked,sinä,olit ahdistellut,et ollut ahdistellut
819,harass,ahdistella,He/she had walked,hän,oli ahdistellut,ei ollut ahdistellut
820,harass,ahdistella,We had walked,me,olimme ahdistelleet,emme olleet ahdistelleet
821,harass,ahdistella,You(plural/repectful) had walked,te,olitte ahdistelleet,ette olleet ahdistelleet
822,harass,ahdistella,They had walked,he,olivat ahdistelleet,eivät olleet ahdistelleet
823,harass,ahdistella,(passive) had walked,passiivi,oli ahdisteltu,ei ollut ahdisteltu
824,get anxiousnervous,ahdistua,I am walking,minä,ahdistun,en ahdistu
825,get anxiousnervous,ahdistua,you are walking,sinä,ahdistut,et ahdistu
826,get anxiousnervous,ahdistua,he/she is walking,hän,ahdistuu,ei ahdistu
827,get anxiousnervous,ahdistua,we are walking,me,ahdistumme,emme ahdistu
828,get anxiousnervous,ahdistua,you(plural/respectful) are walking,te,ahdistutte,ette ahdistu
829,get anxiousnervous,ahdistua,they are walking,he,ahdistuvat,eivät ahdistu
830,get anxiousnervous,ahdistua,(passive) walking,passiivi,ahdistutaan,ei ahdistuta
831,get anxiousnervous,ahdistua,I walked,minä,olen ahdistunut,en ole ahdistunut
832,get anxiousnervous,ahdistua,You walked,sinä,olet ahdistunut,et ole ahdistunut
833,get anxiousnervous,ahdistua,he/she walked,hän,on ahdistunut,ei ole ahdistunut
834,get anxiousnervous,ahdistua,we walked,me,olemme ahdistuneet,emme ole ahdistuneet
835,get anxiousnervous,ahdistua,you(plural/respectful) walked,te,olette ahdistuneet,ette ole ahdistuneet
836,get anxiousnervous,ahdistua,they walked,he,ovat ahdistuneet,eivät ole ahdistuneet
837,get anxiousnervous,ahdistua,(passive) walked,passiivi,on ahdistuttu,ei ole ahdistuttu
838,get anxiousnervous,ahdistua,I was walking,minä,ahdistuin,en ahdistunut
839,get anxiousnervous,ahdistua,You were walking,sinä,ahdistuit,et ahdistunut
840,get anxiousnervous,ahdistua,he/she was walking,hän,ahdistui,ei ahdistunut
841,get anxiousnervous,ahdistua,we were walking,me,ahdistuimme,emme ahdistuneet
842,get anxiousnervous,ahdistua,you(plural/respectful) were walking,te,ahdistuitte,ette ahdistuneet
843,get anxiousnervous,ahdistua,they were walking,he,ahdistuivat,eivät ahdistuneet
844,get anxiousnervous,ahdistua,(passive) were walking,passiivi,ahdistuttiin,ei ahdistuttu
845,get anxiousnervous,ahdistua,I had walked,minä,olin ahdistunut,en ollut ahdistunut
846,get anxiousnervous,ahdistua,You had walked,sinä,olit ahdistunut,et ollut ahdistunut
847,get anxiousnervous,ahdistua,He/she had walked,hän,oli ahdistunut,ei ollut ahdistunut
848,get anxiousnervous,ahdistua,We had walked,me,olimme ahdistuneet,emme olleet ahdistuneet
849,get anxiousnervous,ahdistua,You(plural/repectful) had walked,te,olitte ahdistuneet,ette olleet ahdistuneet
850,get anxiousnervous,ahdistua,They had walked,he,olivat ahdistuneet,eivät olleet ahdistuneet
851,get anxiousnervous,ahdistua,(passive) had walked,passiivi,oli ahdistuttu,ei ollut ahdistuttu
852,work hard,ahertaa,I am walking,minä,aherran,en aherra
853,work hard,ahertaa,you are walking,sinä,aherrat,et aherra
854,work hard,ahertaa,he/she is walking,hän,ahertaa,ei aherra
855,work hard,ahertaa,we are walking,me,aherramme,emme aherra
856,work hard,ahertaa,you(plural/respectful) are walking,te,aherratte,ette aherra
857,work hard,ahertaa,they are walking,he,ahertavat,eivät aherra
858,work hard,ahertaa,(passive) walking,passiivi,aherretaan,ei aherreta
859,work hard,ahertaa,I walked,minä,olen ahertanut,en ole ahertanut
860,work hard,ahertaa,You walked,sinä,olet ahertanut,et ole ahertanut
861,work hard,ahertaa,he/she walked,hän,on ahertanut,ei ole ahertanut
862,work hard,ahertaa,we walked,me,olemme ahertaneet,emme ole ahertaneet
863,work hard,ahertaa,you(plural/respectful) walked,te,olette ahertaneet,ette ole ahertaneet
864,work hard,ahertaa,they walked,he,ovat ahertaneet,eivät ole ahertaneet
865,work hard,ahertaa,(passive) walked,passiivi,on aherrettu,ei ole aherrettu
866,work hard,ahertaa,I was walking,minä,ahersin,en ahertanut
867,work hard,ahertaa,You were walking,sinä,ahersit,et ahertanut
868,work hard,ahertaa,he/she was walking,hän,ahersi,ei ahertanut
869,work hard,ahertaa,we were walking,me,ahersimme,emme ahertaneet
870,work hard,ahertaa,you(plural/respectful) were walking,te,ahersitte,ette ahertaneet
871,work hard,ahertaa,they were walking,he,ahersivat,eivät ahertaneet
872,work hard,ahertaa,(passive) were walking,passiivi,aherrettiin,ei aherrettu
873,work hard,ahertaa,I had walked,minä,olin ahertanut,en ollut ahertanut
874,work hard,ahertaa,You had walked,sinä,olit ahertanut,et ollut ahertanut
875,work hard,ahertaa,He/she had walked,hän,oli ahertanut,ei ollut ahertanut
876,work hard,ahertaa,We had walked,me,olimme ahertaneet,emme olleet ahertaneet
877,work hard,ahertaa,You(plural/repectful) had walked,te,olitte ahertaneet,ette olleet ahertaneet
878,work hard,ahertaa,They had walked,he,olivat ahertaneet,eivät olleet ahertaneet
879,work hard,ahertaa,(passive) had walked,passiivi,oli aherrettu,ei ollut aherrettu
880,work hard,ahkeroida,I am walking,minä,ahkeroin,en ahkeroi
881,work hard,ahkeroida,you are walking,sinä,ahkeroit,et ahkeroi
882,work hard,ahkeroida,he/she is walking,hän,ahkeroi,ei ahkeroi
883,work hard,ahkeroida,we are walking,me,ahkeroimme,emme ahkeroi
884,work hard,ahkeroida,you(plural/respectful) are walking,te,ahkeroitte,ette ahkeroi
885,work hard,ahkeroida,they are walking,he,ahkeroivat,eivät ahkeroi
886,work hard,ahkeroida,(passive) walking,passiivi,ahkeroidaan,ei ahkeroida
887,work hard,ahkeroida,I walked,minä,olen ahkeroinut,en ole ahkeroinut
888,work hard,ahkeroida,You walked,sinä,olet ahkeroinut,et ole ahkeroinut
889,work hard,ahkeroida,he/she walked,hän,on ahkeroinut,ei ole ahkeroinut
890,work hard,ahkeroida,we walked,me,olemme ahkeroineet,emme ole ahkeroineet
891,work hard,ahkeroida,you(plural/respectful) walked,te,olette ahkeroineet,ette ole ahkeroineet
892,work hard,ahkeroida,they walked,he,ovat ahkeroineet,eivät ole ahkeroineet
893,work hard,ahkeroida,(passive) walked,passiivi,on ahkeroitu,ei ole ahkeroitu
894,work hard,ahkeroida,I was walking,minä,ahkeroin,en ahkeroinut
895,work hard,ahkeroida,You were walking,sinä,ahkeroit,et ahkeroinut
896,work hard,ahkeroida,he/she was walking,hän,ahkeroi,ei ahkeroinut
897,work hard,ahkeroida,we were walking,me,ahkeroimme,emme ahkeroineet
898,work hard,ahkeroida,you(plural/respectful) were walking,te,ahkeroitte,ette ahkeroineet
899,work hard,ahkeroida,they were walking,he,ahkeroivat,eivät ahkeroineet
900,work hard,ahkeroida,(passive) were walking,passiivi,ahkeroitiin,ei ahkeroitu
901,work hard,ahkeroida,I had walked,minä,olin ahkeroinut,en ollut ahkeroinut
902,work hard,ahkeroida,You had walked,sinä,olit ahkeroinut,et ollut ahkeroinut
903,work hard,ahkeroida,He/she had walked,hän,oli ahkeroinut,ei ollut ahkeroinut
904,work hard,ahkeroida,We had walked,me,olimme ahkeroineet,emme olleet ahkeroineet
905,work hard,ahkeroida,You(plural/repectful) had walked,te,olitte ahkeroineet,ette olleet ahkeroineet
906,work hard,ahkeroida,They had walked,he,olivat ahkeroineet,eivät olleet ahkeroineet
907,work hard,ahkeroida,(passive) had walked,passiivi,oli ahkeroitu,ei ollut ahkeroitu
908,wolf down,ahmaista,,,,
909,wolf down,ahmia,I am walking,minä,ahmin,en ahmi
910,wolf down,ahmia,you are walking,sinä,ahmit,et ahmi
911,wolf down,ahmia,he/she is walking,hän,ahmii,ei ahmi
912,wolf down,ahmia,we are walking,me,ahmimme,emme ahmi
913,wolf down,ahmia,you(plural/respectful) are walking,te,ahmitte,ette ahmi
914,wolf down,ahmia,they are walking,he,ahmivat,eivät ahmi
915,wolf down,ahmia,(passive) walking,passiivi,ahmitaan,ei ahmita
916,wolf down,ahmia,I walked,minä,olen ahminut,en ole ahminut
917,wolf down,ahmia,You walked,sinä,olet ahminut,et ole ahminut
918,wolf down,ahmia,he/she walked,hän,on ahminut,ei ole ahminut
919,wolf down,ahmia,we walked,me,olemme ahmineet,emme ole ahmineet
920,wolf down,ahmia,you(plural/respectful) walked,te,olette ahmineet,ette ole ahmineet
921,wolf down,ahmia,they walked,he,ovat ahmineet,eivät ole ahmineet
922,wolf down,ahmia,(passive) walked,passiivi,on ahmittu,ei ole ahmittu
923,wolf down,ahmia,I was walking,minä,ahmin,en ahminut
924,wolf down,ahmia,You were walking,sinä,ahmit,et ahminut
925,wolf down,ahmia,he/she was walking,hän,ahmi,ei ahminut
926,wolf down,ahmia,we were walking,me,ahmimme,emme ahmineet
927,wolf down,ahmia,you(plural/respectful) were walking,te,ahmitte,ette ahmineet
928,wolf down,ahmia,they were walking,he,ahmivat,eivät ahmineet
929,wolf down,ahmia,(passive) were walking,passiivi,ahmittiin,ei ahmittu
930,wolf down,ahmia,I had walked,minä,olin ahminut,en ollut ahminut
931,wolf down,ahmia,You had walked,sinä,olit ahminut,et ollut ahminut
932,wolf down,ahmia,He/she had walked,hän,oli ahminut,ei ollut ahminut
933,wolf down,ahmia,We had walked,me,olimme ahmineet,emme olleet ahmineet
934,wolf down,ahmia,You(plural/repectful) had walked,te,olitte ahmineet,ette olleet ahmineet
935,wolf down,ahmia,They had walked,he,olivat ahmineet,eivät olleet ahmineet
936,wolf down,ahmia,(passive) had walked,passiivi,oli ahmittu,ei ollut ahmittu
937,do,ahnastella,,,,
938,hog,ahnehtia,I am walking,minä,ahnehdin,en ahnehdi
939,hog,ahnehtia,you are walking,sinä,ahnehdit,et ahnehdi
940,hog,ahnehtia,he/she is walking,hän,ahnehtii,ei ahnehdi
941,hog,ahnehtia,we are walking,me,ahnehdimme,emme ahnehdi
942,hog,ahnehtia,you(plural/respectful) are walking,te,ahnehditte,ette ahnehdi
943,hog,ahnehtia,they are walking,he,ahnehtivat,eivät ahnehdi
944,hog,ahnehtia,(passive) walking,passiivi,ahnehditaan,ei ahnehdita
945,hog,ahnehtia,I walked,minä,olen ahnehtinut,en ole ahnehtinut
946,hog,ahnehtia,You walked,sinä,olet ahnehtinut,et ole ahnehtinut
947,hog,ahnehtia,he/she walked,hän,on ahnehtinut,ei ole ahnehtinut
948,hog,ahnehtia,we walked,me,olemme ahnehtineet,emme ole ahnehtineet
949,hog,ahnehtia,you(plural/respectful) walked,te,olette ahnehtineet,ette ole ahnehtineet
950,hog,ahnehtia,they walked,he,ovat ahnehtineet,eivät ole ahnehtineet
951,hog,ahnehtia,(passive) walked,passiivi,on ahnehdittu,ei ole ahnehdittu
952,hog,ahnehtia,I was walking,minä,ahnehdin,en ahnehtinut
953,hog,ahnehtia,You were walking,sinä,ahnehdit,et ahnehtinut
954,hog,ahnehtia,he/she was walking,hän,ahnehti,ei ahnehtinut
955,hog,ahnehtia,we were walking,me,ahnehdimme,emme ahnehtineet
956,hog,ahnehtia,you(plural/respectful) were walking,te,ahnehditte,ette ahnehtineet
957,hog,ahnehtia,they were walking,he,ahnehtivat,eivät ahnehtineet
958,hog,ahnehtia,(passive) were walking,passiivi,ahnehdittiin,ei ahnehdittu
959,hog,ahnehtia,I had walked,minä,olin ahnehtinut,en ollut ahnehtinut
960,hog,ahnehtia,You had walked,sinä,olit ahnehtinut,et ollut ahnehtinut
961,hog,ahnehtia,He/she had walked,hän,oli ahnehtinut,ei ollut ahnehtinut
962,hog,ahnehtia,We had walked,me,olimme ahnehtineet,emme olleet ahnehtineet
963,hog,ahnehtia,You(plural/repectful) had walked,te,olitte ahnehtineet,ette olleet ahnehtineet
964,hog,ahnehtia,They had walked,he,olivat ahnehtineet,eivät olleet ahnehtineet
965,hog,ahnehtia,(passive) had walked,passiivi,oli ahnehdittu,ei ollut ahnehdittu
966,cram,ahtaa,I am walking,minä,ahdan,en ahda
967,cram,ahtaa,you are walking,sinä,ahdat,et ahda
968,cram,ahtaa,he/she is walking,hän,ahtaa,ei ahda
969,cram,ahtaa,we are walking,me,ahdamme,emme ahda
970,cram,ahtaa,you(plural/respectful) are walking,te,ahdatte,ette ahda
971,cram,ahtaa,they are walking,he,ahtavat,eivät ahda
972,cram,ahtaa,(passive) walking,passiivi,ahdetaan,ei ahdeta
973,cram,ahtaa,I walked,minä,olen ahtanut,en ole ahtanut
974,cram,ahtaa,You walked,sinä,olet ahtanut,et ole ahtanut
975,cram,ahtaa,he/she walked,hän,on ahtanut,ei ole ahtanut
976,cram,ahtaa,we walked,me,olemme ahtaneet,emme ole ahtaneet
977,cram,ahtaa,you(plural/respectful) walked,te,olette ahtaneet,ette ole ahtaneet
978,cram,ahtaa,they walked,he,ovat ahtaneet,eivät ole ahtaneet
979,cram,ahtaa,(passive) walked,passiivi,on ahdettu,ei ole ahdettu
980,cram,ahtaa,I was walking,minä,ahdoin,en ahtanut
981,cram,ahtaa,You were walking,sinä,ahdoit,et ahtanut
982,cram,ahtaa,he/she was walking,hän,ahtoi,ei ahtanut
983,cram,ahtaa,we were walking,me,ahdoimme,emme ahtaneet
984,cram,ahtaa,you(plural/respectful) were walking,te,ahdoitte,ette ahtaneet
985,cram,ahtaa,they were walking,he,ahtoivat,eivät ahtaneet
986,cram,ahtaa,(passive) were walking,passiivi,ahdettiin,ei ahdettu
987,cram,ahtaa,I had walked,minä,olin ahtanut,en ollut ahtanut
988,cram,ahtaa,You had walked,sinä,olit ahtanut,et ollut ahtanut
989,cram,ahtaa,He/she had walked,hän,oli ahtanut,ei ollut ahtanut
990,cram,ahtaa,We had walked,me,olimme ahtaneet,emme olleet ahtaneet
991,cram,ahtaa,You(plural/repectful) had walked,te,olitte ahtaneet,ette olleet ahtaneet
992,cram,ahtaa,They had walked,he,olivat ahtaneet,eivät olleet ahtaneet
993,cram,ahtaa,(passive) had walked,passiivi,oli ahdettu,ei ollut ahdettu
994,make,ahtauttaa,,,,
995,pack,ahtautua,I am walking,minä,ahtaudun,en ahtaudu
996,pack,ahtautua,you are walking,sinä,ahtaudut,et ahtaudu
997,pack,ahtautua,he/she is walking,hän,ahtautuu,ei ahtaudu
998,pack,ahtautua,we are walking,me,ahtaudumme,emme ahtaudu
999,pack,ahtautua,you(plural/respectful) are walking,te,ahtaudutte,ette ahtaudu
1000,pack,ahtautua,they are walking,he,ahtautuvat,eivät ahtaudu
1001,pack,ahtautua,(passive) walking,passiivi,ahtaudutaan,ei ahtauduta
1002,pack,ahtautua,I walked,minä,olen ahtautunut,en ole ahtautunut
1003,pack,ahtautua,You walked,sinä,olet ahtautunut,et ole ahtautunut
1004,pack,ahtautua,he/she walked,hän,on ahtautunut,ei ole ahtautunut
1005,pack,ahtautua,we walked,me,olemme ahtautuneet,emme ole ahtautuneet
1006,pack,ahtautua,you(plural/respectful) walked,te,olette ahtautuneet,ette ole ahtautuneet
1007,pack,ahtautua,they walked,he,ovat ahtautuneet,eivät ole ahtautuneet
1008,pack,ahtautua,(passive) walked,passiivi,on ahtauduttu,ei ole ahtauduttu
1009,pack,ahtautua,I was walking,minä,ahtauduin,en ahtautunut
1010,pack,ahtautua,You were walking,sinä,ahtauduit,et ahtautunut
1011,pack,ahtautua,he/she was walking,hän,ahtautui,ei ahtautunut
1012,pack,ahtautua,we were walking,me,ahtauduimme,emme ahtautuneet
1013,pack,ahtautua,you(plural/respectful) were walking,te,ahtauduitte,ette ahtautuneet
1014,pack,ahtautua,they were walking,he,ahtautuivat,eivät ahtautuneet
1015,pack,ahtautua,(passive) were walking,passiivi,ahtauduttiin,ei ahtauduttu
1016,pack,ahtautua,I had walked,minä,olin ahtautunut,en ollut ahtautunut
1017,pack,ahtautua,You had walked,sinä,olit ahtautunut,et ollut ahtautunut
1018,pack,ahtautua,He/she had walked,hän,oli ahtautunut,ei ollut ahtautunut
1019,pack,ahtautua,We had walked,me,olimme ahtautuneet,emme olleet ahtautuneet
1020,pack,ahtautua,You(plural/repectful) had walked,te,olitte ahtautuneet,ette olleet ahtautuneet
1021,pack,ahtautua,They had walked,he,olivat ahtautuneet,eivät olleet ahtautuneet
1022,pack,ahtautua,(passive) had walked,passiivi,oli ahtauduttu,ei ollut ahtauduttu
1023,become packed,ahtoutua,I am walking,minä,ahtoudun,en ahtoudu
1024,become packed,ahtoutua,you are walking,sinä,ahtoudut,et ahtoudu
1025,become packed,ahtoutua,he/she is walking,hän,ahtoutuu,ei ahtoudu
1026,become packed,ahtoutua,we are walking,me,ahtoudumme,emme ahtoudu
1027,become packed,ahtoutua,you(plural/respectful) are walking,te,ahtoudutte,ette ahtoudu
1028,become packed,ahtoutua,they are walking,he,ahtoutuvat,eivät ahtoudu
1029,become packed,ahtoutua,(passive) walking,passiivi,ahtoudutaan,ei ahtouduta
1030,become packed,ahtoutua,I walked,minä,olen ahtoutunut,en ole ahtoutunut
1031,become packed,ahtoutua,You walked,sinä,olet ahtoutunut,et ole ahtoutunut
1032,become packed,ahtoutua,he/she walked,hän,on ahtoutunut,ei ole ahtoutunut
1033,become packed,ahtoutua,we walked,me,olemme ahtoutuneet,emme ole ahtoutuneet
1034,become packed,ahtoutua,you(plural/respectful) walked,te,olette ahtoutuneet,ette ole ahtoutuneet
1035,become packed,ahtoutua,they walked,he,ovat ahtoutuneet,eivät ole ahtoutuneet
1036,become packed,ahtoutua,(passive) walked,passiivi,on ahtouduttu,ei ole ahtouduttu
1037,become packed,ahtoutua,I was walking,minä,ahtouduin,en ahtoutunut
1038,become packed,ahtoutua,You were walking,sinä,ahtouduit,et ahtoutunut
1039,become packed,ahtoutua,he/she was walking,hän,ahtoutui,ei ahtoutunut
1040,become packed,ahtoutua,we were walking,me,ahtouduimme,emme ahtoutuneet
1041,become packed,ahtoutua,you(plural/respectful) were walking,te,ahtouduitte,ette ahtoutuneet
1042,become packed,ahtoutua,they were walking,he,ahtoutuivat,eivät ahtoutuneet
1043,become packed,ahtoutua,(passive) were walking,passiivi,ahtouduttiin,ei ahtouduttu
1044,become packed,ahtoutua,I had walked,minä,olin ahtoutunut,en ollut ahtoutunut
1045,become packed,ahtoutua,You had walked,sinä,olit ahtoutunut,et ollut ahtoutunut
1046,become packed,ahtoutua,He/she had walked,hän,oli ahtoutunut,ei ollut ahtoutunut
1047,become packed,ahtoutua,We had walked,me,olimme ahtoutuneet,emme olleet ahtoutuneet
1048,become packed,ahtoutua,You(plural/repectful) had walked,te,olitte ahtoutuneet,ette olleet ahtoutuneet
1049,become packed,ahtoutua,They had walked,he,olivat ahtoutuneet,eivät olleet ahtoutuneet
1050,become packed,ahtoutua,(passive) had walked,passiivi,oli ahtouduttu,ei ollut ahtouduttu
1051,fence,aidata,I am walking,minä,aitaan,en aitaa
1052,fence,aidata,you are walking,sinä,aitaat,et aitaa
1053,fence,aidata,he/she is walking,hän,aitaa,ei aitaa
1054,fence,aidata,we are walking,me,aitaamme,emme aitaa
1055,fence,aidata,you(plural/respectful) are walking,te,aitaatte,ette aitaa
1056,fence,aidata,they are walking,he,aitaavat,eivät aitaa
1057,fence,aidata,(passive) walking,passiivi,aidataan,ei aidata
1058,fence,aidata,I walked,minä,olen aidannut,en ole aidannut
1059,fence,aidata,You walked,sinä,olet aidannut,et ole aidannut
1060,fence,aidata,he/she walked,hän,on aidannut,ei ole aidannut
1061,fence,aidata,we walked,me,olemme aidanneet,emme ole aidanneet
1062,fence,aidata,you(plural/respectful) walked,te,olette aidanneet,ette ole aidanneet
1063,fence,aidata,they walked,he,ovat aidanneet,eivät ole aidanneet
1064,fence,aidata,(passive) walked,passiivi,on aidattu,ei ole aidattu
1065,fence,aidata,I was walking,minä,aitasin,en aidannut
1066,fence,aidata,You were walking,sinä,aitasit,et aidannut
1067,fence,aidata,he/she was walking,hän,aitasi,ei aidannut
1068,fence,aidata,we were walking,me,aitasimme,emme aidanneet
1069,fence,aidata,you(plural/respectful) were walking,te,aitasitte,ette aidanneet
1070,fence,aidata,they were walking,he,aitasivat,eivät aidanneet
1071,fence,aidata,(passive) were walking,passiivi,aidattiin,ei aidattu
1072,fence,aidata,I had walked,minä,olin aidannut,en ollut aidannut
1073,fence,aidata,You had walked,sinä,olit aidannut,et ollut aidannut
1074,fence,aidata,He/she had walked,hän,oli aidannut,ei ollut aidannut
1075,fence,aidata,We had walked,me,olimme aidanneet,emme olleet aidanneet
1076,fence,aidata,You(plural/repectful) had walked,te,olitte aidanneet,ette olleet aidanneet
1077,fence,aidata,They had walked,he,olivat aidanneet,eivät olleet aidanneet
1078,fence,aidata,(passive) had walked,passiivi,oli aidattu,ei ollut aidattu
1079,fence,aidoittaa,,,,
1080,bring forward,aientaa,I am walking,minä,aiennan,en aienna
1081,bring forward,aientaa,you are walking,sinä,aiennat,et aienna
1082,bring forward,aientaa,he/she is walking,hän,aientaa,ei aienna
1083,bring forward,aientaa,we are walking,me,aiennamme,emme aienna
1084,bring forward,aientaa,you(plural/respectful) are walking,te,aiennatte,ette aienna
1085,bring forward,aientaa,they are walking,he,aientavat,eivät aienna
1086,bring forward,aientaa,(passive) walking,passiivi,aiennetaan,ei aienneta
1087,bring forward,aientaa,I walked,minä,olen aientanut,en ole aientanut
1088,bring forward,aientaa,You walked,sinä,olet aientanut,et ole aientanut
1089,bring forward,aientaa,he/she walked,hän,on aientanut,ei ole aientanut
1090,bring forward,aientaa,we walked,me,olemme aientaneet,emme ole aientaneet
1091,bring forward,aientaa,you(plural/respectful) walked,te,olette aientaneet,ette ole aientaneet
1092,bring forward,aientaa,they walked,he,ovat aientaneet,eivät ole aientaneet
1093,bring forward,aientaa,(passive) walked,passiivi,on aiennettu,ei ole aiennettu
1094,bring forward,aientaa,I was walking,minä,aiensin,en aientanut
1095,bring forward,aientaa,You were walking,sinä,aiensit,et aientanut
1096,bring forward,aientaa,he/she was walking,hän,aiensi,ei aientanut
1097,bring forward,aientaa,we were walking,me,aiensimme,emme aientaneet
1098,bring forward,aientaa,you(plural/respectful) were walking,te,aiensitte,ette aientaneet
1099,bring forward,aientaa,they were walking,he,aiensivat,eivät aientaneet
1100,bring forward,aientaa,(passive) were walking,passiivi,aiennettiin,ei aiennettu
1101,bring forward,aientaa,I had walked,minä,olin aientanut,en ollut aientanut
1102,bring forward,aientaa,You had walked,sinä,olit aientanut,et ollut aientanut
1103,bring forward,aientaa,He/she had walked,hän,oli aientanut,ei ollut aientanut
1104,bring forward,aientaa,We had walked,me,olimme aientaneet,emme olleet aientaneet
1105,bring forward,aientaa,You(plural/repectful) had walked,te,olitte aientaneet,ette olleet aientaneet
1106,bring forward,aientaa,They had walked,he,olivat aientaneet,eivät olleet aientaneet
1107,bring forward,aientaa,(passive) had walked,passiivi,oli aiennettu,ei ollut aiennettu
1108,justify,aiheellistaa,,,,
1109,become justifiable,aiheellistua,I am walking,minä,aiheellistun,en aiheellistu
1110,become justifiable,aiheellistua,you are walking,sinä,aiheellistut,et aiheellistu
1111,become justifiable,aiheellistua,he/she is walking,hän,aiheellistuu,ei aiheellistu
1112,become justifiable,aiheellistua,we are walking,me,aiheellistumme,emme aiheellistu
1113,become justifiable,aiheellistua,you(plural/respectful) are walking,te,aiheellistutte,ette aiheellistu
1114,become justifiable,aiheellistua,they are walking,he,aiheellistuvat,eivät aiheellistu
1115,become justifiable,aiheellistua,(passive) walking,passiivi,aiheellistutaan,ei aiheellistuta
1116,become justifiable,aiheellistua,I walked,minä,olen aiheellistunut,en ole aiheellistunut
1117,become justifiable,aiheellistua,You walked,sinä,olet aiheellistunut,et ole aiheellistunut
1118,become justifiable,aiheellistua,he/she walked,hän,on aiheellistunut,ei ole aiheellistunut
1119,become justifiable,aiheellistua,we walked,me,olemme aiheellistuneet,emme ole aiheellistuneet
1120,become justifiable,aiheellistua,you(plural/respectful) walked,te,olette aiheellistuneet,ette ole aiheellistuneet
1121,become justifiable,aiheellistua,they walked,he,ovat aiheellistuneet,eivät ole aiheellistuneet
1122,become justifiable,aiheellistua,(passive) walked,passiivi,on aiheellistuttu,ei ole aiheellistuttu
1123,become justifiable,aiheellistua,I was walking,minä,aiheellistuin,en aiheellistunut
1124,become justifiable,aiheellistua,You were walking,sinä,aiheellistuit,et aiheellistunut
1125,become justifiable,aiheellistua,he/she was walking,hän,aiheellistui,ei aiheellistunut
1126,become justifiable,aiheellistua,we were walking,me,aiheellistuimme,emme aiheellistuneet
1127,become justifiable,aiheellistua,you(plural/respectful) were walking,te,aiheellistuitte,ette aiheellistuneet
1128,become justifiable,aiheellistua,they were walking,he,aiheellistuivat,eivät aiheellistuneet
1129,become justifiable,aiheellistua,(passive) were walking,passiivi,aiheellistuttiin,ei aiheellistuttu
1130,become justifiable,aiheellistua,I had walked,minä,olin aiheellistunut,en ollut aiheellistunut
1131,become justifiable,aiheellistua,You had walked,sinä,olit aiheellistunut,et ollut aiheellistunut
1132,become justifiable,aiheellistua,He/she had walked,hän,oli aiheellistunut,ei ollut aiheellistunut
1133,become justifiable,aiheellistua,We had walked,me,olimme aiheellistuneet,emme olleet aiheellistuneet
1134,become justifiable,aiheellistua,You(plural/repectful) had walked,te,olitte aiheellistuneet,ette olleet aiheellistuneet
1135,become justifiable,aiheellistua,They had walked,he,olivat aiheellistuneet,eivät olleet aiheellistuneet
1136,become justifiable,aiheellistua,(passive) had walked,passiivi,oli aiheellistuttu,ei ollut aiheellistuttu
1137,cause,aiheuttaa,I am walking,minä,aiheutan,en aiheuta
1138,cause,aiheuttaa,you are walking,sinä,aiheutat,et aiheuta
