,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
3421,pulverize,jauhautua,you(plural/respectful) were walking,te,jauhauduitte,ette jauhautuneet
3422,pulverize,jauhautua,they were walking,he,jauhautuivat,eivät jauhautuneet
3423,pulverize,jauhautua,(passive) were walking,passiivi,jauhauduttiin,ei jauhauduttu
3424,pulverize,jauhautua,I had walked,minä,olin jauhautunut,en ollut jauhautunut
3425,pulverize,jauhautua,You had walked,sinä,olit jauhautunut,et ollut jauhautunut
3426,pulverize,jauhautua,He/she had walked,hän,oli jauhautunut,ei ollut jauhautunut
3427,pulverize,jauhautua,We had walked,me,olimme jauhautuneet,emme olleet jauhautuneet
3428,pulverize,jauhautua,You(plural/repectful) had walked,te,olitte jauhautuneet,ette olleet jauhautuneet
3429,pulverize,jauhautua,They had walked,he,olivat jauhautuneet,eivät olleet jauhautuneet
3430,pulverize,jauhautua,(passive) had walked,passiivi,oli jauhauduttu,ei ollut jauhauduttu
3431,pulverize,jauhentaa,,,,
3432,pulverize,jauhentua,I am walking,minä,jauhennun,en jauhennu
3433,pulverize,jauhentua,you are walking,sinä,jauhennut,et jauhennu
3434,pulverize,jauhentua,he/she is walking,hän,jauhentuu,ei jauhennu
3435,pulverize,jauhentua,we are walking,me,jauhennumme,emme jauhennu
3436,pulverize,jauhentua,you(plural/respectful) are walking,te,jauhennutte,ette jauhennu
3437,pulverize,jauhentua,they are walking,he,jauhentuvat,eivät jauhennu
3438,pulverize,jauhentua,(passive) walking,passiivi,jauhennutaan,ei jauhennuta
3439,pulverize,jauhentua,I walked,minä,olen jauhentunut,en ole jauhentunut
3440,pulverize,jauhentua,You walked,sinä,olet jauhentunut,et ole jauhentunut
3441,pulverize,jauhentua,he/she walked,hän,on jauhentunut,ei ole jauhentunut
3442,pulverize,jauhentua,we walked,me,olemme jauhentuneet,emme ole jauhentuneet
3443,pulverize,jauhentua,you(plural/respectful) walked,te,olette jauhentuneet,ette ole jauhentuneet
3444,pulverize,jauhentua,they walked,he,ovat jauhentuneet,eivät ole jauhentuneet
3445,pulverize,jauhentua,(passive) walked,passiivi,on jauhennuttu,ei ole jauhennuttu
3446,pulverize,jauhentua,I was walking,minä,jauhennuin,en jauhentunut
3447,pulverize,jauhentua,You were walking,sinä,jauhennuit,et jauhentunut
3448,pulverize,jauhentua,he/she was walking,hän,jauhentui,ei jauhentunut
3449,pulverize,jauhentua,we were walking,me,jauhennuimme,emme jauhentuneet
3450,pulverize,jauhentua,you(plural/respectful) were walking,te,jauhennuitte,ette jauhentuneet
3451,pulverize,jauhentua,they were walking,he,jauhentuivat,eivät jauhentuneet
3452,pulverize,jauhentua,(passive) were walking,passiivi,jauhennuttiin,ei jauhennuttu
3453,pulverize,jauhentua,I had walked,minä,olin jauhentunut,en ollut jauhentunut
3454,pulverize,jauhentua,You had walked,sinä,olit jauhentunut,et ollut jauhentunut
3455,pulverize,jauhentua,He/she had walked,hän,oli jauhentunut,ei ollut jauhentunut
3456,pulverize,jauhentua,We had walked,me,olimme jauhentuneet,emme olleet jauhentuneet
3457,pulverize,jauhentua,You(plural/repectful) had walked,te,olitte jauhentuneet,ette olleet jauhentuneet
3458,pulverize,jauhentua,They had walked,he,olivat jauhentuneet,eivät olleet jauhentuneet
3459,pulverize,jauhentua,(passive) had walked,passiivi,oli jauhennuttu,ei ollut jauhennuttu
3460,flour,jauhottaa,I am walking,minä,jauhotan,en jauhota
3461,flour,jauhottaa,you are walking,sinä,jauhotat,et jauhota
3462,flour,jauhottaa,he/she is walking,hän,jauhottaa,ei jauhota
3463,flour,jauhottaa,we are walking,me,jauhotamme,emme jauhota
3464,flour,jauhottaa,you(plural/respectful) are walking,te,jauhotatte,ette jauhota
3465,flour,jauhottaa,they are walking,he,jauhottavat,eivät jauhota
3466,flour,jauhottaa,(passive) walking,passiivi,jauhotetaan,ei jauhoteta
3467,flour,jauhottaa,I walked,minä,olen jauhottanut,en ole jauhottanut
3468,flour,jauhottaa,You walked,sinä,olet jauhottanut,et ole jauhottanut
3469,flour,jauhottaa,he/she walked,hän,on jauhottanut,ei ole jauhottanut
3470,flour,jauhottaa,we walked,me,olemme jauhottaneet,emme ole jauhottaneet
3471,flour,jauhottaa,you(plural/respectful) walked,te,olette jauhottaneet,ette ole jauhottaneet
3472,flour,jauhottaa,they walked,he,ovat jauhottaneet,eivät ole jauhottaneet
3473,flour,jauhottaa,(passive) walked,passiivi,on jauhotettu,ei ole jauhotettu
3474,flour,jauhottaa,I was walking,minä,jauhotin,en jauhottanut
3475,flour,jauhottaa,You were walking,sinä,jauhotit,et jauhottanut
3476,flour,jauhottaa,he/she was walking,hän,jauhotti,ei jauhottanut
3477,flour,jauhottaa,we were walking,me,jauhotimme,emme jauhottaneet
3478,flour,jauhottaa,you(plural/respectful) were walking,te,jauhotitte,ette jauhottaneet
3479,flour,jauhottaa,they were walking,he,jauhottivat,eivät jauhottaneet
3480,flour,jauhottaa,(passive) were walking,passiivi,jauhotettiin,ei jauhotettu
3481,flour,jauhottaa,I had walked,minä,olin jauhottanut,en ollut jauhottanut
3482,flour,jauhottaa,You had walked,sinä,olit jauhottanut,et ollut jauhottanut
3483,flour,jauhottaa,He/she had walked,hän,oli jauhottanut,ei ollut jauhottanut
3484,flour,jauhottaa,We had walked,me,olimme jauhottaneet,emme olleet jauhottaneet
3485,flour,jauhottaa,You(plural/repectful) had walked,te,olitte jauhottaneet,ette olleet jauhottaneet
3486,flour,jauhottaa,They had walked,he,olivat jauhottaneet,eivät olleet jauhottaneet
3487,flour,jauhottaa,(passive) had walked,passiivi,oli jauhotettu,ei ollut jauhotettu
3488,help,jeesata,I am walking,minä,jeesaan,en jeesaa
3489,help,jeesata,you are walking,sinä,jeesaat,et jeesaa
3490,help,jeesata,he/she is walking,hän,jeesaa,ei jeesaa
3491,help,jeesata,we are walking,me,jeesaamme,emme jeesaa
3492,help,jeesata,you(plural/respectful) are walking,te,jeesaatte,ette jeesaa
3493,help,jeesata,they are walking,he,jeesaavat,eivät jeesaa
3494,help,jeesata,(passive) walking,passiivi,jeesataan,ei jeesata
3495,help,jeesata,I walked,minä,olen jeesannut,en ole jeesannut
3496,help,jeesata,You walked,sinä,olet jeesannut,et ole jeesannut
3497,help,jeesata,he/she walked,hän,on jeesannut,ei ole jeesannut
3498,help,jeesata,we walked,me,olemme jeesanneet,emme ole jeesanneet
3499,help,jeesata,you(plural/respectful) walked,te,olette jeesanneet,ette ole jeesanneet
3500,help,jeesata,they walked,he,ovat jeesanneet,eivät ole jeesanneet
3501,help,jeesata,(passive) walked,passiivi,on jeesattu,ei ole jeesattu
3502,help,jeesata,I was walking,minä,jeesasin,en jeesannut
3503,help,jeesata,You were walking,sinä,jeesasit,et jeesannut
3504,help,jeesata,he/she was walking,hän,jeesasi,ei jeesannut
3505,help,jeesata,we were walking,me,jeesasimme,emme jeesanneet
3506,help,jeesata,you(plural/respectful) were walking,te,jeesasitte,ette jeesanneet
3507,help,jeesata,they were walking,he,jeesasivat,eivät jeesanneet
3508,help,jeesata,(passive) were walking,passiivi,jeesattiin,ei jeesattu
3509,help,jeesata,I had walked,minä,olin jeesannut,en ollut jeesannut
3510,help,jeesata,You had walked,sinä,olit jeesannut,et ollut jeesannut
3511,help,jeesata,He/she had walked,hän,oli jeesannut,ei ollut jeesannut
3512,help,jeesata,We had walked,me,olimme jeesanneet,emme olleet jeesanneet
3513,help,jeesata,You(plural/repectful) had walked,te,olitte jeesanneet,ette olleet jeesanneet
3514,help,jeesata,They had walked,he,olivat jeesanneet,eivät olleet jeesanneet
3515,help,jeesata,(passive) had walked,passiivi,oli jeesattu,ei ollut jeesattu
3516,help,jeesiä,,,,
3517,act sanctimoniously,jeesustella,I am walking,minä,jeesustelen,en jeesustele
3518,act sanctimoniously,jeesustella,you are walking,sinä,jeesustelet,et jeesustele
3519,act sanctimoniously,jeesustella,he/she is walking,hän,jeesustelee,ei jeesustele
3520,act sanctimoniously,jeesustella,we are walking,me,jeesustelemme,emme jeesustele
3521,act sanctimoniously,jeesustella,you(plural/respectful) are walking,te,jeesustelette,ette jeesustele
3522,act sanctimoniously,jeesustella,they are walking,he,jeesustelevat,eivät jeesustele
3523,act sanctimoniously,jeesustella,(passive) walking,passiivi,jeesustellaan,ei jeesustella
3524,act sanctimoniously,jeesustella,I walked,minä,olen jeesustellut,en ole jeesustellut
3525,act sanctimoniously,jeesustella,You walked,sinä,olet jeesustellut,et ole jeesustellut
3526,act sanctimoniously,jeesustella,he/she walked,hän,on jeesustellut,ei ole jeesustellut
3527,act sanctimoniously,jeesustella,we walked,me,olemme jeesustelleet,emme ole jeesustelleet
3528,act sanctimoniously,jeesustella,you(plural/respectful) walked,te,olette jeesustelleet,ette ole jeesustelleet
3529,act sanctimoniously,jeesustella,they walked,he,ovat jeesustelleet,eivät ole jeesustelleet
3530,act sanctimoniously,jeesustella,(passive) walked,passiivi,on jeesusteltu,ei ole jeesusteltu
3531,act sanctimoniously,jeesustella,I was walking,minä,jeesustelin,en jeesustellut
3532,act sanctimoniously,jeesustella,You were walking,sinä,jeesustelit,et jeesustellut
3533,act sanctimoniously,jeesustella,he/she was walking,hän,jeesusteli,ei jeesustellut
3534,act sanctimoniously,jeesustella,we were walking,me,jeesustelimme,emme jeesustelleet
3535,act sanctimoniously,jeesustella,you(plural/respectful) were walking,te,jeesustelitte,ette jeesustelleet
3536,act sanctimoniously,jeesustella,they were walking,he,jeesustelivat,eivät jeesustelleet
3537,act sanctimoniously,jeesustella,(passive) were walking,passiivi,jeesusteltiin,ei jeesusteltu
3538,act sanctimoniously,jeesustella,I had walked,minä,olin jeesustellut,en ollut jeesustellut
3539,act sanctimoniously,jeesustella,You had walked,sinä,olit jeesustellut,et ollut jeesustellut
3540,act sanctimoniously,jeesustella,He/she had walked,hän,oli jeesustellut,ei ollut jeesustellut
3541,act sanctimoniously,jeesustella,We had walked,me,olimme jeesustelleet,emme olleet jeesustelleet
3542,act sanctimoniously,jeesustella,You(plural/repectful) had walked,te,olitte jeesustelleet,ette olleet jeesustelleet
3543,act sanctimoniously,jeesustella,They had walked,he,olivat jeesustelleet,eivät olleet jeesustelleet
3544,act sanctimoniously,jeesustella,(passive) had walked,passiivi,oli jeesusteltu,ei ollut jeesusteltu
3545,prank,jekkuilla,,,,
3546,help,jelpata,I am walking,minä,jelppaan,en jelppaa
3547,help,jelpata,you are walking,sinä,jelppaat,et jelppaa
3548,help,jelpata,he/she is walking,hän,jelppaa,ei jelppaa
3549,help,jelpata,we are walking,me,jelppaamme,emme jelppaa
3550,help,jelpata,you(plural/respectful) are walking,te,jelppaatte,ette jelppaa
3551,help,jelpata,they are walking,he,jelppaavat,eivät jelppaa
3552,help,jelpata,(passive) walking,passiivi,jelpataan,ei jelpata
3553,help,jelpata,I walked,minä,olen jelpannut,en ole jelpannut
3554,help,jelpata,You walked,sinä,olet jelpannut,et ole jelpannut
3555,help,jelpata,he/she walked,hän,on jelpannut,ei ole jelpannut
3556,help,jelpata,we walked,me,olemme jelpanneet,emme ole jelpanneet
3557,help,jelpata,you(plural/respectful) walked,te,olette jelpanneet,ette ole jelpanneet
3558,help,jelpata,they walked,he,ovat jelpanneet,eivät ole jelpanneet
3559,help,jelpata,(passive) walked,passiivi,on jelpattu,ei ole jelpattu
3560,help,jelpata,I was walking,minä,jelppasin,en jelpannut
3561,help,jelpata,You were walking,sinä,jelppasit,et jelpannut
3562,help,jelpata,he/she was walking,hän,jelppasi,ei jelpannut
3563,help,jelpata,we were walking,me,jelppasimme,emme jelpanneet
3564,help,jelpata,you(plural/respectful) were walking,te,jelppasitte,ette jelpanneet
3565,help,jelpata,they were walking,he,jelppasivat,eivät jelpanneet
3566,help,jelpata,(passive) were walking,passiivi,jelpattiin,ei jelpattu
3567,help,jelpata,I had walked,minä,olin jelpannut,en ollut jelpannut
3568,help,jelpata,You had walked,sinä,olit jelpannut,et ollut jelpannut
3569,help,jelpata,He/she had walked,hän,oli jelpannut,ei ollut jelpannut
3570,help,jelpata,We had walked,me,olimme jelpanneet,emme olleet jelpanneet
3571,help,jelpata,You(plural/repectful) had walked,te,olitte jelpanneet,ette olleet jelpanneet
3572,help,jelpata,They had walked,he,olivat jelpanneet,eivät olleet jelpanneet
3573,help,jelpata,(passive) had walked,passiivi,oli jelpattu,ei ollut jelpattu
3574,help,jelppiä,,,,
3575,hide,jemmata,I am walking,minä,jemmaan,en jemmaa
3576,hide,jemmata,you are walking,sinä,jemmaat,et jemmaa
3577,hide,jemmata,he/she is walking,hän,jemmaa,ei jemmaa
3578,hide,jemmata,we are walking,me,jemmaamme,emme jemmaa
3579,hide,jemmata,you(plural/respectful) are walking,te,jemmaatte,ette jemmaa
3580,hide,jemmata,they are walking,he,jemmaavat,eivät jemmaa
3581,hide,jemmata,(passive) walking,passiivi,jemmataan,ei jemmata
3582,hide,jemmata,I walked,minä,olen jemmannut,en ole jemmannut
3583,hide,jemmata,You walked,sinä,olet jemmannut,et ole jemmannut
3584,hide,jemmata,he/she walked,hän,on jemmannut,ei ole jemmannut
3585,hide,jemmata,we walked,me,olemme jemmanneet,emme ole jemmanneet
3586,hide,jemmata,you(plural/respectful) walked,te,olette jemmanneet,ette ole jemmanneet
3587,hide,jemmata,they walked,he,ovat jemmanneet,eivät ole jemmanneet
3588,hide,jemmata,(passive) walked,passiivi,on jemmattu,ei ole jemmattu
3589,hide,jemmata,I was walking,minä,jemmasin,en jemmannut
3590,hide,jemmata,You were walking,sinä,jemmasit,et jemmannut
3591,hide,jemmata,he/she was walking,hän,jemmasi,ei jemmannut
3592,hide,jemmata,we were walking,me,jemmasimme,emme jemmanneet
3593,hide,jemmata,you(plural/respectful) were walking,te,jemmasitte,ette jemmanneet
3594,hide,jemmata,they were walking,he,jemmasivat,eivät jemmanneet
3595,hide,jemmata,(passive) were walking,passiivi,jemmattiin,ei jemmattu
3596,hide,jemmata,I had walked,minä,olin jemmannut,en ollut jemmannut
3597,hide,jemmata,You had walked,sinä,olit jemmannut,et ollut jemmannut
3598,hide,jemmata,He/she had walked,hän,oli jemmannut,ei ollut jemmannut
3599,hide,jemmata,We had walked,me,olimme jemmanneet,emme olleet jemmanneet
3600,hide,jemmata,You(plural/repectful) had walked,te,olitte jemmanneet,ette olleet jemmanneet
3601,hide,jemmata,They had walked,he,olivat jemmanneet,eivät olleet jemmanneet
3602,hide,jemmata,(passive) had walked,passiivi,oli jemmattu,ei ollut jemmattu
3603,gang,jengiytyä,,,,
3604,sheer,jiirata,,,,
3605,trick,jippoilla,,,,
3606,iodize,jodioida,,,,
3607,do,jodittaa,,,,
3608,yodel,jodlata,,,,
3609,steer,johdatella,,,,
3610,lead,johdattaa,I am walking,minä,johdatan,en johdata
3611,lead,johdattaa,you are walking,sinä,johdatat,et johdata
3612,lead,johdattaa,he/she is walking,hän,johdattaa,ei johdata
3613,lead,johdattaa,we are walking,me,johdatamme,emme johdata
3614,lead,johdattaa,you(plural/respectful) are walking,te,johdatatte,ette johdata
3615,lead,johdattaa,they are walking,he,johdattavat,eivät johdata
3616,lead,johdattaa,(passive) walking,passiivi,johdatetaan,ei johdateta
3617,lead,johdattaa,I walked,minä,olen johdattanut,en ole johdattanut
3618,lead,johdattaa,You walked,sinä,olet johdattanut,et ole johdattanut
3619,lead,johdattaa,he/she walked,hän,on johdattanut,ei ole johdattanut
3620,lead,johdattaa,we walked,me,olemme johdattaneet,emme ole johdattaneet
3621,lead,johdattaa,you(plural/respectful) walked,te,olette johdattaneet,ette ole johdattaneet
3622,lead,johdattaa,they walked,he,ovat johdattaneet,eivät ole johdattaneet
3623,lead,johdattaa,(passive) walked,passiivi,on johdatettu,ei ole johdatettu
3624,lead,johdattaa,I was walking,minä,johdatin,en johdattanut
3625,lead,johdattaa,You were walking,sinä,johdatit,et johdattanut
3626,lead,johdattaa,he/she was walking,hän,johdatti,ei johdattanut
3627,lead,johdattaa,we were walking,me,johdatimme,emme johdattaneet
3628,lead,johdattaa,you(plural/respectful) were walking,te,johdatitte,ette johdattaneet
3629,lead,johdattaa,they were walking,he,johdattivat,eivät johdattaneet
3630,lead,johdattaa,(passive) were walking,passiivi,johdatettiin,ei johdatettu
3631,lead,johdattaa,I had walked,minä,olin johdattanut,en ollut johdattanut
3632,lead,johdattaa,You had walked,sinä,olit johdattanut,et ollut johdattanut
3633,lead,johdattaa,He/she had walked,hän,oli johdattanut,ei ollut johdattanut
3634,lead,johdattaa,We had walked,me,olimme johdattaneet,emme olleet johdattaneet
3635,lead,johdattaa,You(plural/repectful) had walked,te,olitte johdattaneet,ette olleet johdattaneet
3636,lead,johdattaa,They had walked,he,olivat johdattaneet,eivät olleet johdattaneet
3637,lead,johdattaa,(passive) had walked,passiivi,oli johdatettu,ei ollut johdatettu
3638,make more logical,johdonmukaistaa,,,,
3639,wire,johdottaa,,,,
3640,mislead,johtaa harhaan,,,,
3641,lead,johtaa,I am walking,minä,johdan,en johda
3642,lead,johtaa,you are walking,sinä,johdat,et johda
3643,lead,johtaa,he/she is walking,hän,johtaa,ei johda
3644,lead,johtaa,we are walking,me,johdamme,emme johda
3645,lead,johtaa,you(plural/respectful) are walking,te,johdatte,ette johda
3646,lead,johtaa,they are walking,he,johtavat,eivät johda
3647,lead,johtaa,(passive) walking,passiivi,johdetaan,ei johdeta
3648,lead,johtaa,I walked,minä,olen johtanut,en ole johtanut
3649,lead,johtaa,You walked,sinä,olet johtanut,et ole johtanut
3650,lead,johtaa,he/she walked,hän,on johtanut,ei ole johtanut
3651,lead,johtaa,we walked,me,olemme johtaneet,emme ole johtaneet
3652,lead,johtaa,you(plural/respectful) walked,te,olette johtaneet,ette ole johtaneet
3653,lead,johtaa,they walked,he,ovat johtaneet,eivät ole johtaneet
3654,lead,johtaa,(passive) walked,passiivi,on johdettu,ei ole johdettu
3655,lead,johtaa,I was walking,minä,johdin,en johtanut
3656,lead,johtaa,You were walking,sinä,johdit,et johtanut
3657,lead,johtaa,he/she was walking,hän,johti,ei johtanut
3658,lead,johtaa,we were walking,me,johdimme,emme johtaneet
3659,lead,johtaa,you(plural/respectful) were walking,te,johditte,ette johtaneet
3660,lead,johtaa,they were walking,he,johtivat,eivät johtaneet
3661,lead,johtaa,(passive) were walking,passiivi,johdettiin,ei johdettu
3662,lead,johtaa,I had walked,minä,olin johtanut,en ollut johtanut
3663,lead,johtaa,You had walked,sinä,olit johtanut,et ollut johtanut
3664,lead,johtaa,He/she had walked,hän,oli johtanut,ei ollut johtanut
3665,lead,johtaa,We had walked,me,olimme johtaneet,emme olleet johtaneet
3666,lead,johtaa,You(plural/repectful) had walked,te,olitte johtaneet,ette olleet johtaneet
3667,lead,johtaa,They had walked,he,olivat johtaneet,eivät olleet johtaneet
3668,lead,johtaa,(passive) had walked,passiivi,oli johdettu,ei ollut johdettu
3669,originate,johtua,I am walking,minä,johdun,en johdu
3670,originate,johtua,you are walking,sinä,johdut,et johdu
3671,originate,johtua,he/she is walking,hän,johtuu,ei johdu
3672,originate,johtua,we are walking,me,johdumme,emme johdu
3673,originate,johtua,you(plural/respectful) are walking,te,johdutte,ette johdu
3674,originate,johtua,they are walking,he,johtuvat,eivät johdu
3675,originate,johtua,(passive) walking,passiivi,johdutaan,ei johduta
3676,originate,johtua,I walked,minä,olen johtunut,en ole johtunut
3677,originate,johtua,You walked,sinä,olet johtunut,et ole johtunut
3678,originate,johtua,he/she walked,hän,on johtunut,ei ole johtunut
3679,originate,johtua,we walked,me,olemme johtuneet,emme ole johtuneet
3680,originate,johtua,you(plural/respectful) walked,te,olette johtuneet,ette ole johtuneet
3681,originate,johtua,they walked,he,ovat johtuneet,eivät ole johtuneet
3682,originate,johtua,(passive) walked,passiivi,on johduttu,ei ole johduttu
3683,originate,johtua,I was walking,minä,johduin,en johtunut
3684,originate,johtua,You were walking,sinä,johduit,et johtunut
3685,originate,johtua,he/she was walking,hän,johtui,ei johtunut
3686,originate,johtua,we were walking,me,johduimme,emme johtuneet
3687,originate,johtua,you(plural/respectful) were walking,te,johduitte,ette johtuneet
3688,originate,johtua,they were walking,he,johtuivat,eivät johtuneet
3689,originate,johtua,(passive) were walking,passiivi,johduttiin,ei johduttu
3690,originate,johtua,I had walked,minä,olin johtunut,en ollut johtunut
3691,originate,johtua,You had walked,sinä,olit johtunut,et ollut johtunut
3692,originate,johtua,He/she had walked,hän,oli johtunut,ei ollut johtunut
3693,originate,johtua,We had walked,me,olimme johtuneet,emme olleet johtuneet
3694,originate,johtua,You(plural/repectful) had walked,te,olitte johtuneet,ette olleet johtuneet
3695,originate,johtua,They had walked,he,olivat johtuneet,eivät olleet johtuneet
3696,originate,johtua,(passive) had walked,passiivi,oli johduttu,ei ollut johduttu
3697,yoik,joiata,,,,
3698,yoik,joikata,,,,
3699,yoik,joikua,I am walking,minä,joiun,en joiu
3700,yoik,joikua,you are walking,sinä,joiut,et joiu
3701,yoik,joikua,he/she is walking,hän,joikuu,ei joiu
3702,yoik,joikua,we are walking,me,joiumme,emme joiu
3703,yoik,joikua,you(plural/respectful) are walking,te,joiutte,ette joiu
3704,yoik,joikua,they are walking,he,joikuvat,eivät joiu
3705,yoik,joikua,(passive) walking,passiivi,joiutaan,ei joiuta
3706,yoik,joikua,I walked,minä,olen joikunut,en ole joikunut
3707,yoik,joikua,You walked,sinä,olet joikunut,et ole joikunut
3708,yoik,joikua,he/she walked,hän,on joikunut,ei ole joikunut
3709,yoik,joikua,we walked,me,olemme joikuneet,emme ole joikuneet
3710,yoik,joikua,you(plural/respectful) walked,te,olette joikuneet,ette ole joikuneet
3711,yoik,joikua,they walked,he,ovat joikuneet,eivät ole joikuneet
3712,yoik,joikua,(passive) walked,passiivi,on joiuttu,ei ole joiuttu
3713,yoik,joikua,I was walking,minä,joiuin,en joikunut
3714,yoik,joikua,You were walking,sinä,joiuit,et joikunut
3715,yoik,joikua,he/she was walking,hän,joikui,ei joikunut
3716,yoik,joikua,we were walking,me,joiuimme,emme joikuneet
3717,yoik,joikua,you(plural/respectful) were walking,te,joiuitte,ette joikuneet
3718,yoik,joikua,they were walking,he,joikuivat,eivät joikuneet
3719,yoik,joikua,(passive) were walking,passiivi,joiuttiin,ei joiuttu
3720,yoik,joikua,I had walked,minä,olin joikunut,en ollut joikunut
3721,yoik,joikua,You had walked,sinä,olit joikunut,et ollut joikunut
3722,yoik,joikua,He/she had walked,hän,oli joikunut,ei ollut joikunut
3723,yoik,joikua,We had walked,me,olimme joikuneet,emme olleet joikuneet
3724,yoik,joikua,You(plural/repectful) had walked,te,olitte joikuneet,ette olleet joikuneet
3725,yoik,joikua,They had walked,he,olivat joikuneet,eivät olleet joikuneet
3726,yoik,joikua,(passive) had walked,passiivi,oli joiuttu,ei ollut joiuttu
3727,babble,jokellella,I am walking,minä,jokeltelen,en jokeltele
3728,babble,jokellella,you are walking,sinä,jokeltelet,et jokeltele
3729,babble,jokellella,he/she is walking,hän,jokeltelee,ei jokeltele
3730,babble,jokellella,we are walking,me,jokeltelemme,emme jokeltele
3731,babble,jokellella,you(plural/respectful) are walking,te,jokeltelette,ette jokeltele
3732,babble,jokellella,they are walking,he,jokeltelevat,eivät jokeltele
3733,babble,jokellella,(passive) walking,passiivi,jokellellaan,ei jokellella
3734,babble,jokellella,I walked,minä,olen jokellellut,en ole jokellellut
3735,babble,jokellella,You walked,sinä,olet jokellellut,et ole jokellellut
3736,babble,jokellella,he/she walked,hän,on jokellellut,ei ole jokellellut
3737,babble,jokellella,we walked,me,olemme jokellelleet,emme ole jokellelleet
3738,babble,jokellella,you(plural/respectful) walked,te,olette jokellelleet,ette ole jokellelleet
3739,babble,jokellella,they walked,he,ovat jokellelleet,eivät ole jokellelleet
3740,babble,jokellella,(passive) walked,passiivi,on jokelleltu,ei ole jokelleltu
3741,babble,jokellella,I was walking,minä,jokeltelin,en jokellellut
3742,babble,jokellella,You were walking,sinä,jokeltelit,et jokellellut
3743,babble,jokellella,he/she was walking,hän,jokelteli,ei jokellellut
3744,babble,jokellella,we were walking,me,jokeltelimme,emme jokellelleet
3745,babble,jokellella,you(plural/respectful) were walking,te,jokeltelitte,ette jokellelleet
3746,babble,jokellella,they were walking,he,jokeltelivat,eivät jokellelleet
3747,babble,jokellella,(passive) were walking,passiivi,jokelleltiin,ei jokelleltu
3748,babble,jokellella,I had walked,minä,olin jokellellut,en ollut jokellellut
3749,babble,jokellella,You had walked,sinä,olit jokellellut,et ollut jokellellut
3750,babble,jokellella,He/she had walked,hän,oli jokellellut,ei ollut jokellellut
3751,babble,jokellella,We had walked,me,olimme jokellelleet,emme olleet jokellelleet
3752,babble,jokellella,You(plural/repectful) had walked,te,olitte jokellelleet,ette olleet jokellelleet
3753,babble,jokellella,They had walked,he,olivat jokellelleet,eivät olleet jokellelleet
3754,babble,jokellella,(passive) had walked,passiivi,oli jokelleltu,ei ollut jokelleltu
3755,babble,jokeltaa,I am walking,minä,jokellan,en jokella
3756,babble,jokeltaa,you are walking,sinä,jokellat,et jokella
3757,babble,jokeltaa,he/she is walking,hän,jokeltaa,ei jokella
3758,babble,jokeltaa,we are walking,me,jokellamme,emme jokella
3759,babble,jokeltaa,you(plural/respectful) are walking,te,jokellatte,ette jokella
3760,babble,jokeltaa,they are walking,he,jokeltavat,eivät jokella
3761,babble,jokeltaa,(passive) walking,passiivi,jokelletaan,ei jokelleta
3762,babble,jokeltaa,I walked,minä,olen jokeltanut,en ole jokeltanut
3763,babble,jokeltaa,You walked,sinä,olet jokeltanut,et ole jokeltanut
3764,babble,jokeltaa,he/she walked,hän,on jokeltanut,ei ole jokeltanut
3765,babble,jokeltaa,we walked,me,olemme jokeltaneet,emme ole jokeltaneet
3766,babble,jokeltaa,you(plural/respectful) walked,te,olette jokeltaneet,ette ole jokeltaneet
3767,babble,jokeltaa,they walked,he,ovat jokeltaneet,eivät ole jokeltaneet
3768,babble,jokeltaa,(passive) walked,passiivi,on jokellettu,ei ole jokellettu
3769,babble,jokeltaa,I was walking,minä,jokelsin,en jokeltanut
3770,babble,jokeltaa,You were walking,sinä,jokelsit,et jokeltanut
3771,babble,jokeltaa,he/she was walking,hän,jokelsi,ei jokeltanut
3772,babble,jokeltaa,we were walking,me,jokelsimme,emme jokeltaneet
3773,babble,jokeltaa,you(plural/respectful) were walking,te,jokelsitte,ette jokeltaneet
3774,babble,jokeltaa,they were walking,he,jokelsivat,eivät jokeltaneet
3775,babble,jokeltaa,(passive) were walking,passiivi,jokellettiin,ei jokellettu
3776,babble,jokeltaa,I had walked,minä,olin jokeltanut,en ollut jokeltanut
3777,babble,jokeltaa,You had walked,sinä,olit jokeltanut,et ollut jokeltanut
3778,babble,jokeltaa,He/she had walked,hän,oli jokeltanut,ei ollut jokeltanut
3779,babble,jokeltaa,We had walked,me,olimme jokeltaneet,emme olleet jokeltaneet
3780,babble,jokeltaa,You(plural/repectful) had walked,te,olitte jokeltaneet,ette olleet jokeltaneet
3781,babble,jokeltaa,They had walked,he,olivat jokeltaneet,eivät olleet jokeltaneet
3782,babble,jokeltaa,(passive) had walked,passiivi,oli jokellettu,ei ollut jokellettu
3783,jog,jolkutella,,,,
3784,jog,jolkuttaa,I am walking,minä,jolkutan,en jolkuta
3785,jog,jolkuttaa,you are walking,sinä,jolkutat,et jolkuta
3786,jog,jolkuttaa,he/she is walking,hän,jolkuttaa,ei jolkuta
3787,jog,jolkuttaa,we are walking,me,jolkutamme,emme jolkuta
3788,jog,jolkuttaa,you(plural/respectful) are walking,te,jolkutatte,ette jolkuta
3789,jog,jolkuttaa,they are walking,he,jolkuttavat,eivät jolkuta
3790,jog,jolkuttaa,(passive) walking,passiivi,jolkutetaan,ei jolkuteta
3791,jog,jolkuttaa,I walked,minä,olen jolkuttanut,en ole jolkuttanut
